time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_ECRB,Top_FCR,pos_flex,pos_dev,pos_pro
0.0,0.025628341465528368,0.015173031651918327,0.0,-6.398568978840228e-13,-7.870763492612895e-07,0.0040328312090018095,0.0007840924192046446,-1.412254904819227e-13,3.237136555967413e-13,0.0,0.0,0.0
0.01,0.03150069936588566,0.017461675516139627,0.0,-5.764358589473387e-13,-4.263032268732694e-07,0.007922832397158668,0.0010547106806056692,3.6395988881704757e-13,7.296090986492416e-13,0.0027552189965462,0.0,0.0
0.02,0.037131424619861596,0.019758675748877002,0.0,-4.3201020956381606e-13,7.85666284157865e-08,0.011359166926584393,0.001246729503778093,9.642467095752745e-13,1.1633807230956944e-12,0.0055097513347562,0.0,0.0
0.03,0.04247557405373135,0.0220991255832622,0.0,-2.0088541638993426e-13,7.101362619525168e-07,0.013961650514176983,0.0013243280401089334,1.6185032244441195e-12,1.584350574547857e-12,0.0082629105274234,0.0,0.0
0.04,0.047509817791735715,0.024512235324340305,0.0,1.1453558817670534e-13,1.4322767172438904e-06,0.01540061079622731,0.0012580466326561842,2.2685734135546737e-12,1.942350791216741e-12,0.0110140104295578,0.0,0.0
0.05,0.052225285701286504,0.0270181472629531,0.0,5.018471746222567e-13,2.189113388248073e-06,0.015429810960429611,0.0010288514093074836,2.8411667414532256e-12,2.1807475064441806e-12,0.0137623654093879,0.0,0.0
0.06,0.05662258055576579,0.02962626913872522,0.0,9.373351931803072e-13,2.9059325454135285e-06,0.013911227088870482,0.0006317260742937966,3.251934966220919e-12,2.240993680775969e-12,0.0165072905192344,0.0,0.0
0.07,0.060708933260971126,0.032334886027057794,0.0,1.385576305083832e-12,3.4924224478468623e-06,0.010832663480066238,7.85922928988282e-05,3.411870048959926e-12,2.068615536954564e-12,0.0192481016662133,0.0,0.0
0.08,0.06449709268977548,0.03513168821064377,0.0,1.8002297391827884e-12,3.848515437916962e-06,0.006319580711316373,-0.0005996530712688584,3.2359354904593605e-12,1.620352550004904e-12,0.0219841157827265,0.0,0.0
0.09,0.06800538287807659,0.037994901308364935,0.0,2.1262534226869927e-12,3.87288012197402e-06,0.0006416171113391385,-0.0013522554046635517,2.6535719609390168e-12,8.719677649336152e-13,0.0247146509966967,0.0,0.0
0.1,0.07125829698833129,0.04089480834079189,0.0,2.303680523605638e-12,3.473831712314966e-06,-0.0057869082732674125,-0.0021091914421976707,1.6204136828790719e-12,-1.7395881865538205e-13,0.0274390268015036,0.0,0.0
0.11,0.07428700974555569,0.04379555254373206,0.0,2.2729557026600715e-12,2.5820979435254697e-06,-0.012414181333896514,-0.0027835430095971897,1.3023963286979861e-13,-1.4811235206837967e-12,0.030156564225581,0.0,0.0
0.12,0.07712929965677988,0.046657187288189725,0.0,1.981657032724918e-12,1.164521076125312e-06,-0.018567965314398503,-0.003275900795697026,-1.774104216051947e-12,-2.974483494160451e-12,0.0328665860016304,0.0,0.0
0.13,0.07982860515839989,0.049437988202905334,0.0,1.3922290302938788e-12,-7.625740545303115e-07,-0.023484752240334125,-0.0034809066429940154,-3.992300144908398e-12,-4.538196562596367e-12,0.0355684167354107,0.0,0.0
0.14,0.08243231818837397,0.052097058074538224,0.0,4.901395272391439e-13,-3.121919576972511e-06,-0.026352583312208862,-0.0032958378545350354,-6.3622797567763125e-12,-6.017537800679761e-12,0.0382613830740598,0.0,0.0
0.15,0.08498992573123132,0.05459723582437903,0.0,-7.083314661781621e-13,-5.767535669080135e-06,-0.026367921082203365,-0.0026308734908902873,-8.66165256162837e-12,-7.225646775503574e-12,0.040944813873909,0.0,0.0
0.16,0.08755202767283868,0.056908267008828464,0.0,-2.149634300194616e-12,-8.482505845135948e-06,-0.022805201023328274,-0.0014203795496667095,-1.061621441777733e-11,-7.955652136478825e-12,0.0436180403677457,0.0,0.0
0.17,0.09017109449819687,0.05901010603800336,0.0,-3.738897625845602e-12,-1.0984030548536603e-05,-0.015095516600350254,0.00036576391653506016,-1.1916490302807796e-11,-7.9982699137916e-12,0.0462803963314842,0.0,0.0
0.18,0.09290377716780827,0.06089610670694486,0.0,-5.339376780445483e-12,-1.2937150292388962e-05,-0.0029085065584977953,0.0027120570796741557,-1.224262997412129e-11,-7.164390067472889e-12,0.048931218250203,0.0,0.0
0.19,0.09581318993890517,0.06257573729943719,0.0,-6.776402784547839e-12,-1.3977940312916552e-05,0.013770803200389797,0.005549972097805501,-1.1297133229798854e-11,-5.311481842836448e-12,0.0515698454835062,0.0,0.0
0.2,0.09896893968679116,0.0640763575855941,0.0,-7.846600756523338e-12,-1.374614233007603e-05,0.0345803513393911,0.008754805796568295,-8.843871913786464e-12,-2.3719108612459884e-12,0.0541956204301694,0.0,0.0
0.21,0.10244330753921842,0.0654435414596765,0.0,-8.332767783586711e-12,-1.1926142117579195e-05,0.05874582292596966,0.012148264831087963,-4.750765615606217e-12,1.6194628924122594e-12,0.0568078886920272,0.0,0.0
0.22,0.10630352323834896,0.06673943818527918,0.0,-8.02427662336049e-12,-8.293982350688938e-06,0.08508295151533948,0.015507936465154838,9.676465491229764e-13,6.501662865920802e-12,0.0594059992370635,0.0,0.0
0.23,0.11060167496129707,0.06803876271665288,0.0,-6.742222316576749e-12,-2.7668104328082787e-06,0.112046632282496,0.01858423431574459,8.112492063841498e-12,1.1971638371183096e-11,0.0619893045616618,0.0,0.0
0.24,0.11536453850002415,0.06942223274262918,0.0,-4.367792253142515e-12,4.5500750348477425e-06,0.13783230642605596,0.021124622573483198,1.627319889496987e-11,1.7579799077213477e-11,0.064557160851977,0.0,0.0
0.25,0.12058500521072972,0.07096765462988285,0.0,-8.715748156351131e-13,1.3324446151614347e-05,0.16052891481555645,0.022903933449558114,2.481629077989119e-11,2.274061983342039e-11,0.0671089281443874,0.0,0.0
0.26,0.12621551610731865,0.07273937471463526,0.0,3.659195347106709e-12,2.297315880444335e-05,0.17831403940881912,0.023758347230533636,3.289592280504723e-11,2.676118086058562e-11,0.0696439704849866,0.0,0.0
0.27,0.13216336252502925,0.07477739015969058,0.0,8.999033514379484e-12,3.2659587352922674e-05,0.18967061520655148,0.02361901195556769,3.9490819090384925e-11,2.8889285742137447e-11,0.0721616560880771,0.0,0.0
0.28,0.13828850209438603,0.07708797971558748,0.0,1.4772154123406094e-11,4.1318511695562644e-05,0.19359167884077141,0.022539444327567545,4.3470593807628576e-11,2.8381066767829852e-11,0.0746613574936239,0.0,0.0
0.29,0.14440583626415399,0.07963807087657143,0.0,2.045387327494183e-11,4.771305753111641e-05,0.18972980604573111,0.020709552842629396,4.369197442330918e-11,2.4585799529863473e-11,0.0771424517236315,0.0,0.0
0.3,0.1502941937222901,0.08235528111024387,0.0,2.538891740414798e-11,5.052596633997066e-05,0.17845135401954185,0.018449955712938712,3.9122265640613455e-11,1.704312712636952e-11,0.0796043204374023,0.0,0.0
0.31,0.15571273091589777,0.08513437903300206,0.0,2.8829140338713026e-11,4.8484271149622997e-05,0.16077894185770145,0.016184241409725124,2.89836544797681e-11,5.585229258162503e-12,0.0820463500856406,0.0,0.0
0.32,0.16042288940888577,0.08784924761244586,0.0,2.9991667515497824e-11,4.051249779735375e-05,0.13823900919818444,0.01439245518147783,1.2907926692824521e-11,-9.566079722835e-12,0.0844679320633616,0.0,0.0
0.33,0.16421216387205487,0.09036820261223553,0.0,2.8136491669426164e-11,2.590503562277091e-05,0.11265460259364812,0.01355331461554628,-8.912788706281411e-12,-2.7719463380358987e-11,0.0868684628615688,0.0,0.0
0.34,0.16691561683069595,0.09257017424786596,0.0,2.266012319091867e-11,4.503683862742497e-06,0.08592698569414749,0.014083925163742019,-3.5597047104837614e-11,-4.766487151482537e-11,0.0892473442176609,0.0,0.0
0.35,0.1684318776179824,0.09435952603937192,0.0,1.3199204908058074e-11,-2.3137948093563543e-05,0.05983982599945872,0.016284974921904727,-6.548704601177736e-11,-6.766873881978272e-11,0.0916039832645315,0.0,0.0
0.36,0.1687315480549376,0.0956777350227667,0.0,-2.647387459467419e-13,-5.562496349207892e-05,0.035906748908493984,0.020297946751485413,-9.612442279726165e-11,-8.552601377017676e-11,0.0939377926783239,0.0,0.0
0.37,0.1678572212444683,0.09651060890005159,0.0,-1.7310742645766842e-11,-9.065036521817705e-05,0.015271749286380783,0.02607937732354744,-1.2430843492475693e-10,-9.867848539153569e-11,0.0962481908248045,0.0,0.0
0.38,0.16591574044105495,0.09689016227691222,0.0,-3.70072627554589e-11,-0.00012500650375237254,-0.001336815256302066,0.033395601478053503,-1.462521613469097e-10,-1.0440405500997566e-10,0.0985346019043186,0.0,0.0
0.39,0.16306491230513992,0.09689075424384998,0.0,-5.7878638406170975e-11,-0.00015469958009608207,-0.01360419622841878,0.04183959807896439,-1.578456766835794e-10,-1.0007497061340215e-10,0.1007964560952911,0.0,0.0
0.4,0.15949828208007708,0.09661966054296414,0.0,-7.79229638925244e-11,-0.00017518213484043452,-0.02158869709890858,0.05086936758868769,-1.5502567530581813e-10,-8.347485382698992e-11,0.1030331896962388,0.0,0.0
0.41,0.1554318613940551,0.09620299326304205,0.0,-9.469317495503895e-11,-0.0001817093616660322,-0.025654033859113443,0.05986463252689255,-1.342390646467954e-10,-5.31550947249549e-11,0.1052442452662557,0.0,0.0
0.42,0.15109525758865858,0.09576880617446386,0.0,-1.0544930452856732e-10,-0.0001698129037548426,-0.026386350616434365,0.06819561930434491,-9.297426734595445e-11,-8.801608942613391e-12,0.1074290717639397,0.0,0.0
0.43,0.14672717459190618,0.09543006192474159,0.0,-1.0738409488395182e-10,-0.00013587104909311383,-0.024506671047392917,0.075295001294853,-3.031941126930781e-11,4.8425979010266546e-11,0.1095871246847235,0.0,0.0
0.44,0.14257293004219446,0.09527025685772542,0.0,-9.79165962757942e-11,-7.7737884816012e-05,-0.02078776682497934,0.08072355883558302,5.2507347968311695e-11,1.1562777687147345e-10,0.1117178661965763,0.0,0.0
0.45,0.13887994384000021,0.09533351807692435,0.0,-7.50393943063747e-11,4.622615245369866e-06,-0.015982156139660964,0.08422290410922094,1.5172172074079316e-10,1.8801876239659163e-10,0.113820765274043,0.0,0.0
0.46,0.13588665360250785,0.09561954965253458,0.0,-3.769530340864637e-11,0.00010856663203268665,-0.01076553322029345,0.08575267221800317,2.607050795490993e-10,2.589543425204125e-10,0.1158952978305868,0.0,0.0
0.47,0.13380221206825743,0.09608313221254557,0.0,1.3850388497351236e-11,0.0002283451355360271,-0.005697632473157496,0.08551092483803452,3.699789689178711e-10,3.2016920879615126e-10,0.1179409468492028,0.0,0.0
0.48,0.1327787447577939,0.09663830618731373,0.0,7.768464228102444e-11,0.0003549091013747294,-0.0012005364308791814,0.08393418132899512,4.674902622491344e-10,3.622601852671223e-10,0.1199572025112691,0.0,0.0
0.49,0.1328828388329277,0.09716790005391841,0.0,1.500170655607439e-10,0.0004760287590675218,0.0024471375567290178,0.08167108729426369,5.392586341228989e-10,3.7542491173934864e-10,0.1219435623236046,0.0,0.0
0.5,0.13407577660935854,0.09753868623693161,0.0,2.2509713885543707e-10,0.0005767978334144817,0.005102838281120025,0.07952498886188046,5.704116531378025e-10,3.5044298047517217e-10,0.1238995312437006,0.0,0.0
0.51,0.13621162940952972,0.09762128583877057,0.0,2.953268429860168e-10,0.0006405700220339801,0.006742765779699578,0.07836546887483968,5.465965562534181e-10,2.7985563886278317e-10,0.1258246218030961,0.0,0.0
0.52,0.13905849155178393,0.09731267743441226,0.0,3.516085970989263e-10,0.0006503396233793349,0.007438139792640015,0.07901515074351569,4.557130140549465e-10,1.5926635480359326e-10,0.1277183542288645,0.0,0.0
0.53,0.1423413192420013,0.09655806458221154,0.0,3.839529985830348e-10,0.0005905320975586507,0.007328398783519621,0.08212489063154506,2.8986062355635157e-10,-1.1349718472984844e-11,0.129580256563184,0.0,0.0
0.54,0.14579735851928702,0.09536819254279083,0.0,3.8234858353189693e-10,0.0004491156298868252,0.006594258807781458,0.08805660975712801,4.734252399169314e-11,-2.264703614807903e-10,0.1314098647809586,0.0,0.0
0.55,0.14923088142248503,0.09382864220108596,0.0,3.378673332680113e-10,0.00021988524614564457,0.005432971114455045,0.09679547298837908,-2.654822421515264e-10,-4.741514419974152e-10,0.1332067229054634,0.0,0.0
0.56,0.15255491714308236,0.0920992378018076,0.0,2.439464334268128e-10,-9.528798327075204e-05,0.004037443346543131,0.10791016274743989,-6.327438342245507e-10,-7.356303369640297e-10,0.1349703831219831,0.0,0.0
0.57,0.15581180868998853,0.09040338443349853,0.0,9.775126738011874e-11,-0.0004845019276010355,0.0025802089202581597,0.12057297415760868,-1.0282723128251998e-09,-9.855799354560396e-10,0.1367004058894171,0.0,0.0
0.58,0.1591683899850655,0.08900790340402938,0.0,-9.850987931741923e-11,-0.0009244587785104379,0.001202604093801866,0.133642483702473,-1.4157400910222431e-09,-1.193159530714667e-09,0.1383963600498225,0.0,0.0
0.59,0.1628848548057652,0.08819426323842461,0.0,-3.3647830816715696e-10,-0.0013800009978887171,8.985945610268363e-06,0.14580151048132342,-1.7499702480957702e-09,-1.3239596868531238e-09,0.1400578229358673,0.0,0.0
0.6,0.1672609878858965,0.08822341127308735,0.0,-6.009231169296051e-10,-0.0018048412585706317,-0.0009345774126457657,0.15573220265846044,-1.979578183906646e-09,-1.3428649625228726e-09,0.1416843804761683,0.0,0.0
0.61,0.17256990235776953,0.08929903829328853,0.0,-8.695887206401751e-10,-0.0021437259876218437,-0.0015979813322777013,0.16229961211940785,-2.0510109938748126e-09,-1.2177628837828392e-09,0.1432756272984862,0.0,0.0
0.62,0.1789948539989739,0.09153648505434447,0.0,-1.1137813191245347e-09,-0.002336177236905293,-0.0019820999129773467,0.16470902907194546,-1.9139110451207205e-09,-9.239144045046878e-10,0.1448311668307528,0.0,0.0
0.63,0.1865848909236281,0.09494436757009052,0.0,-1.2998274127743893e-09,-0.0023218211484697295,-0.0021121430678069575,0.1626061372544843,-1.5275635077367259e-09,-4.486780986664194e-10,0.1463506113999054,0.0,0.0
0.64,0.19523861426453243,0.09942255257059836,0.0,-1.3914763598359247e-09,-0.002047137215193425,-0.0020302888479951727,0.1561043854855886,-8.68002818235819e-10,2.0384149038596476e-10,0.1478335823285026,0.0,0.0
0.65,0.20471553683330707,0.10477508715437417,0.0,-1.3532334764028782e-09,-0.001473260044413867,-0.0017883899015949678,0.1457444156263531,6.483410365405726e-11,1.0087577243163173e-09,0.1492797100290989,0.0,0.0
0.66,0.21466724260550754,0.1107331006651265,0.0,-1.1545032551769397e-09,-0.000584249195698549,-0.0014413771123932798,0.13240509150397278,1.2406894594959644e-09,1.917590256364738e-09,0.1506886340963539,0.0,0.0
0.67,0.22467917558543232,0.11698230226185014,0.0,-7.74300042149378e-10,0.0006049668844227011,-0.0010417904518338812,0.1171883728295881,2.5942106390412797e-09,2.8573185141758435e-09,0.1520600033968522,0.0,0.0
0.68,0.23431694142289797,0.12319166125676415,0.0,-2.0615542471922763e-10,0.0020419448789123825,-0.0006356773526049209,0.10129399623901074,4.022791824543847e-09,3.731905633700387e-09,0.1533934761566139,0.0,0.0
0.69,0.2431741123003876,0.1290418197000079,0.0,5.372696989720205e-10,0.003632469188820448,-0.00025992834910912104,0.08589318825795657,5.387972315922546e-09,4.426786316583109e-09,0.1546887200462714,0.0,0.0
0.7,0.25091862436051154,0.13425209321565917,0.0,1.4204595927279373e-09,0.005239803921576424,5.9020825108287996e-05,0.07200944867567569,6.5211903651417094e-09,4.8166154077887004e-09,0.155945412263893,0.0,0.0
0.71,0.2573327439682263,0.1386039613760723,0.0,2.382856085200529e-09,0.006688490225150251,0.0003052961055183486,0.06041744160317053,7.234422040711579e-09,4.776291611068513e-09,0.157163239615432,0.0,0.0
0.72,0.26234028220265887,0.1419583172986207,0.0,3.3388642803277317e-09,0.0077735039293701895,0.00047274348434810863,0.05157256548259035,7.335834364961804e-09,4.194911037240933e-09,0.1583418985927809,0.0,0.0
0.73,0.2660158740670911,0.14426428738357772,0.0,4.180639254951953e-09,0.008275219940409348,0.0005634131853758388,0.04558084488975524,6.650059973471063e-09,2.9918874028682877e-09,0.1594810954494123,0.0,0.0
0.74,0.26857391705988987,0.14555873225688082,0.0,4.784090325627727e-09,0.007980115808767136,0.0005856449121150579,0.04221295890290346,5.042082139129987e-09,1.1340304565559467e-09,0.1605805462735868,0.0,0.0
0.75,0.2703378547944904,0.14595691243708572,0.0,5.018299372669101e-09,0.006706506218048957,0.0005520061876607433,0.04096004193224852,2.443046974152231e-09,-1.3480563044076927e-09,0.1616399770591093,0.0,0.0
0.76,0.27169335051749766,0.145635984026598,0.0,4.758223401682646e-09,0.004333870955639944,0.00047729542442921,0.0411233878665719,-1.1243458058237966e-09,-4.346261609447639e-09,0.1626591237736173,0.0,0.0
0.77,0.2730315260525567,0.14481401615797884,0.0,3.900152101039418e-09,0.0008335795547052532,0.00037677102172989303,0.041925311954441116,-5.523805357546991e-09,-7.666178396508445e-09,0.1636377324243837,0.0,0.0
0.78,0.27469082142871365,0.14372812194945248,0.0,2.3789433483688903e-09,-0.003701896340202633,0.0002647139958607747,0.042624164618220335,-1.0490111368366174e-08,-1.1025538712115502e-08,0.1645755591216162,0.0,0.0
0.79,0.2769075184091264,0.1426157764537763,0.0,1.85600165398417e-10,-0.00903476378555982,0.0001533798307912991,0.04261401066641814,-1.5623974614956964e-08,-1.406198269176953e-08,0.1654723701392409,0.0,0.0
0.8,0.27978406672822453,0.14170271567455348,0.0,-2.6166705998261105e-09,-0.014766493039964669,5.234950226838297e-05,0.04149159536456225,-2.0400402642038407e-08,-1.6351802838144325e-08,0.1663279419731506,0.0,0.0
0.81,0.2832801103675661,0.14119851797493957,0.0,-5.880107868311065e-09,-0.020335001295251807,-3.174732415799014e-05,0.039081660004494125,-2.4193264339124134e-08,-1.744052661614122e-08,0.1671420613969077,0.0,0.0
0.82,0.2872251544924596,0.14129795571936632,0.0,-9.366119960840765e-09,-0.025027781084971792,-9.519073059749699e-05,0.03542327037021524,-2.6317671425856305e-08,-1.6885117640133585e-08,0.1679145255148839,0.0,0.0
0.83,0.291347394749445,0.1421842104348522,0.0,-1.2747408282074557e-08,-0.02801336858055438,-0.00013688091277456633,0.030728291700128075,-2.6090250910862866e-08,-1.4306226952091458e-08,0.1686451418128267,0.0,0.0
0.84,0.29531194090166946,0.1440299164788146,0.0,-1.5620508453630983e-08,-0.028392072150356815,-0.00015787768214427223,0.025325402976018627,-2.2905416286700962e-08,-9.447389455996303e-09,0.1693337282058373,0.0,0.0
0.85,0.29876250443437224,0.14699319514252887,0.0,-1.753015092575177e-08,-0.025264913232211056,-0.00016084508864479442,0.019601013748993232,-1.632346156435439e-08,-2.2364567160204e-09,0.1699801130837506,0.0,0.0
0.86,0.3013620075084713,0.15120749165463637,0.0,-1.800590702421655e-08,-0.017817369874564195,-0.00014946962218034398,0.013945182803798493,-6.163869630686938e-09,7.156953989532897e-09,0.1705841353539039,0.0,0.0
0.87,0.30282878112930783,0.15676567642758135,0.0,-1.661034750401571e-08,-0.005411937544410515,-0.00012790861135546355,0.008707592357010777,7.405125067115419e-09,1.8275440637877846e-08,0.1711456444812843,0.0,0.0
0.88,0.3029659462028148,0.1637003574989266,0.0,-1.2996455295189512e-08,0.012319004358412447,-0.00010031122150228984,0.004166096458759844,2.3791667030473958e-08,3.0347402153402275e-08,0.1716645005260453,0.0,0.0
0.89,0.30168225496470114,0.17196355896261092,0.0,-6.9704010202997014e-09,0.035390661868301504,-7.0439583711496e-05,0.0005083696785795628,4.193235623210736e-08,4.228841980828667e-08,0.172140574178383,0.0,0.0
0.9,0.299003185357732,0.1814097237700483,0.0,1.4458492863781337e-09,0.06340558714162148,-4.140346603621516e-05,-0.0021742713187243167,6.028381864658537e-08,5.273773665312066e-08,0.1725737467907624,0.0,0.0
0.91,0.2950715261914089,0.19178626457260164,0.0,1.195908967131043e-08,0.09552770792249488,-1.5509556977752622e-05,-0.00388275066873144,7.686530011406468e-08,6.013519959648604e-08,0.1729639104074873,0.0,0.0
0.92,0.290137183118109,0.20273547784245372,0.0,2.396466954262219e-08,0.13050082842316124,5.783483268872961e-06,-0.004698206378961747,8.936124102529934e-08,6.284097574426523e-08,0.1733109677916047,0.0,0.0
0.93,0.28453659951189697,0.21381042534123323,0.0,3.6530079859242284e-08,0.16671773171134185,2.1820244135525582e-05,-0.004764586212581018,9.528853321491907e-08,5.9296226065259524e-08,0.1736148324491385,0.0,0.0
0.94,0.27866314450826835,0.22450525966830784,0.0,4.841053387449677e-08,0.2023391850972095,3.26345831349455e-05,-0.004268274341485845,9.222724080446376e-08,4.8217885208117645e-08,0.1738754286506456,0.0,0.0
0.95,0.27293118155422347,0.2342973389931935,0.0,5.810339467463596e-08,0.23545218969184578,3.878897465405574e-05,-0.0034168512671215122,7.810619450243497e-08,2.881507229626851e-08,0.1740926914500892,0.0,0.0
0.96,0.2677382583938879,0.24269452502051383,0.0,6.394582715538424e-08,0.26424424994847995,4.118964293828984e-05,-0.002418687548159295,5.152647284559848e-08,1.0089099302872268e-09,0.174266566701025,0.0,0.0
0.97,0.2634312762052892,0.24927770666584334,0.0,6.425642773322386e-08,0.28715985634883695,4.089823053670453e-05,-0.0014646450871452067,1.2097021527453877e-08,-3.436773765190679e-08,0.1743970110700952,0.0,0.0
0.98,0.2602820344657379,0.25372897440826087,0.0,5.751690495148621e-08,0.3030070071840873,3.8957904443730955e-05,-0.0007127629796724312,-3.925159219884653e-08,-7.54181675261525e-08,0.1744839920478283,0.0,0.0
0.99,0.25847421314646435,0.2558419782331938,0.0,4.2584384584512346e-08,0.31100194402467873,3.624824440094594e-05,-0.00027647406197040545,-1.0001598638859517e-07,-1.1910704605435367e-07,0.174527487956741,0.0,0.0
1.0,0.25809929437698786,0.25551962926121113,0.0,1.8918984606128334e-08,0.3107688063595762,3.337935557063917e-05,-0.00021664984579833251,-1.6597599967349098e-07,-1.6129196054787494e-07,0.174527487956741,0.0,0.0
1.01,0.259156465308334,0.25276894830174346,0.0,-1.3194508389915148e-08,0.30232629030996755,3.0631674781102575e-05,-0.0005376042251251151,-2.312026992025287e-07,-1.9688633661118875e-07,0.1744839920478283,0.0,0.0
1.02,0.2615527729920059,0.24770038820969145,0.0,-5.245705293131514e-08,0.2860853537158341,2.794407805158591e-05,-0.0011870840604110422,-2.882582360741651e-07,-2.2017087125558311e-07,0.1743970110700952,0.0,0.0
1.03,0.2651034899555101,0.24053172588878013,0.0,-9.642751109954992e-08,0.2628583301162896,2.49492507315149e-05,-0.0020602106781183404,-3.286168207753884e-07,-2.2525874456476307e-07,0.174266566701025,0.0,0.0
1.04,0.26953634225649886,0.2315893803964076,0.0,-1.4148730585817148e-07,0.23385610041097205,2.1051898083695277e-05,-0.003007277882951345,-3.433193952798723e-07,-2.067042125907697e-07,0.1740926914500892,0.0,0.0
1.05,0.27450450444934055,0.22129749465269724,0.0,-1.829263119430701e-07,0.2006417690579414,1.5542274068237165e-05,-0.003845226250801924,-3.2385200804360426e-07,-1.602254777868512e-07,0.1738754286506456,0.0,0.0
1.06,0.27961085537487507,0.21014966582327926,0.0,-2.1517296375547667e-07,0.16502432578204862,7.734712783408623e-06,-0.004372472135448121,-2.6321038309206883e-07,-8.349224022996922e-08,0.1736148324491385,0.0,0.0
1.07,0.28444149022941584,0.19866671891594692,0.0,-2.3218171830522815e-07,0.12890387750275634,-2.8815865752962843e-06,-0.00438655471468033,-1.570824430004698e-07,2.3092151055132155e-08,0.1733109677916047,0.0,0.0
1.08,0.28860319083337477,0.1873499500552361,0.0,-2.2797706649456677e-07,0.09410008877598776,-1.6494242102850647e-05,-0.00370377128090934,-5.049146752437401e-09,1.5570222571386515e-07,0.1729639104074873,0.0,0.0
1.09,0.2917591016545619,0.17663964361612597,0.0,-1.973356904131774e-07,0.06219704046051628,-3.283790908882825e-05,-0.0021796126822542436,1.8832475605661587e-07,3.0659715707716567e-07,0.1725737467907624,0.0,0.0
1.1,0.2936582573683607,0.16688535864882315,0.0,-1.3656809193814176e-07,0.03442723247334641,-5.1099619157531465e-05,0.00027158114365480833,4.126606727439708e-07,4.6392988986780306e-07,0.172140574178383,0.0,0.0
1.11,0.29415630630294637,0.15833058380517184,0.0,-4.433960134879045e-08,0.011605037811807833,-6.987524147232246e-05,0.0036597011359594087,6.513588934902174e-07,6.119609233990544e-07,0.1716645005260453,0.0,0.0
1.12,0.2932261028972421,0.1511112769169821,0.0,7.754981547091132e-08,-0.005889905591152677,-8.71911403264922e-05,0.007906932571087575,8.817727116337233e-07,7.317615582996928e-07,0.1711456444812843,0.0,0.0
1.13,0.2909577665197491,0.14526571474323996,0.0,2.235245731435716e-07,-0.01808558740491022,-0.00010060160204579513,0.012843179843224185,1.076100556388429e-06,8.024598250952785e-07,0.1705841353539039,0.0,0.0
1.14,0.28754843312100276,0.14075188967484345,0.0,3.8383970187650604e-07,-0.025356999516761177,-0.00010736739286756661,0.01821111116309536,1.2030896910448093e-06,8.030363418869627e-07,0.1699801130837506,0.0,0.0
1.15,0.2832823832918973,0.13746828840956124,0.0,5.445443272109243e-07,-0.028343891671980273,-0.00010471389112648694,0.023682627116499787,1.2305800275075766e-06,7.146182418469981e-07,0.1693337282058372,0.0,0.0
1.16,0.2785026412156722,0.13527414320426331,0.0,6.879022729093697e-07,-0.027858734152548918,-9.015880446753133e-05,0.02888768883563497,1.128831000623904e-06,5.231501076824339e-07,0.1686451418128267,0.0,0.0
1.17,0.27357562148530895,0.13400602421901686,0.0,7.933457083849899e-07,-0.024795369249316072,-6.188995862890002e-05,0.033455098380945764,8.744722099277224e-07,2.22246523909111e-07,0.1679145255148839,0.0,0.0
1.18,0.26885105458598246,0.13348880894432924,0.0,8.389989505565927e-07,-0.020046690444688573,-1.916370321178689e-05,0.037062968758944694,4.548065616361795e-07,-1.840417140015422e-07,0.1671420613969077,0.0,0.0
1.19,0.26462032082589365,0.13354049737567308,0.0,8.037561882761888e-07,-0.014437163636806236,3.7314954795677074e-05,0.039494247120182444,-1.2791725140392892e-07,-6.788779845969627e-07,0.1663279419731506,0.0,0.0
1.2,0.261077509212439,0.13397192777417002,0.0,6.698310498048007e-07,-0.008673441811436994,0.0001050771692564295,0.04068978886782182,-8.527454661765266e-07,-1.2310794058374908e-06,0.1654723701392409,0.0,0.0
1.21,0.25828889030528257,0.134584033062759,0.0,4.256215358165582e-07,-0.003313984223927734,0.00017969156763653524,0.040788394484994016,-1.6773281547879205e-06,-1.794730495397971e-06,0.1645755591216162,0.0,0.0
1.22,0.2561773605705892,0.13516643360569594,0.0,6.865685793376167e-08,0.0012433494933076859,0.00025473421592214773,0.04014127573957327,-2.5368815919552846e-06,-2.3103287439583537e-06,0.1636377324243837,0.0,0.0
