time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_LU_RB5,Top_ECRB,Top_FCR,Top_RI5,pos_flex,pos_dev,pos_pro
0.1,0.09222180650936428,0.05397867193779366,0.0,2.636504077496398e-12,0.0264484546636977,0.023366157597581372,-0.002607183427280042,0.0,-9.251204262460154e-15,-2.122354593144586e-12,0.0,0.0274390268015036,0.0,0.0
0.11,0.09475280119824846,0.056837166156608825,0.0,2.498374782374441e-12,0.018842476943468283,0.01664649981928952,-0.003279478689931274,0.0,-1.2253430695001208e-12,-3.1664512707852155e-12,0.0,0.030156564225581,0.0,0.0
0.12,0.09707513667200622,0.05964598924693308,0.0,2.0458374729807e-12,0.011550640579357917,0.010204847572858522,-0.003758528591716194,0.0,-2.631597128792394e-12,-4.139083264710826e-12,0.0,0.0328665860016304,0.0,0.0
0.13,0.09923797491875376,0.06235226290358702,0.0,1.2447965909907476e-12,0.005049100183235769,0.004461902130243256,-0.0039324209467627574,0.0,-4.1229053333388404e-12,-4.9131046388674055e-12,0.0,0.0355684167354107,0.0,0.0
0.14,0.10129674642231953,0.06490607249457665,0.0,9.070025671304904e-14,-0.00033322636796151314,-0.00029178024696762317,-0.003689838320633826,0.0,-5.5565240747232844e-12,-5.3493137310317365e-12,0.0,0.0382613830740598,0.0,0.0
0.15,0.10331004907970766,0.06726364574372688,0.0,-1.3830298659061245e-12,-0.004416786734242302,-0.003897675676831693,-0.002931358994721676,0.0,-6.757825853689172e-12,-5.308672922293999e-12,0.0,0.040944813873909,0.0,0.0
0.16,0.1053374657836043,0.06939064361290605,0.0,-3.098523189372695e-12,-0.007159375907581117,-0.00631867549747783,-0.0015821102826056802,0.0,-7.531133320701982e-12,-4.667787919127179e-12,0.0,0.0436180403677457,0.0,0.0
0.17,0.10743954274846489,0.0712654872218707,0.0,-4.930182426981353e-12,-0.008633997392135929,-0.007619520730374198,0.0003953383644804218,0.0,-7.675796196653227e-12,-3.3368024164910255e-12,0.0,0.0462803963314842,0.0,0.0
0.18,0.10967989020778067,0.07288251590815756,0.0,-6.705825001459036e-12,-0.009000722888157255,-0.007941926538548692,0.002989277725740539,0.0,-7.00713259634959e-12,-1.2783694441080588e-12,0.0,0.048931218250203,0.0,0.0
0.19,0.112127650579242,0.074254628203407,0.0,-8.21330228754752e-12,-0.008476353439004427,-0.007477756199751854,0.006130030613188554,0.0,-5.381214735632233e-12,1.4741179106653839e-12,0.0,0.0515698454835062,0.0,0.0
0.2,0.11485774079327324,0.07541493385977847,0.0,-9.21333117856344e-12,-0.007305084450652999,-0.006443074189602137,0.009685765623633505,0.0,-2.721778617190751e-12,4.801258947930356e-12,0.0,0.0541956204301694,0.0,0.0
0.21,0.11794696357371247,0.07641687013927821,0.0,-9.45877981813807e-12,-0.005732611855658329,-0.005055232804099695,0.01346462495362475,0.0,9.531599699959934e-13,8.487830712228921e-12,0.0,0.0568078886920272,0.0,0.0
0.22,0.12146584381720053,0.07733223015980953,0.0,-8.719997697662181e-12,-0.003985293499655169,-0.0035144204228856088,0.01722448707761325,0.0,5.5080166923170474e-12,1.2220978476673975e-11,0.0,0.0594059992370635,0.0,0.0
0.23,0.12546789202526779,0.0782466447857594,0.0,-6.814999382845238e-12,-0.002255186011986791,-0.0019903992009055586,0.02069106255070229,0.0,1.0673155029012752e-11,1.5598759463033034e-11,0.0,0.0619893045616618,0.0,0.0
0.24,0.1299788504215183,0.07925230010850487,0.0,-3.642452913741464e-12,-0.0006910782245047376,-0.0006145432178012264,0.023584154117714872,0.0,1.603886302397486e-11,1.815086837677869e-11,0.0,0.064557160851977,0.0,0.0
0.25,0.13498778376038653,0.08043809215405394,0.0,7.854370325250913e-13,0.0006049199616712517,0.0005232077396713296,0.02565082159646789,0.0,2.106326490809869e-11,1.937251145225154e-11,0.0,0.0671089281443874,0.0,0.0
0.26,0.14044041077851838,0.08187798832682848,0.0,6.313829973134139e-12,0.0015760785142834104,0.001373220142691817,0.026702814740152864,0.0,2.5097027049894157e-11,1.877119531724373e-11,0.0,0.0696439704849866,0.0,0.0
0.27,0.14623442452796923,0.08361900649992059,0.0,1.2624179878694454e-11,0.0022061269738959,0.001921821066137941,0.02665386795234622,0.0,2.742662026326025e-11,1.5924700562700388e-11,0.0,0.0721616560880771,0.0,0.0
0.28,0.15221742113766318,0.08567085346098283,0.0,1.922568766365774e-11,0.0025118974220786454,0.0021847764754058846,0.02555040155883136,0.0,2.7336313095957582e-11,1.054680416094932e-11,0.0,0.0746613574936239,0.0,0.0
0.29,0.15818952064465658,0.08799966432788353,0.0,2.5463583664564286e-11,0.0025346852957861877,0.00219960979014401,0.02358771014594739,0.0,2.418703813938271e-11,2.5555330323145363e-12,0.0,0.0771424517236315,0.0,0.0
0.3,0.16391313187898296,0.09052798100387015,0.0,3.054783495409667e-11,0.0023313561820566962,0.002017667292076685,0.021104617462544453,0.0,1.750790187670388e-11,-7.862949485980464e-12,0.0,0.0796043204374023,0.0,0.0
0.31,0.16913065745404976,0.09314179114743598,0.0,3.360456912345796e-11,0.0019660350223468415,0.0016966702478093288,0.01855396575341991,0.0,7.093570482815944e-12,-2.0203088025835983e-11,0.0,0.0820463500856406,0.0,0.0
0.32,0.173588127582737,0.09570360969037632,0.0,3.375059898113576e-11,0.0015029875992604337,0.0012942967565014885,0.016452535321112103,0.0,-6.901703608139468e-12,-3.3610388568148556e-11,0.0,0.0844679320633616,0.0,0.0
0.33,0.17706069367633892,0.09806923109086371,0.0,3.01889711856588e-11,0.001001069858915702,0.0008631330418952536,0.015318636493552912,0.0,-2.3884753791180003e-11,-4.688268396892321e-11,0.0,0.0868684628615688,0.0,0.0
0.34,0.17937557739546717,0.10010541038847513,0.0,2.2320570743452008e-11,0.0005099006830406315,0.00044714345281898885,0.01560697568729138,0.0,-4.27716192725661e-11,-5.851033591915372e-11,0.0,0.0892473442176609,0.0,0.0
0.35,0.18042896130363073,0.1017060400157373,0.0,9.863698267544743e-12,6.772451588536947e-05,7.964486642079023e-05,0.017649469167202305,0.0,-6.19762347953998e-11,-6.676135428009853e-11,0.0,0.0916039832645315,0.0,0.0
0.36,0.1801946106481761,0.10280489999522731,0.0,-7.029516345310158e-12,-0.00029921783648539837,-0.00021735678676852493,0.02160903929289082,0.0,-7.945182779288598e-11,-6.981403250229477e-11,0.0,0.0939377926783239,0.0,0.0
0.37,0.17872341486199425,0.10338356599325123,0.0,-2.7673636071003967e-11,-0.0005760940693256381,-0.0004326988009374411,0.027451735486305702,0.0,-9.279456503704491e-11,-6.593511988678453e-11,0.0,0.0962481908248045,0.0,0.0
0.38,0.17613457015152148,0.10347355379589729,0.0,-5.0782961014078047e-11,-0.0007580009500218624,-0.0005647435244098679,0.03494076844232213,0.0,-9.941463969494376e-11,-5.3695965273778155e-11,0.0,0.0985346019043186,0.0,0.0
0.39,0.17260082324035242,0.10315230054702672,0.0,-7.445325130756458e-11,-0.0008479547064379265,-0.0006195053026341861,0.04365407564547205,0.0,-9.677389516309179e-11,-3.221282206014086e-11,0.0,0.1007964560952911,0.0,0.0
0.4,0.1683316795103156,0.10253319337586246,0.0,-9.620721482429538e-11,-0.0008546837653357775,-0.0006085039818267031,0.05302470861611087,0.0,-8.268145307937715e-11,-1.391117873995416e-12,0.0,0.1030331896962388,0.0,0.0
0.41,0.16355877772282623,0.1017506376079165,0.0,-1.1311581358932979e-10,-0.0007905072985665127,-0.0005465907098665879,0.06240055161010568,0.0,-5.5630084860101564e-11,3.785236528045147e-11,0.0,0.1052442452662557,0.0,0.0
0.42,0.1585260979512493,0.10094212828098736,0.0,-1.2200225898926768e-10,-0.0006695152950212022,-0.000449942144570582,0.07111670759094509,0.0,-1.514691311543656e-11,8.341999086930775e-11,0.0,0.1074290717639397,0.0,0.0
0.43,0.15348502948651058,0.1002301644109889,0.0,-1.1972822894025263e-10,-0.0005061882117947294,-0.0003343629149801421,0.07857110363693331,0.0,3.787664650192132e-11,1.3194939516884244e-10,0.0,0.1095871246847235,0.0,0.0
0.44,0.1486918478915066,0.09970696168058467,0.0,-1.0355258707374669e-10,-0.0003145147307375421,-0.00021397960188064167,0.08429336571700925,0.0,1.0091789991921387e-10,1.788475212022132e-10,0.0,0.1117178661965763,0.0,0.0
0.45,0.14440334868004676,0.09942387466014317,0.0,-7.154222798583814e-11,-0.00010759174901932351,-0.00010035762501174627,0.08800001112180544,0.0,1.6966537204797693e-10,2.184704072231449e-10,0.0,0.113820765274043,0.0,0.0
0.46,0.14086583178190634,0.09938591302460112,0.0,-2.300342034627764e-11,0.00010237283374920135,-2.0287908435286797e-06,0.08963333850060061,0.0,2.3801763884472854e-10,2.4446786642548385e-10,0.0,0.1158952978305868,0.0,0.0
0.47,0.13829458268157754,0.09955101451037365,0.0,4.110873958151392e-11,0.0003037823801620699,7.561606016492461e-05,0.08938287634430046,0.0,2.982805575251079e-10,2.5029902219031474e-10,0.0,0.1179409468492028,0.0,0.0
0.48,0.136845583917838,0.09983417598692756,0.0,1.1785409102025592e-10,0.00048525698634706706,0.00013013713297228092,0.08768584420031827,0.0,3.415942159739291e-10,2.2990729544584785e-10,0.0,0.1199572025112691,0.0,0.0
0.49,0.1365862767943569,0.10011710577848315,0.0,2.0210135472582209e-10,0.0006352908913873531,0.00016163791699087433,0.08520054607658831,0.0,3.5860382136719797e-10,1.7852268036215897e-10,0.0,0.1219435623236046,0.0,0.0
0.5,0.137475157949516,0.10026368244925352,0.0,2.865100562478633e-10,0.0007421210366994884,0.0001722212094630108,0.0827478611818068,0.0,3.4036548132921044e-10,9.353638634081107e-11,0.0,0.1238995312437006,0.0,0.0
0.51,0.1393596093814215,0.10014031556634077,0.0,3.617528545562045e-10,0.0007939372150451604,0.00016538513054956567,0.0812208939296894,0.0,2.794493277191928e-10,-2.462984130155893e-11,0.0,0.1258246218030961,0.0,0.0
0.52,0.14199743315371638,0.09963900816210311,0.0,4.1701807841827e-10,0.0007795182498875222,0.0001454244026803451,0.08146923613973789,0.0,1.7117045306498921e-10,-1.7175765705233398e-10,0.0,0.1277183542288645,0.0,0.0
0.53,0.14510057645874844,0.0986997992476364,0.0,4.408118418534978e-10,0.0006893186208136768,0.00011688784780706259,0.08417124548095875,0.0,1.484529040939941e-11,-3.392820486495556e-10,0.0,0.129580256563184,0.0,0.0
0.54,0.14839186469074575,0.0973285913473147,0.0,4.2205104817267575e-10,0.0005169602685687585,8.412733219660543e-05,0.08971398829359034,0.0,-1.8505921589553354e-10,-5.140762713082931e-10,0.0,0.1314098647809586,0.0,0.0
0.55,0.15166118576977966,0.09560682120793892,0.0,3.514039680121377e-10,0.00026101047464421726,5.095794243526195e-05,0.09810297665684459,0.0,-4.1803998061784793e-10,-6.786855159567843e-10,0.0,0.1332067229054634,0.0,0.0
0.56,0.15480855222187623,0.09369108278641532,0.0,2.2279597398536383e-10,-7.314475474806402e-05,2.043530978421097e-05,0.1089207797477165,0.0,-6.671046975763916e-10,-8.121037352490408e-10,0.0,0.1349703831219831,0.0,0.0
0.57,0.15786570245110249,0.09180253325857138,0.0,3.495757277469897e-11,-0.0004715841112093467,-5.255401848548804e-06,0.12134640308500962,0.0,-9.08917631107241e-10,-8.911530797884914e-10,0.0,0.1367004058894171,0.0,0.0
0.58,0.16099195129667326,0.09020668101524781,0.0,-2.071457748393108e-10,-0.0009105877159981344,-2.4812788025745053e-05,0.1342381901537393,0.0,-1.1146887300584965e-09,-8.924744451411991e-10,0.0,0.1383963600498225,0.0,0.0
0.59,0.16444332763031175,0.08918447901990395,0.0,-4.911924858473022e-10,-0.0013561425178436376,-3.7754121510417455e-05,0.1462728301988759,0.0,-1.2519067415210338e-09,-7.950720677888951e-10,0.0,0.1400578229358673,0.0,0.0
0.6,0.16851868234027959,0.08899695285164354,0.0,-7.968995954950142e-10,-0.0017645181488807522,-4.429376954816754e-05,0.15612206265322254,0.0,-1.2869503095270313e-09,-5.832782945817271e-10,0.0,0.1416843804761683,0.0,0.0
0.61,0.1734929837116771,0.08984823391898668,0.0,-1.0961389821563845e-09,-0.0020841634952650043,-4.518704287887347e-05,0.16263812715521608,0.0,-1.1885226902259853e-09,-2.4992209505649026e-10,0.0,0.1432756272984862,0.0,0.0
0.62,0.17955349424543002,0.09185425957942271,0.0,-1.3539556985252573e-09,-0.002259081623182602,-4.155953764021875e-05,0.16501289942687553,0.0,-9.317496978231641e-10,2.005957860129824e-10,0.0,0.1448311668307528,0.0,0.0
0.63,0.18675472160091208,0.09502426664529018,0.0,-1.5306173320406444e-09,-0.0022337072762277973,-3.4738832433200074e-05,0.16287950258775144,0.0,-5.026638464517771e-10,7.496874663257533e-10,0.0,0.1463506113999054,0.0,0.0
0.64,0.1950015187331329,0.09925873393474466,0.0,-1.5847434387601482e-09,-0.0019591414330824104,-2.6101470766724546e-05,0.15634064916661686,0.0,9.73195298396527e-11,1.3628360289411763e-09,0.0,0.1478335823285026,0.0,0.0
0.65,0.20405986505720516,0.10436236815448968,0.0,-1.4774573455829767e-09,-0.0014004007749777612,-1.6944028694545687e-05,0.1459285625754812,0.0,8.474332477855358e-10,1.989154757937771e-09,0.0,0.1492797100290989,0.0,0.0
0.66,0.21358753154444055,0.11006711533280733,0.0,-1.1773736390500446e-09,-0.0005441309384678306,-8.383175975266949e-06,0.13251614025069444,0.0,1.7046729761867963e-09,2.5626454428102965e-09,0.0,0.1506886340963539,0.0,0.0
0.67,0.22317543623591826,0.11605977403484716,0.0,-6.660918112048348e-10,0.0005939692873963582,-1.2863043874477041e-06,0.11720176648304309,0.0,2.6026066700118297e-09,3.0054718040768516e-09,0.0,0.1520600033968522,0.0,0.0
0.68,0.23239354918515237,0.12201075131680823,0.0,5.627804820717198e-11,0.001962936284100595,3.7682898898679128e-06,0.1011838948203453,0.0,3.4524654884326976e-09,3.2334251587529264e-09,0.0,0.1533934761566139,0.0,0.0
0.69,0.24083832731021693,0.1276024763824111,0.0,9.661623528566648e-10,0.0034725788142686417,6.504451848650453e-06,0.08563473425199622,0.0,4.147007053637312e-09,3.1635635812933048e-09,0.0,0.1546887200462714,0.0,0.0
0.7,0.2481787876096786,0.13255631458542722,0.0,2.0128474020817792e-09,0.0049928284048547916,6.9382106484468095e-06,0.07158110336084787,0.0,4.567465798600619e-09,2.7237594968691036e-09,0.0,0.155945412263893,0.0,0.0
0.71,0.25419624723459455,0.13665589420679708,0.0,3.116829542967792e-09,0.006357385038756873,5.348915612453311e-06,0.0598034222500759,0.0,4.593646863683983e-09,1.8636076807556555e-09,0.0,0.157163239615432,0.0,0.0
0.72,0.25881148032640605,0.1397641442794296,0.0,4.170918914900116e-09,0.0073724285213657564,2.235402827179622e-06,0.05076528415977271,0.0,4.1168861647243375e-09,5.658476141827529e-10,0.0,0.1583418985927809,0.0,0.0
0.73,0.2620941727698124,0.14183188817700443,0.0,5.044712841067834e-09,0.007830814118545847,-1.739305957412402e-06,0.04458311081817635,0.0,3.055206665583846e-09,-1.142829891297874e-09,0.0,0.1594810954494123,0.0,0.0
0.74,0.2642523086696831,0.14289713361666426,0.0,5.592846097308455e-09,0.007531681699197073,-5.8117769862451145e-06,0.04103960165450396,0.0,1.3695773701046096e-09,-3.182956658243149e-09,0.0,0.1605805462735868,0.0,0.0
0.75,0.2656021761170137,0.14307556303810304,0.0,5.667115230034499e-09,0.00630479902710885,-9.187809499771806e-06,0.039638569709261016,0.0,-9.202341769819007e-10,-5.416952775887046e-09,0.0,0.1616399770591093,0.0,0.0
0.76,0.2665224935495901,0.14254389773239368,0.0,5.132170081383224e-09,0.004038268614771118,-1.111549395398935e-05,0.03969333353533011,0.0,-3.7220847813650294e-09,-7.648812670842856e-09,0.0,0.1626591237736173,0.0,0.0
0.77,0.2673987360721073,0.1415188196257026,0.0,3.8839873611556095e-09,0.0007075092958139594,-1.0959040248231527e-05,0.04043605756569953,0.0,-6.862271478547618e-09,-9.630193105165125e-09,0.0,0.1636377324243837,0.0,0.0
0.78,0.26856606458092847,0.14023501600741534,0.0,1.869821651247143e-09,-0.0035972480404940542,-8.27021255828619e-06,0.041131283699290117,0.0,-1.008293831435794e-08,-1.1073944438705643e-08,0.0,0.1645755591216162,0.0,0.0
0.79,0.2702607062553037,0.13892638138822794,0.0,-8.921847274056732e-10,-0.008648248185120548,-2.853418368863105e-06,0.04117450061321965,0.0,-1.30481297987458e-08,-1.167557949677233e-08,0.0,0.1654723701392409,0.0,0.0
0.8,0.2725887393915575,0.13781374373121394,0.0,-4.296001481187021e-09,-0.014065886281934817,5.180423363247175e-06,0.04015868597684472,0.0,-1.5360138315702107e-08,-1.1142425787445296e-08,0.0,0.1663279419731506,0.0,0.0
0.81,0.2755170780719643,0.13710023919298517,0.0,-8.135907011931638e-09,-0.019316351062766923,1.5376973788555105e-05,0.03790002457613551,0.0,-1.6587091839886147e-08,-9.229285645469132e-09,0.0,0.1671420613969077,0.0,0.0
0.82,0.2788856199021799,0.13697251075703648,0.0,-1.2102586306730442e-08,-0.023724383636858193,2.6924837761926002e-05,0.03442535329076267,0.0,-1.6301734307123298e-08,-5.778391116081855e-09,0.0,0.1679145255148839,0.0,0.0
0.83,0.28243519369848347,0.1376039479169232,0.0,-1.578968259717228e-08,-0.026503390690196763,3.8671548603169074e-05,0.0299321759167957,0.0,-1.4130095649935066e-08,-7.603699652021101e-10,0.0,0.1686451418128267,0.0,0.0
0.84,0.28584467988075135,0.13915604301437232,0.0,-1.8712879482160722e-08,-0.0268037472062476,4.917479212783555e-05,0.024734321360092765,0.0,-9.807301104423059e-09,5.688053815665701e-09,0.0,0.1693337282058373,0.0,0.0
0.85,0.28877149592677126,0.1417750876598367,0.0,-2.0342756171530525e-08,-0.023778255104362874,5.6792804932508574e-05,0.019204360135148108,0.0,-3.2362390861369973e-09,1.3234686247116037e-08,0.0,0.1699801130837506,0.0,0.0
0.86,0.2908910010703074,0.14558302052980085,0.0,-2.015146280225704e-08,-0.016661486516140488,5.9815142968852234e-05,0.013720723853589719,0.0,5.456658629954752e-09,2.1336310766873785e-08,0.0,0.1705841353539039,0.0,0.0
0.87,0.2919315669603449,0.15066282288861416,0.0,-1.767174113571448e-08,-0.004857304681029084,5.6631229416518227e-05,0.008624507124213343,0.0,1.5875491440029245e-08,2.9242390644451204e-08,0.0,0.1711456444812843,0.0,0.0
0.88,0.29170297794911393,0.15704028449136714,0.0,-1.256504986191382e-08,0.01197352783946107,4.5929400534656765e-05,0.004188457176262756,0.0,2.7326560916008133e-08,3.6022780176351506e-08,0.0,0.1716645005260453,0.0,0.0
0.89,0.29011650592367877,0.16466512082221813,0.0,-4.693673710609236e-09,0.03383574617497876,2.6913872587725516e-05,0.0005987062810386837,0.0,3.881550315543432e-08,4.0622808204447506e-08,0.0,0.172140574178383,0.0,0.0
0.9,0.28719551946070676,0.17339519269348092,0.0,5.810120252254997e-09,0.060343301532965826,-4.783932503563082e-07,-0.0020516256783080188,0.0,4.9077030357153705e-08,4.1946960965041325e-08,0.0,0.1725737467907624,0.0,0.0
0.91,0.28307592960347777,0.18298783418337936,0.0,1.8486348575724816e-08,0.09069571251836295,-3.538394968678311e-05,-0.003758769174773558,0.0,5.664272667032223e-08,3.8969545439088454e-08,0.0,0.1729639104074873,0.0,0.0
0.92,0.2779962560599175,0.1931019069941433,0.0,3.251047277968215e-08,0.12369665168647848,-7.58691085491801e-05,-0.004596901166040653,0.0,5.994957929548886e-08,3.086728490919856e-08,0.0,0.1733109677916047,0.0,0.0
0.93,0.2722777373702572,0.20331304738692166,0.0,4.668715056276881e-08,0.1578204840157335,-0.00011886494937378825,-0.0047014695892743765,0.0,5.7488122708849406e-08,1.716500951158766e-08,0.0,0.1736148324491385,0.0,0.0
0.94,0.2662958234559731,0.21314254987368395,0.0,5.948347572673818e-08,0.19132598152193067,-0.0001602090982565006,-0.004249601127882103,0.0,4.7984375234038345e-08,-2.118219588081972e-09,0.0,0.1738754286506456,0.0,0.0
0.95,0.2604456830142484,0.2220973581036766,0.0,6.910860878962592e-08,0.22240698748649235,-0.00019481817359515328,-0.003439651889840838,0.0,3.060443440935723e-08,-2.6338658080488868e-08,0.0,0.1740926914500892,0.0,0.0
0.96,0.25510599723887645,0.22971488485566044,0.0,7.364340151594057e-08,0.24935789796894706,-0.0002170068901760744,-0.002471567404147484,0.0,5.165095761926009e-09,-5.413178435799626e-08,0.0,0.174266566701025,0.0,0.0
0.97,0.250606650888621,0.23560320525379144,0.0,7.121903500875749e-08,0.2707218145939168,-0.00022095796440074278,-0.001529297318315409,0.0,-2.7671271220811736e-08,-8.337044710610582e-08,0.0,0.1743970110700952,0.0,0.0
0.98,0.24720548000921685,0.2394675301676915,0.0,6.023798679929747e-08,0.2853907908607202,-0.00020133142662201304,-0.0007661155953100423,0.0,-6.62434468208348e-08,-1.111964502262628e-07,0.0,0.1744839920478283,0.0,0.0
0.99,0.24507604472718958,0.24111965758659287,0.0,3.962415020096995e-08,0.29264690130760707,-0.0001539834597307832,-0.00029336492733835894,0.0,-1.0780785885192051e-07,-1.3414176687659017e-07,0.0,0.174527487956741,0.0,0.0
1.0,0.2443040362212456,0.2404752843836353,0.0,9.08215844064772e-09,0.2921599428266221,-7.674471364229368e-05,-0.00017289205104003958,0.0,-1.4855284004976834e-07,-1.483499673727528e-07,0.0,0.174527487956741,0.0,0.0
1.01,0.24488756408937246,0.23754848294438694,0.0,-3.066040632904316e-08,0.2839722411069378,2.981201036878349e-05,-0.0004132690281153447,0.0,-1.837352844995213e-07,-1.4990015959611053e-07,0.0,0.1744839920478283,0.0,0.0
1.02,0.24673771867115202,0.23245033837280651,0.0,-7.765939881390603e-08,0.26849356218552506,0.00016170248660997712,-0.000969790303449158,0.0,-2.0795736342645778e-07,-1.3522497668756948e-07,0.0,0.1743970110700952,0.0,0.0
1.03,0.24967929238852404,0.22539193872963117,0.0,-1.2864361991143272e-07,0.24650687691902007,0.00031106066809547016,-0.0017481719007861642,0.0,-2.155901490204936e-07,-1.0160143549917512e-07,0.0,0.174266566701025,0.0,0.0
1.04,0.2534550464117841,0.2166850907541593,0.0,-1.7902201206391066e-07,0.21916340772885884,0.00046597256717492805,-0.0026118270087672783,0.0,-2.0133652298078354e-07,-4.767971931531089e-08,0.0,0.1740926914500892,0.0,0.0
1.05,0.25773811122457846,0.2067317394678375,0.0,-2.230393089072464e-07,0.1879375997183857,0.0006107143701152106,-0.00339252012645586,0.0,-1.6090823894773668e-07,2.5998645548734892e-08,0.0,0.1738754286506456,0.0,0.0
1.06,0.2621548578661229,0.19599730077299934,0.0,-2.541026798306466e-07,0.15452663720364848,0.0007264767296541204,-0.0039040827181807724,0.0,-9.177259431031659e-08,1.1655358958630357e-07,0.0,0.1736148324491385,0.0,0.0
1.07,0.2663163550646071,0.18497106508436192,0.0,-2.652889731366543e-07,0.120705357697715,0.0007926252238493228,-0.003958688641897491,0.0,6.095509043394659e-09,2.1845896043445177e-07,0.0,0.1733109677916047,0.0,0.0
1.08,0.2698534393556759,0.1741224684369002,0.0,-2.5002468832314383e-07,0.08816613465781607,0.0007885008755119369,-0.0033849319117714265,0.0,1.295381596417213e-07,3.234462465403816e-07,0.0,0.1729639104074873,0.0,0.0
1.09,0.27245001058072976,0.1638623803405804,0.0,-2.0290952162303688e-07,0.05837474241527831,0.0006957057178694166,-0.0020466327670721567,0.0,2.7171122860782486e-07,4.206869196846323e-07,0.0,0.1725737467907624,0.0,0.0
1.1,0.27387049365987687,0.15451546493201476,0.0,-1.2063056962062275e-07,0.03246338902149647,0.0005007497715613119,0.0001390520690605785,0.0,4.21855411440201e-07,4.97307887836195e-07,0.0,0.172140574178383,0.0,0.0
1.11,0.27397901577296757,0.14630603247192572,0.0,-2.890017841899084e-09,0.01117046853398883,0.0001978624798290342,0.003185978011009373,0.0,5.654404995147228e-07,5.392721858529724e-07,0.0,0.1716645005260453,0.0,0.0
1.12,0.2727491039082714,0.13935692094367466,0.0,1.4675305605460693e-07,-0.005172619943546062,-0.00020829948561516086,0.007027850841857784,0.0,6.847669768638665e-07,5.326251022372555e-07,0.0,0.1711456444812843,0.0,0.0
1.13,0.2702635777320567,0.13369899826382212,0.0,3.202432545167891e-07,-0.016613535689900642,-0.0007003766002326896,0.01151370945441061,0.0,7.600808248596908e-07,4.650654244285962e-07,0.0,0.1705841353539039,0.0,0.0
1.14,0.26670489936458863,0.12928776796908079,0.0,5.047170773249382e-07,-0.023519635522471705,-0.0012468318124738056,0.016412109600181496,0.0,7.712154331206339e-07,3.2775457768597714e-07,0.0,0.1699801130837506,0.0,0.0
1.15,0.262336660234607,0.12602318622109737,0.0,6.826412810161383e-07,-0.026498501957681282,-0.001801655655301083,0.02142566473341249,0.0,6.997197262712149e-07,1.1722662646930267e-07,0.0,0.1693337282058372,0.0,0.0
1.16,0.2574772537677335,0.12376903332871586,0.0,8.325067626998549e-07,-0.026309634209083443,-0.0023056006838329743,0.026216825282620114,0.0,5.313666709641364e-07,-1.6278584589687105e-07,0.0,0.1686451418128267,0.0,0.0
1.17,0.25246721188655163,0.12236890183496099,0.0,9.301499456407199e-07,-0.023777342274301238,-0.002689218805168415,0.03044457106898313,0.0,2.5886571145393204e-07,-4.998352430268085e-07,0.0,0.1679145255148839,0.0,0.0
