time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_LU_RB5,Top_ECRB,Top_FCR,pos_flex,pos_dev,pos_pro
0.0,0.4018595713728431,0.24472546211543447,0.0,2.772135350715852e-10,-6.539305006037911e-07,-6.61843294721768e-08,0.002857604210043146,0.0,-8.527696996365596e-10,-9.776912442862505e-10,0.0,0.0,0.0
0.01,0.41471096422016673,0.24266219295916727,0.0,2.5904836559995297e-10,-8.11388813783408e-07,-6.049380544411828e-08,0.002697030356544643,0.0,-1.0178948161449637e-09,-1.1194345593265498e-09,0.0027552189965462,0.0,0.0
0.02,0.42641724998383634,0.24101226084790026,0.0,2.0725244005856945e-10,-9.210059158488099e-07,-4.65611769252722e-08,0.002456585127648401,0.0,-1.1143099127766313e-09,-1.1749236763118988e-09,0.0055097513347562,0.0,0.0
0.03,0.43639461770271587,0.2401092767578953,0.0,1.1855507101360726e-10,-9.57780142264098e-07,-2.372238672062853e-08,0.0020957073370526874,0.0,-1.1128812806300708e-09,-1.1148623930359254e-09,0.0082629105274234,0.0,0.0
0.04,0.4441875978718013,0.24019714662049893,0.0,-7.0951106396293394e-12,-8.980902631118945e-07,7.876024474735489e-09,0.0015680314580451547,0.0,-9.875227751499786e-10,-9.149241944464666e-10,0.0110140104295578,0.0,0.0
0.05,0.44946226691997787,0.24140831588147713,0.0,-1.6566093119234676e-10,-7.226880729188674e-07,4.707575863729635e-08,0.0008328670310428572,0.0,-7.189092250327226e-10,-5.597858894154039e-10,0.0137623654093879,0.0,0.0
0.06,0.45200077186062004,0.2437598514567476,0.0,-3.4836818662663453e-10,-4.200082146606106e-07,9.156396411199781e-08,-0.00013225084898428212,0.0,-2.984353230118717e-10,-4.724368963395607e-11,0.0165072905192344,0.0,0.0
0.07,0.4516994472457825,0.2471635275148768,0.0,-5.414090925931781e-10,1.0487110494229708e-08,1.3782030981178834e-07,-0.0013191428510830293,0.0,2.679536523771037e-10,6.080231028822077e-10,0.0192481016662133,0.0,0.0
0.08,0.44857116396529323,0.25144463180839605,0.0,-7.261249940277708e-10,5.552905036529213e-07,1.8118391156094147e-07,-0.0026780400386996624,0.0,9.565189310953847e-10,1.3715531483462208e-09,0.0219841157827265,0.0,0.0
0.09,0.4427508414991707,0.25636483215648326,0.0,-8.797766032787477e-10,1.1845815329756295e-06,2.1606482883365261e-07,-0.004109515594981624,0.0,1.7235908442178666e-09,2.1876226391592173e-09,0.0247146509966967,0.0,0.0
0.1,0.43450152662828007,0.26164573988103584,0.0,-9.769738521518617e-10,1.8511615877091303e-06,2.363154308441048e-07,-0.005460663098933318,0.0,2.5050707286264257e-09,2.9797282280993703e-09,0.0274390268015036,0.0,0.0
0.11,0.4242173573641304,0.2669910800550436,0.0,-9.917835517064016e-10,2.491032267594142e-06,2.357632866839206e-07,-0.006526741500990629,0.0,3.2180671546040957e-09,3.653506336406628e-09,0.030156564225581,0.0,0.0
0.12,0.4124193542445047,0.27210643910098986,0.0,-9.004626868694642e-10,3.025993945146649e-06,2.0888974642953088e-07,-0.007059230095298613,0.0,3.765057322367886e-09,4.1024182675636395e-09,0.0328665860016304,0.0,0.0
0.13,0.3997405611975461,0.2767163411119211,0.0,-6.84681723588923e-10,3.3685178944750846e-06,1.516179593127971e-07,-0.006780830248539591,0.0,4.040788978714385e-09,4.216311868560598e-09,0.0355684167354107,0.0,0.0
0.14,0.386898817034398,0.2805788637788169,0.0,-3.35011529304028e-10,3.428960948076341e-06,6.215220144721153e-08,-0.0054074275787259285,0.0,3.9418917296439976e-09,3.892680844520928e-09,0.0382613830740598,0.0,0.0
0.15,0.3746583739301661,0.2834981382834568,0.0,1.4564248489940877e-10,3.1249500845886146e-06,-5.821090214877867e-08,-0.0026764055858015936,0.0,3.3788574923947957e-09,3.0500953672113288e-09,0.040944813873909,0.0,0.0
0.16,0.36378471230505294,0.2853349520859335,0.0,7.390543990092419e-10,2.3924771593726807e-06,-2.0439685798440352e-07,0.0016200608688723178,0.0,2.289695552537001e-09,1.642895385415177e-09,0.0436180403677457,0.0,0.0
0.17,0.35499789710004415,0.286015444000412,0.0,1.409591698069365e-09,1.1979308085086797e-06,-3.6710330736066205e-07,0.007599133945504329,0.0,6.54195489459263e-10,-3.2414584663515116e-10,0.0462803963314842,0.0,0.0
0.18,0.3489271992076397,0.28553768158025666,0.0,2.1035020282797007e-09,-4.5001881817653914e-07,-5.326986834970635e-07,0.0152525831335573,0.0,-1.4926223811113234e-09,-2.7828238848539467e-09,0.048931218250203,0.0,0.0
0.19,0.3460659852189226,0.2839757021157898,0.0,2.750020215222912e-09,-2.4900413562443258e-06,-6.835742929722113e-07,0.024418165728962455,0.0,-4.04958018360511e-09,-5.5920605946201505e-09,0.0515698454835062,0.0,0.0
0.2,0.3467259023855307,0.28148024010959016,0.0,3.264660899596997e-09,-4.80082971573572e-06,-7.990323576747628e-07,0.03476267717711209,0.0,-6.842829234394569e-09,-8.534018959309866e-09,0.0541956204301694,0.0,0.0
0.21,0.3509943856757854,0.2782748870918364,0.0,3.5549175089277947e-09,-7.198479378614041e-06,-8.567551925179925e-07,0.04578187623880506,0.0,-9.625657296775764e-09,-1.1317697157032697e-08,0.0568078886920272,0.0,0.0
0.22,0.3587050653629461,0.274646124922227,0.0,3.5283803476024078e-09,-9.440114004474145e-06,-8.348482967192251e-07,0.05682138547345059,0.0,-1.2086333093146317e-08,-1.3591609082000708e-08,0.0594059992370635,0.0,0.0
0.23,0.36943135173965197,0.2709258676313617,0.0,3.1030214574321028e-09,-1.1235030301933068e-05,-7.143844861339626e-07,0.06712110781579324,0.0,-1.3865273058205341e-08,-1.4966580848968672e-08,0.0619893045616618,0.0,0.0
