time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_ECRB,Top_FCR,Top_ECU,pos_flex,pos_dev,pos_pro
0.0,0.3521448386861521,0.21405361480334328,0.0,-1.8407942062718597e-09,9.69538168652204e-08,-1.2407406341939309e-05,0.0019412942127177847,3.7088075109384884e-08,3.565725600946975e-08,-6.212846955331267e-10,0.0,0.0,0.0
0.01,0.3588753334491667,0.21024875972484708,0.0,-1.6393057816753063e-10,1.6887537918104245e-07,-1.1404151038686764e-05,0.0017910475938333033,3.630584252273347e-08,3.3933232695987357e-08,-7.984457508667485e-10,0.0027552189965462,0.0,0.0
0.02,0.3647428807723396,0.20680627067881124,0.0,1.980919030205455e-09,2.413408337745617e-07,-8.865760004207897e-06,0.0016030899044793437,3.1283292681335e-08,2.797967003700097e-08,-9.344873681061359e-10,0.0055097513347562,0.0,0.0
0.03,0.3693012594742735,0.2040003906919962,0.0,4.481172300675994e-09,3.0645130614281253e-07,-4.662262103440243e-06,0.001353109090849164,2.1440619143703266e-08,1.7323009077170785e-08,-1.0032773503076362e-09,0.0082629105274234,0.0,0.0
0.04,0.3722055708527254,0.20202874826909856,0.0,7.154593633964793e-09,3.550057110323177e-07,1.1863240765470872e-06,0.0010107979764366305,6.577599977681641e-09,1.8847826739120753e-09,-9.791399786440002e-10,0.0110140104295578,0.0,0.0
0.05,0.37320757611256744,0.2009949004013911,0.0,9.75084187431461e-09,3.771729185215441e-07,8.471980736540753e-06,0.0005476441673473854,-1.300235815083092e-08,-1.7903697495613892e-08,-8.398288476306001e-10,0.0137623654093879,0.0,0.0
0.06,0.3721513596089398,0.2009061165730804,0.0,1.1960993930016313e-08,3.634141605082414e-07,1.6771356845205138e-05,-5.4451133798522233e-05,-3.639081378896104e-08,-4.101248445658883e-08,-5.699164019552066e-10,0.0165072905192344,0.0,0.0
0.07,0.3689710265433993,0.20168305786077148,0.0,1.3436126408200942e-08,3.056203987982335e-07,2.5435007592866483e-05,-0.000794536550309276,-6.201285222217921e-08,-6.576676295708814e-08,-1.643356574100009e-10,0.0192481016662133,0.0,0.0
0.08,0.36369096600391887,0.2031767509197758,0.0,1.3815322063508279e-08,1.9839604912069528e-07,3.359884745181457e-05,-0.0016448579522408398,-8.762315590473833e-08,-8.98598055020437e-08,3.6827825816670265e-10,0.0219841157827265,0.0,0.0
0.09,0.35642797903512147,0.20518878086774398,0.0,1.2762519950337769e-08,4.038580548449796e-08,4.022250379753186e-05,-0.0025449337893395235,-1.1037544572269201e-07,-1.1043955542790088e-07,1.0028714000727988e-09,0.0247146509966967,0.0,0.0
