time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_ECRB,Top_FCR,pos_flex,pos_dev,pos_pro
0.0,0.05062779108016961,0.030529935702900222,0.0,-7.729393475394509e-13,-2.1537618719120392e-12,9.556190703690816e-10,0.0010375972080379694,4.856819512273942e-13,1.0538939973752795e-12,0.0,0.0,0.0
0.01,0.056758003406124836,0.03259973966978306,0.0,-6.656640584432641e-13,0.01351530745677889,0.011941822395063431,0.0010486054991468354,1.0134836650645991e-12,1.4660771517423846e-12,0.0027552189965462,0.0,0.0
0.02,0.0626046511590742,0.034723524747448796,0.0,-4.557153982238145e-13,0.025847721665513513,0.02283846595030976,0.001017680114763222,1.5703462557196756e-12,1.8260639451233675e-12,0.0055097513347562,0.0,0.0
0.03,0.0681253981168548,0.036962477199234116,0.0,-1.3886064119503876e-13,0.03598172829530435,0.03179264599988836,0.0009243605172070565,2.1022445804534115e-12,2.0798896993227897e-12,0.0082629105274234,0.0,0.0
0.04,0.07330045347263128,0.03936368460635349,0.0,2.7840009242321155e-13,0.04319737896573244,0.038168232334895774,0.000747313488559514,2.5434336771283275e-12,2.1709002062605642e-12,0.0110140104295578,0.0,0.0
0.05,0.0781227231533291,0.041955693259963026,0.0,7.766765637236198e-13,0.0471356328619484,0.04164798454440193,0.0004686107384593993,2.8206038286414616e-12,2.0453197868055503e-12,0.0137623654093879,0.0,0.0
0.06,0.08259189109370764,0.04474680267565352,0.0,1.3223834926963775e-12,0.047798933391145576,0.04223406154148886,7.839675157453027e-05,2.8589899477483502e-12,1.6589933166248226e-12,0.0165072905192344,0.0,0.0
0.07,0.0867120339916781,0.04772559839147571,0.0,1.867661479316136e-12,0.045501328939382794,0.04020394939351488,-0.0004204930195804967,2.5902812578504708e-12,9.848686467389895e-13,0.0192481016662133,0.0,0.0
0.08,0.0904918238713777,0.050863020457260676,0.0,2.351861356605708e-12,0.040788183285968685,0.03603951925875121,-0.0010084692723107992,1.9619360710498783e-12,2.0587353816322258e-14,0.0219841157827265,0.0,0.0
0.09,0.09394623069327072,0.05411536047294341,0.0,2.7048465513077723e-12,0.03434386222201898,0.03034546136703032,-0.0016462236183847955,9.47244473072e-13,-1.2046298105702036e-12,0.0247146509966967,0.0,0.0
0.1,0.09709865193123822,0.05742776797578213,0.0,2.852234486565679e-12,0.026901578541418555,0.02376962608796304,-0.00227340089251346,-4.447775833203988e-13,-2.6247563445955675e-12,0.0274390268015036,0.0,0.0
0.11,0.09998250936908608,0.06073802270335751,0.0,2.7225152632041986e-12,0.01916520436173076,0.01693393905983475,-0.0028093979810999113,-2.1608063920822473e-12,-4.134417485531437e-12,0.030156564225581,0.0,0.0
0.12,0.10264158547881203,0.06398046224101098,0.0,2.2557608829815536e-12,0.011748898313188485,0.01038105713142295,-0.0031566716522833604,-4.097245509052287e-12,-5.5900339709554726e-12,0.0328665860016304,0.0,0.0
0.13,0.10512875228136985,0.06709003256131423,0.0,1.4133847912262929e-12,0.0051370156255102,0.004538945811668682,-0.0032067728050383477,-6.098241806849404e-12,-6.815513870271291e-12,0.0355684167354107,0.0,0.0
0.14,0.10750330158554519,0.0700064448654465,0.0,1.8815001034818432e-13,-0.0003359249658936547,-0.00029682153088833287,-0.002849103954588731,-7.95897065664912e-12,-7.613080541597289e-12,0.0382613830740598,0.0,0.0
0.15,0.1098277903567965,0.07267837707813113,0.0,-1.3866185102678212e-12,-0.004487414125798449,-0.003964983612904757,-0.001982127071794219,-9.435238876348412e-12,-7.779412316148467e-12,0.040944813873909,0.0,0.0
0.16,0.11216588716933164,0.07506757163989224,0.0,-3.2298534923080596e-12,-0.0072747283049943295,-0.006427790743610782,-0.0005264237082775578,-1.0260033994787992e-11,-7.126726932046579e-12,0.0436180403677457,0.0,0.0
0.17,0.1145825078048431,0.07715259509227027,0.0,-5.2089390397434165e-12,-0.00877240382475626,-0.007751101453109154,0.0015613985468755347,-1.0167045832116418e-11,-5.507796362471028e-12,0.0462803963314842,0.0,0.0
0.18,0.11714616727544144,0.0789319752224865,0.0,-7.140606061433239e-12,-0.009143597539591649,-0.008079077439682395,0.004275444830982536,-8.920419337772676e-12,-2.8431692680710952e-12,0.048931218250203,0.0,0.0
0.19,0.11993165492990969,0.08042640608781053,0.0,-8.797691145515403e-12,-0.00860920191387784,-0.007606894366427548,0.007549860606193413,-6.3491070885918975e-12,8.518288769016775e-13,0.0515698454835062,0.0,0.0
0.2,0.1230202567059796,0.08167966783422072,0.0,-9.922581309128307e-12,-0.00741797224210173,-0.006554346961306903,0.01125293039868237,-2.3832415722193116e-12,5.4433750423376945e-12,0.0541956204301694,0.0,0.0
0.21,0.12649549364079735,0.08275783998756603,0.0,-1.0247645413318785e-11,-0.005820146419620038,-0.0051425400495597965,0.015188034234143994,2.9109688487399016e-12,1.0662220278570572e-11,0.0568078886920272,0.0,0.0
0.22,0.13043423575197485,0.08374634233460128,0.0,-9.522258088620718e-12,-0.004046201444018985,-0.003575118276227947,0.019103101102525864,9.302090267071883e-12,1.60972549639762e-11,0.0594059992370635,0.0,0.0
0.23,0.13489502982415796,0.08474438867264662,0.0,-7.545184423750504e-12,-0.002291584550167955,-0.0020247748686738933,0.022709438329483817,1.6374837246100874e-11,2.1203096733132677e-11,0.0619893045616618,0.0,0.0
