time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_ECRB,Top_FCR,pos_flex,pos_dev,pos_pro
0.0,0.40182833137145646,0.24473001876114509,0.0,2.5435355581126935e-10,-6.018127357466914e-07,-6.801907397049821e-08,0.0028984069777190135,-5.072710719312517e-10,-6.401764961692917e-10,0.0,0.0,0.0
0.01,0.4150092015878636,0.24281114841085272,0.0,2.380567455341172e-10,-7.77018212509157e-07,-6.17403495235818e-08,0.0027385216637686284,-7.222839435523039e-10,-8.249599778108305e-10,0.0027552189965462,0.0,0.0
0.02,0.42703498935318407,0.24130556441883416,0.0,1.90960719094406e-10,-9.12958479123333e-07,-4.692336159650714e-08,0.0024964430222338702,-9.147855315161563e-10,-9.677251149723389e-10,0.0055097513347562,0.0,0.0
0.03,0.43731742734983187,0.2405481496858114,0.0,1.1003253655879161e-10,-9.840099525449597e-07,-2.2922791184413216e-08,0.0021307957843137936,-1.057367015911925e-09,-1.0413521836754523e-09,0.0082629105274234,0.0,0.0
0.04,0.44539741817053835,0.24078394552509133,0.0,-4.818389737760433e-12,-9.648796427857695e-07,1.0060258751210553e-08,0.0015944636717701995,-1.120809562388274e-09,-1.0191224750959472e-09,0.0110140104295578,0.0,0.0
0.05,0.4509381132799851,0.24214628318984852,0.0,-1.4994100780266745e-10,-8.335017331265589e-07,5.077355194551158e-08,0.0008462334467434399,-1.076842552686284e-09,-8.777920415168581e-10,0.0137623654093879,0.0,0.0
0.06,0.4537193661205117,0.2446527793218861,0.0,-3.1734432339671717e-10,-5.743528485647386e-07,9.677078922769626e-08,-0.00013648181008278694,-9.01536392417849e-10,-6.011041658735195e-10,0.0165072905192344,0.0,0.0
0.07,0.45363585444417415,0.2482153610765745,0.0,-4.944204132916718e-10,-1.819302727861907e-07,1.4436289979358584e-07,-0.0013450606840183581,-5.791234565032003e-10,-1.834682969688451e-10,0.0192481016662133,0.0,0.0
0.08,0.45069951704666444,0.25265903594178085,0.0,-6.64105691042919e-10,3.359493131759488e-07,1.8869423374132306e-07,-0.002728594032368075,-1.059378293740838e-10,3.6655831585127066e-10,0.0219841157827265,0.0,0.0
0.09,0.4450452238280025,0.2577447456388745,0.0,-8.055800753490831e-10,9.554449221915098e-07,2.2396869976562986e-07,-0.004185732764854983,5.059316663950748e-10,1.0234257248860963e-09,0.0247146509966967,0.0,0.0
0.1,0.43693705243343567,0.2631929427290939,0.0,-8.955707250022891e-10,1.6350397517127699e-06,2.438409632784939e-07,-0.005560852206971975,1.2257575995071354e-09,1.7428697425727537e-09,0.0274390268015036,0.0,0.0
0.11,0.4267714470699613,0.268705803051956,0.0,-9.102777697570844e-10,2.3154089710122366e-06,2.4197355040503607e-07,-0.006645770250219503,2.0025856829204856e-09,2.461806192703009e-09,0.030156564225581,0.0,0.0
0.12,0.415073151197995,0.27398704815848846,0.0,-8.278750905731285e-10,2.9212290053432992e-06,2.1274251201533663e-07,-0.007187974442481997,2.76546599655782e-09,3.100286100160299e-09,0.0328665860016304,0.0,0.0
0.13,0.4024803871635119,0.27875913169549776,0.0,-6.314627709710694e-10,3.365248229153738e-06,1.5205315684408014e-07,-0.006905899105986278,3.4259660491400038e-09,3.5658475716050482e-09,0.0355684167354107,0.0,0.0
0.14,0.389717526926029,0.2827780005679723,0.0,-3.1226460500641944e-10,3.5547737402579117e-06,5.820481894016545e-08,-0.005511260887548354,3.883298751767358e-09,3.760424109847598e-09,0.0382613830740598,0.0,0.0
0.15,0.3775564570750144,0.2858457709601465,0.0,1.2721857808968447e-10,3.4005021531370846e-06,-6.727819029318548e-08,-0.0027378271918642883,4.032197421562121e-09,3.5897281498005266e-09,0.040944813873909,0.0,0.0
0.16,0.36677100233437004,0.28782152860524635,0.0,6.704616907248274e-10,2.8273427986868896e-06,-2.1895076407314538e-07,0.0016247833978244965,3.773400410021687e-09,2.974732033211381e-09,0.0436180403677457,0.0,0.0
0.17,0.35808978122427537,0.28863022808885835,0.0,1.2849881776728277e-09,1.7865662169459317e-06,-3.8699980972581587e-07,0.007694714287384676,3.0262813864764135e-09,1.864534458772827e-09,0.0462803963314842,0.0,0.0
0.18,0.35215023469113804,0.28826946279169857,0.0,1.921696723464701e-09,2.682847610927131e-07,-5.571620202716208e-07,0.015462677276836272,1.742798655706031e-09,2.4955566464240666e-10,0.048931218250203,0.0,0.0
0.19,0.34945283152616874,0.28681366551807397,0.0,2.5158529617324563e-09,-1.6870311407153638e-06,-7.111136309424571e-07,0.024762993043119904,-7.843126954945765e-11,-1.826315345342632e-09,0.0515698454835062,0.0,0.0
0.2,0.35031449589227037,0.2844149384927482,0.0,2.990082697288083e-09,-3.97953821176304e-06,-8.274154928610181e-07,0.035256502551145916,-2.379464891741907e-09,-4.256251152371479e-09,0.0541956204301694,0.0,0.0
0.21,0.35482536142410076,0.281299231869352,0.0,3.2595712162097048e-09,-6.4451787950004845e-06,-8.830574998092938e-07,0.0464306244661888,-5.033550983423836e-09,-6.865463334482555e-09,0.0568078886920272,0.0,0.0
0.22,0.3628185660140053,0.27775628578259726,0.0,3.2394832235192547e-09,-8.856669439956578e-06,-8.555916785596414e-07,0.05762071172326689,-7.840745509842226e-09,-9.412377363525874e-09,0.0594059992370635,0.0,0.0
0.23,0.37386350500228266,0.2741219517125557,0.0,2.8543753247269704e-09,-1.0931773679682178e-05,-7.257750354119182e-07,0.06805527507257708,-1.0530475846434649e-08,-1.1597536915015818e-08,0.0619893045616618,0.0,0.0
0.24,0.38728745366784945,0.2707523383343012,0.0,2.0490905858050502e-09,-1.234989444066897e-05,-4.805654955091744e-07,0.07692556827526749,-1.2772633642228232e-08,-1.3081322347656196e-08,0.064557160851977,0.0,0.0
