time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_LU_RB5,Top_ECRB,Top_FCR,pos_flex,pos_dev,pos_pro
0.0,0.4765166309599819,0.2906491733044185,0.0,5.945779062600648e-10,-6.767180022322926e-07,-6.19843360675416e-08,0.0033357074374704134,0.0,-1.3188286534090074e-09,-1.724342123667363e-09,0.0,0.0,0.0
0.01,0.49067601290255375,0.28788670673624833,0.0,7.743058791627483e-10,-8.415674585038753e-07,-5.6733784692404907e-08,0.0031633291841802703,0.0,-1.178914331516007e-09,-1.7625453650617422e-09,0.0027552189965462,0.0,0.0
0.02,0.5035202760459646,0.2856144088044997,0.0,9.162828340012394e-10,-9.572079529962124e-07,-4.377656246000051e-08,0.0028996462135312687,0.0,-8.705932802039585e-10,-1.61532669121652e-09,0.0055097513347562,0.0,0.0
0.03,0.5143982035131641,0.28422450016027756,0.0,9.946211772059087e-10,-9.976022599051534e-07,-2.2483947336984684e-08,0.0024960323532486686,0.0,-3.8292185844564447e-10,-1.2492936540138884e-09,0.0082629105274234,0.0,0.0
0.04,0.5228114690498453,0.28400290274635337,0.0,9.83554303262109e-10,-9.380826221661255e-07,7.016070802598767e-09,0.0018966856006098177,0.0,2.7806839492227856e-10,-6.463886145569284e-10,0.0110140104295578,0.0,0.0
0.05,0.5284039565536341,0.2851037530326185,0.0,8.603295307671412e-10,-7.584565802496417e-07,4.3650025220726815e-08,0.001052091911421227,0.0,1.0854870798337834e-09,1.899933107069604e-10,0.0137623654093879,0.0,0.0
0.06,0.5309517457461413,0.2875450664618617,0.0,6.08542423099964e-10,-4.4644905550551905e-07,8.526453694628922e-08,-6.620444335721472e-05,0.0,1.988975178342663e-09,1.2296268602161217e-09,0.0165072905192344,0.0,0.0
0.07,0.5303566078938902,0.2912209952390302,0.0,2.2166072677294052e-10,-1.1887586848175372e-09,1.2857570624705774e-07,-0.0014509264531095023,0.0,2.9140006515840325e-09,2.411615405894992e-09,0.0192481016662133,0.0,0.0
0.08,0.5266440794699631,0.2959243978676249,0.0,-2.936024216534521e-10,5.63636231069317e-07,1.6923043423275806e-07,-0.003046056592984292,0.0,3.763648665104475e-09,3.642924382192094e-09,0.0219841157827265,0.0,0.0
0.09,0.5199653144272296,0.3013741710837823,0.0,-9.144809280056929e-10,1.2173927725910998e-06,2.020028901204926e-07,-0.004737146675764349,0.0,4.423376837699698e-09,4.800089132557376e-09,0.0247146509966967,0.0,0.0
0.1,0.5106002401638908,0.3072433273507511,0.0,-1.6003772169264692e-09,1.911358209802934e-06,2.2114056360998258e-07,-0.006346564417550633,0.0,4.769002921072847e-09,5.73475905446053e-09,0.0274390268015036,0.0,0.0
0.11,0.4989583513930583,0.31318530744652673,0.0,-2.2925862170816542e-09,2.5792771506648683e-06,2.2086160871524832e-07,-0.007635129573372739,0.0,4.677905195865477e-09,6.283491574024167e-09,0.030156564225581,0.0,0.0
0.12,0.48557306040912884,0.3188572760542722,0.0,-2.9159555167527005e-09,3.1400139905433637e-06,1.9598884745279332e-07,-0.008311276331828727,0.0,4.043053921429281e-09,6.281848607873513e-09,0.0328665860016304,0.0,0.0
0.13,0.47108615652530583,0.32394007975754646,0.0,-3.3828167287877306e-09,3.5025688538100343e-06,1.4268670582127923e-07,-0.008048408991468305,0.0,2.789075513043805e-09,5.5823846530035145e-09,0.0355684167354107,0.0,0.0
0.14,0.45622085818797475,0.3281551030625644,0.0,-3.5993608331809644e-09,3.573534050745127e-06,5.924688067855329e-08,-0.006510509011978759,0.0,8.891113207173915e-10,4.075573410569779e-09,0.0382613830740598,0.0,0.0
0.15,0.44174515827482047,0.3312784335892031,0.0,-3.474405288881591e-09,3.2668178925089667e-06,-5.3151412252491425e-08,-0.00338532202064045,0.0,-1.6191874331271009e-09,1.712137978152078e-09,0.040944813873909,0.0,0.0
0.16,0.4284305250240105,0.3331526206593251,0.0,-2.930221179917282e-09,2.515164549686409e-06,-1.897978264224755e-07,0.0015764445127817695,0.0,-4.6205359464743765e-09,-1.475317897990016e-09,0.0436180403677457,0.0,0.0
0.17,0.41701181405173554,0.3336960624361268,0.0,-1.914770984256158e-09,1.2826728306101421e-06,-3.4202664464051737e-07,0.008518697622369321,0.0,-7.913990444924838e-09,-5.353966384676981e-09,0.0462803963314842,0.0,0.0
0.18,0.40815076587946925,0.3329098415860682,0.0,-4.143767608820041e-10,-4.228079530435933e-07,-4.971178509104037e-07,0.017438651011285302,0.0,-1.121227957055072e-08,-9.678618231339475e-09,0.048931218250203,0.0,0.0
0.19,0.4024006751504652,0.3308816013091618,0.0,1.5344721538520674e-09,-2.5388141312172087e-06,-6.386217551894848e-07,0.028152455329919304,0.0,-1.415054009699343e-08,-1.4088803646701054e-08,0.0515698454835062,0.0,0.0
0.2,0.40016941370218345,0.3277856476718813,0.0,3.835713584129643e-09,-4.940552816461507e-06,-7.471847429338095e-07,0.04027430776257164,0.0,-1.6306009708231293e-08,-1.8117868060592232e-08,0.0541956204301694,0.0,0.0
0.21,0.40168346428934526,0.3238779149048553,0.0,6.32839757405994e-09,-7.43803716611294e-06,-8.019188960531918e-07,0.05321519956373289,0.0,-1.7229429671184344e-08,-2.121629577112811e-08,0.0568078886920272,0.0,0.0
0.22,0.406961888448409,0.3194840740662319,0.0,8.787149339878147e-09,-9.779690748694457e-06,-7.823093199209126e-07,0.06620620124890778,0.0,-1.648781218940043e-08,-2.2790488562603814e-08,0.0594059992370635,0.0,0.0
0.23,0.415809983942265,0.31497927978982276,0.0,1.0929908531589741e-08,-1.166375609065182e-05,-6.705916638313649e-07,0.07834938852000461,0.0,-1.3716872976575233e-08,-2.225683978636626e-08,0.0619893045616618,0.0,0.0
0.24,0.42783633513100067,0.31075897578227596,0.0,1.2434037362336709e-08,-1.2758334206118394e-05,-4.5446201472037194e-07,0.08869714634526167,0.0,-8.679900754345255e-09,-1.9109203584018025e-08,0.064557160851977,0.0,0.0
0.25,0.44248784437658245,0.30720169777909084,0.0,1.296125415101196e-08,-1.273014551637702e-05,-1.299074778232196e-07,0.09635723772191335,0.0,-1.3282548530394153e-09,-1.2995862143368302e-08,0.0671089281443874,0.0,0.0
0.26,0.4590909992066614,0.30462668803598847,0.0,1.2190991528944918e-08,-1.1281158608486534e-05,2.961244210127275e-07,0.10061618339901629,0.0,8.142788526091046e-09,-3.799994125598673e-09,0.0696439704849866,0.0,0.0
0.27,0.4768881973340688,0.3032511790998305,0.0,9.860735802784685e-09,-8.19113088322061e-06,8.035570884764514e-07,0.10106689838891442,0.0,1.9250288802010317e-08,8.284349826483126e-09,0.0721616560880771,0.0,0.0
0.28,0.49506511924428387,0.30315424276926184,0.0,5.810741757782308e-09,-3.362924184799852e-06,1.357892043265445e-06,0.09771877513552446,0.0,3.120009415776334e-08,2.269040407189516e-08,0.0746613574936239,0.0,0.0
0.29,0.5127741632615295,0.30425540960653286,0.0,2.9332511179724736e-11,3.133690978884546e-06,1.910170368478107e-06,0.09106266565438176,0.0,4.28915278406516e-08,3.844163373343986e-08,0.0771424517236315,0.0,0.0
0.3,0.529163563326151,0.30631517186058005,0.0,-7.306087625082996e-09,1.1025010974555214e-05,2.398529151431407e-06,0.08206583722783041,0.0,5.2957360382909236e-08,5.415023194427546e-08,0.0796043204374023,0.0,0.0
0.31,0.543418710017585,0.30895987710082284,0.0,-1.5798010225794926e-08,1.9809083173270306e-05,2.751607947922924e-06,0.07208696520346852,0.0,5.984409500736889e-08,6.806087142618137e-08,0.0820463500856406,0.0,0.0
0.32,0.5548142988361046,0.31172713000025676,0.0,-2.481391340671948e-08,2.8750206961902854e-05,2.89392333612189e-06,0.06272272222012686,0.0,6.193446657814607e-08,7.814699193735851e-08,0.0844679320633616,0.0,0.0
0.33,0.5627696311148278,0.31412321432454593,0.0,-3.3493443378325744e-08,3.6897909409000297e-05,2.7531428062924072e-06,0.05561338194382342,0.0,5.77098778497162e-08,8.226302598665475e-08,0.0868684628615688,0.0,0.0
0.34,0.5668979882938658,0.3156829753738423,0.0,-4.0782815107145386e-08,4.313485390044237e-05,2.268959935598321e-06,0.05223906035696112,0.0,4.594545256255392e-08,7.835066784580646e-08,0.0892473442176609,0.0,0.0
0.35,0.5670428649828041,0.3160239536437445,0.0,-4.549991410552304e-08,4.62561239328223e-05,1.4030150838298902e-06,0.05373439827958756,0.0,2.592480039584901e-08,6.469078297730743e-08,0.0916039832645315,0.0,0.0
0.36,0.5632962878336085,0.31488860578189415,0.0,-4.643110706727413e-08,4.507949621910119e-05,1.490407039400699e-07,0.060743351593379666,0.0,-2.344061048124171e-09,4.0185234302849246e-08,0.0939377926783239,0.0,0.0
0.37,0.5559964177900136,0.31217042656966826,0.0,-4.245751920620294e-08,3.8582773497897254e-05,-1.4578347670078946e-06,0.07332975194926185,0.0,-3.793528748535934e-08,4.645362960992273e-09,0.0962481908248045,0.0,0.0
0.38,0.5457032564887812,0.30792163283077456,0.0,-3.270466349159491e-08,2.606018937483697e-05,-3.3338830042501086e-06,0.09095352952329172,0.0,-7.886180089616877e-08,-4.0943117235738665e-08,0.0985346019043186,0.0,0.0
0.39,0.5331529184719408,0.30234189024467634,0.0,-1.67050743788617e-08,7.285637716213812e-06,-5.343034903581374e-06,0.11251650463123646,0.0,-1.2201122923223825e-07,-9.421454552238186e-08,0.1007964560952911,0.0,0.0
