time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_ECRB,Top_FCR,Top_ECU,pos_flex,pos_dev,pos_pro
0.0,3.7190714559061076e-19,4.595816599909934e-08,0.0,1.5588212286188077e-13,1.959574236393233,-2.8408333689726326e-06,0.7572378752009866,9.910103129963376e-21,4.6248829020367325e-08,-6.090352686680745e-17,0.0,0.0,0.0
0.01,2.911520071303345e-19,5.021549529093893e-08,0.0,2.668235800966387e-13,1.9589398996475333,-4.556544652248847e-06,0.7514716592357961,1.0339634993375301e-19,5.9217142716848806e-08,-6.610690805745614e-17,0.0,0.0055104379930924,0.0
0.02,1.5641353761351788e-19,5.004009321276092e-08,0.0,3.77895375076902e-13,1.9580593448003478,-6.2266183148448315e-06,0.7457734592043134,2.1047996819806032e-19,6.908996399919155e-08,-6.536713106090384e-17,0.0,0.0110195026695125,0.0
0.03,-3.183026873606709e-20,4.426243506880718e-08,0.0,4.768055176734058e-13,1.9569657176759154,-7.65340960557506e-06,0.7401503191242554,3.2292029496344473e-19,7.394095251547222e-08,-5.717218165370392e-17,0.0,0.0165258210548468,0.0
0.04,-2.6703330233066755e-19,3.2021228351045816e-08,0.0,5.493148403221229e-13,1.955725009631669,-8.61326733585593e-06,0.7346069558259792,4.296715883188526e-19,7.188456272868258e-08,-4.0432113165832753e-17,0.0,0.0220280208591157,0.0
0.05,-5.356803973942164e-19,1.2941706748727081e-08,0.0,5.80295400970946e-13,1.954437544218007,-8.874386810341156e-06,0.7291464708796439,5.173568621747434e-19,6.129631046152077e-08,-1.4713258763025722e-17,0.0,0.0275247308187759,0.0
0.06,-8.16918401405075e-19,-1.269226359288052e-08,0.0,5.55171505406773e-13,1.9532360116960463,-8.220356630659348e-06,0.7237708482554411,5.711276217188022e-19,4.106314004597067e-08,1.9537590217696282e-17,0.0,0.0330145810384688,0.0
0.07,-1.0829029134545484e-18,-4.379303171317642e-08,0.0,4.616859942354479e-13,1.9522793171305688,-6.47831259280399e-06,0.7184812425513152,5.759175665207473e-19,1.0844171456116481e-08,6.080661848625068e-17,0.0,0.0384962033324266,0.0
0.08,-1.300014163072457e-18,-7.837430736399905e-08,0.0,2.918829388463571e-13,1.9517417634357326,-3.5498089322497867e-06,0.7132780828309636,5.180567556919953e-19,-2.868433521948722e-08,1.0639483405938223e-16,0.0,0.0439682315654531,0.0
0.09,-1.4310401791856313e-18,-1.1353062617223116e-07,0.0,4.4144660216705697e-14,1.951797463716133,5.582913863191875e-07,0.7081610322762016,3.8716372551399976e-19,-7.563122613381564e-08,1.5239979581979028e-16,0.0,0.0494293019933934,0.0
0.1,-1.4383443418332977e-18,-1.455133489639722e-07,0.0,-2.749285298698924e-13,1.952600356321284,5.706331523326941e-06,0.7031288540585574,1.7818006136894006e-19,-1.267745279336748e-07,1.9382604090821542e-16,0.0,0.0548780536030072,0.0
0.11,-1.2879297126508389e-18,-1.6992065165426853e-07,0.0,-6.4904676542815e-13,1.9542607550138715,1.1601745405973518e-05,0.6981792391219723,-1.0664023361837815e-19,-1.7756216822037054e-07,2.248464741515832e-16,0.0,0.060313128451162,0.0
0.12,-9.541894859880032e-19,-1.8201098978160957e-07,0.0,-1.0514401132601966e-12,1.9568199632328582,1.779052208748117e-05,0.6933086519953925,-4.560195481968878e-19,-2.222605503953502e-07,2.392261940772158e-16,0.0,0.0657331720032609,0.0
0.13,-4.2500022765861245e-19,-1.7713835813898713e-07,0.0,-1.4450195366477224e-12,1.9602250576424343,2.3664303469776566e-05,0.6885122464792424,-8.484882349996155e-19,-2.5427414800104373e-07,2.3090527497575037e-16,0.0,0.0711368334708214,0.0
0.14,2.9331557893351535e-19,-1.5129369434793687e-07,0.0,-1.7837266354090972e-12,1.9643064307412743,2.8486520815977555e-05,0.6837838944138283,-1.252034243971259e-18,-2.666465115214916e-07,1.9471844435879006e-16,0.0,0.0765227661481197,0.0
0.15,1.1717436528822912e-18,-1.017207935110189e-07,0.0,-2.0152411279916825e-12,1.9687609953185943,3.143977533445104e-05,0.6791163581322635,-1.6248291428320404e-18,-2.527357287972719e-07,1.2720848033960642e-16,0.0,0.0818896277478181,0.0
0.16,2.1557122912921512e-18,-2.755834430047638e-08,0.0,-2.08510964830965e-12,1.9731440133109652,3.169490123730737e-05,0.6745016208846042,-1.917238645941127e-18,-2.0703614663936403e-07,2.7468168124811872e-17,0.0,0.0872360807354914,0.0
