time,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_LU_RB5,Top_ECRB,Top_FCR,Top_RI5,Top_ECU,pos_flex,pos_dev,pos_pro
0.17,1.977107022462549e-08,0.0,-1.766479007894709e-13,0.5904069002174952,-8.19352104339069e-15,0.4593504634466672,0.0,-1.7101241931498787e-20,5.735499383329261e-13,0.0,8.243210567043992e-17,0.0,0.0925607926629685,0.0
0.18,1.602870210962778e-08,0.0,-1.3482941597711053e-13,0.5964968519034568,-8.968849786677159e-15,0.4694034098090421,0.0,-9.163945295101969e-21,3.2084916479278006e-12,0.0,2.119091272328524e-15,0.0,0.0978624365004061,0.0
0.19,9.50308538161882e-09,0.0,-6.682328298461448e-14,0.6013329745631742,-8.956467815652886e-15,0.46929097358930016,0.0,1.9197188891952567e-21,6.19401588550308e-12,0.0,4.4667948343499085e-15,0.0,0.1031396909670125,0.0
0.2,1.7210806881576028e-10,0.0,2.684465810311541e-14,0.6049729092366121,-7.946461097648783e-15,0.4592873611437043,0.0,1.5763250164030732e-20,9.292721449116675e-12,0.0,6.948343978266415e-15,0.0,0.1083912408603388,0.0
0.21,-1.1680835428072407e-08,0.0,1.4265865246260294e-13,0.6074843649491065,-5.783361548974737e-15,0.4403904557691963,0.0,3.1570089548990006e-20,1.2190963878291953e-11,0.0,9.324150747948268e-15,0.0,0.1136157773840545,0.0
0.22,-2.541635905245082e-08,0.0,2.737013763168841e-13,0.6089498188832754,-2.3980104499891062e-15,0.4142326767001996,0.0,4.81120591415173e-20,1.4513223913745855e-11,0.0,1.1302101217871827e-14,0.0,0.118811998474127,0.0
0.23,-4.001457854145425e-08,0.0,4.095094850439346e-13,0.6094694616795491,2.1616130226178825e-15,0.3829214991320618,0.0,6.374993477976708e-20,1.584719906619937e-11,0.0,1.2555895455319025e-14,0.0,0.1239786091233236,0.0
0.24,-5.408627251433313e-08,0.0,5.362840700591211e-13,0.6091614791655267,7.704298167999255e-15,0.34882786191252424,0.0,7.650516929368071e-20,1.5779709023090342e-11,0.0,1.2752101997640359e-14,0.0,0.1291143217039541,0.0
0.25,-6.592803932468225e-08,0.0,6.375278573141022e-13,0.6081590236347889,1.3878410874771097e-14,0.3143527940224124,0.0,8.418852416315887e-20,1.3942329458599045e-11,0.0,1.1585260893190293e-14,0.0,0.1342178562887749,0.0
0.26,-7.362712746904917e-08,0.0,6.951528742013711e-13,0.6066036458055942,2.0167899760840323e-14,0.28170773439638797,0.0,8.45865941343762e-20,1.0064297664893052e-11,0.0,8.819297213167522e-15,0.0,0.1392879409699733,0.0
0.27,-7.52176257890255e-08,0.0,6.910618121591975e-13,0.6046355431230869,2.5905483841269857e-14,0.2527378937342682,0.0,7.570104643785941e-20,4.028767208205343e-12,0.0,4.332340173018467e-15,0.0,0.1443233121761542,0.0
0.28,-6.888445029079495e-08,0.0,6.091545910522018e-13,0.6023817319083971,3.0306166315916144e-14,0.22880538726267913,0.0,5.602815513619693e-20,-4.072935195621662e-12,0.0,-1.8391142467046835e-15,0.0,0.1493227149872479,0.0
