time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_LU_RB5,Top_ECRB,Top_FCR,Top_RI5,Top_ECU,pos_flex,pos_dev,pos_pro
0.0,3.4014939105876924e-24,-1.2783139500161192e-09,0.0,1.5519973191756288e-14,0.2534463146695598,5.521691249121988e-08,0.03275817797993244,0.0,3.7330838982801554e-16,1.1952639233343104e-12,0.0,1.7710089764667777e-15,0.0,0.0,0.0
0.01,3.696779586599355e-24,-2.2447551258655367e-09,0.0,2.5469668379952158e-14,0.27950612922620355,1.0802373912574976e-07,0.03558260215966996,0.0,2.493669581823718e-16,1.2792589865860431e-12,0.0,1.8349929943036414e-15,0.0,0.0055104379930924,0.0
0.02,3.660871606566276e-24,-3.2212242119741605e-09,0.0,3.525980174324561e-14,0.30515935937164135,1.630027358248674e-07,0.039028011165459425,0.0,6.449705565832898e-17,1.2437670358603899e-12,0.0,1.7124275228375348e-15,0.0,0.0110195026695125,0.0
0.03,3.2089198159879333e-24,-4.102008156214687e-09,0.0,4.376123779402177e-14,0.3301120845056661,2.1463304552883797e-07,0.04412102822813068,0.0,-1.7712087898075803e-16,1.0606780654810385e-12,0.0,1.366880784683403e-15,0.0,0.0165258210548468,0.0
0.04,2.2795017597811332e-24,-4.763660863057421e-09,0.0,4.9685007308667354e-14,0.35410498976757493,2.562846998188178e-07,0.05190416584515969,0.0,-4.638851920645798e-16,7.107275917795157e-13,0.0,7.769031579787015e-16,0.0,0.0220280208591157,0.0
0.05,8.477255454247824e-25,-5.0739510228119974e-09,0.0,5.168252074523258e-14,0.3769217716451621,2.8065714747009365e-07,0.06333866292331337,0.0,-7.760703725548617e-16,1.8800794772455513e-13,0.0,-5.757290877230222e-17,0.0,0.0275247308187759,0.0
0.06,-1.0622081421770094e-24,-4.904185319937938e-09,0.0,4.847928850460561e-14,0.3983941835892599,2.804098549049222e-07,0.07920382773245677,0.0,-1.085837810079588e-15,-4.957931611616453e-13,0.0,-1.1094900582866081e-15,0.0,0.0330145810384688,0.0
0.07,-3.366524520337487e-24,-4.144444339847188e-09,0.0,3.9036289260062635e-14,0.41840346669573486,2.489664920314734e-07,0.10000089599668237,0.0,-1.3581501154547509e-15,-1.3079705405148803e-12,0.0,-2.3203940529489134e-15,0.0,0.0384962033324266,0.0
0.08,-5.915195343784059e-24,-2.7208210346118818e-09,0.0,2.2728485697892595e-14,0.4368783148700041,1.8144998768927563e-07,0.12587056634669566,0.0,-1.5527298639574899e-15,-2.1927947317929198e-12,0.0,-3.5985014560664746e-15,0.0,0.0439682315654531,0.0
0.09,-8.490823062904154e-24,-6.132851657695277e-10,0.0,-4.747342365491005e-16,0.45378987110472385,7.567975270761355e-08,0.15653384163664258,0.0,-1.627125458000775e-15,-3.071522998987761e-12,0.0,-4.81994905053141e-15,0.0,0.0494293019933934,0.0
0.1,-1.0814704691033765e-23,2.127641592756875e-09,0.0,-2.98467102297306e-14,0.4691445094025648,-6.686296098363103e-08,0.1912651545678335,0.0,-1.5408407160460074e-15,-3.844968084503928e-12,0.0,-5.833939731863518e-15,0.0,0.0548780536030072,0.0
0.11,-1.2561328021955607e-23,5.367570098592945e-09,0.0,-6.378105913444067e-14,0.48297531143275535,-2.4021728157257156e-07,0.2289045176595384,0.0,-1.2603550654722921e-15,-4.399025636999122e-12,0.0,-6.472258759745479e-15,0.0,0.060313128451162,0.0
0.12,-1.338195271773595e-23,8.880667095409687e-09,0.0,-9.973405353805229e-14,0.49533319755747296,-4.3340289039296024e-07,0.26791134361350777,0.0,-7.647159097959113e-16,-4.613340291258438e-12,0.0,-6.5632761867300054e-15,0.0,0.0657331720032609,0.0
