time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_LU_RB5,Top_FCR,Top_ECU,pos_flex,pos_dev,pos_pro
0.0,-1.1602208400126483e-19,-8.713758420111828e-09,0.0,1.4909798909168446e-13,1.9402774755141765,1.4656020446135498e-09,0.7128549120203775,0.0,-5.991819877846454e-09,1.6128513286471383e-17,0.0,0.0,0.0
0.01,-1.1847658950050198e-19,-1.1094295045333512e-08,0.0,2.5481003195630775e-13,1.9398822885866842,2.867235181073668e-09,0.7096485769765734,0.0,-9.934558635815138e-09,1.3756577645037557e-17,0.0,0.0055104379930924,0.0
0.02,-1.0843677504501316e-19,-1.288173125163578e-08,0.0,3.6058358308921727e-13,1.9392817315413655,4.3265235966669584e-09,0.7064793488769828,0.0,-1.3831976683181656e-08,9.221226400216864e-18,0.0,0.0110195026695125,0.0
0.03,-8.366584513712231e-20,-1.3718546501869231e-08,0.0,4.5469626921970776e-13,1.938488495989586,5.696929132932049e-09,0.7033526156732423,0.0,-1.723924518505778e-08,2.445656556537106e-18,0.0,0.0165258210548468,0.0
0.04,-4.2962402680153495e-20,-1.3256855400050128e-08,0.0,5.235757397020114e-13,1.9375403180330963,6.802474865287307e-09,0.7002726433820422,0.0,-1.9646632337705854e-08,-6.418837665754e-18,0.0,0.0220280208591157,0.0
0.05,1.3428451563050701e-20,-1.11996126825099e-08,0.0,5.528101166874829e-13,1.936502520507733,7.4493848091080655e-09,0.6972429207455904,0.0,-2.0518682311686536e-08,-1.694847798130021e-17,0.0,0.0275247308187759,0.0
0.06,8.345433295583536e-20,-7.3472266503917675e-09,0.0,5.285227334657832e-13,1.9354681494876085,7.442821723685387e-09,0.6942663608858599,0.0,-1.9346758967611843e-08,-2.84209591069966e-17,0.0,0.0330145810384688,0.0
0.07,1.6299864876438847e-19,-1.6458569597233991e-09,0.0,4.39056248054148e-13,1.934555026087571,6.608232333539881e-09,0.6913453633747095,0.0,-1.571270604608713e-08,-3.9815561317345065e-17,0.0,0.0384962033324266,0.0
0.08,2.4578391718021036e-19,5.767513219492855e-09,0.0,2.7686213731630685e-13,1.933899186111977,4.81616617764261e-09,0.688481755393609,0.0,-9.359538372635682e-09,-4.984642171134318e-17,0.0,0.0439682315654531,0.0
0.09,3.234890448844788e-19,1.4529099582165175e-08,0.0,4.044087480976086e-14,1.9336444274996565,2.008744554064358e-09,0.6856766429609745,0.0,-2.632022215187351e-10,-5.703416477879778e-17,0.0,0.0494293019933934,0.0
0.1,3.8612493393350214e-19,2.4027867104754698e-08,0.0,-2.638690324684971e-13,1.933928026085159,-1.7747162863726907e-09,0.6829302121690602,0.0,1.1302274866493416e-08,-5.981822935113435e-17,0.0,0.0548780536030072,0.0
0.11,4.226960119080446e-19,3.340704381779676e-08,0.0,-6.204923321405469e-13,1.9348630999424474,-6.375999116680231e-09,0.6802415256392972,0.0,2.4715250583415264e-08,-5.67083379862278e-17,0.0,0.060313128451162,0.0
0.12,4.221509390159435e-19,4.159332114076296e-08,0.0,-1.0038686349255385e-12,1.9365185747726292,-1.1503657285156297e-08,0.6776083606757345,0.0,3.898223842291687e-08,-4.646879261598687e-17,0.0,0.0657331720032609,0.0
0.13,3.745945155590373e-19,4.735792550091383e-08,0.0,-1.3786118513287931e-12,1.938898187567202,-1.6729633412462175e-08,0.6750271326987942,0.0,5.2748459494330533e-08,-2.8323941878886763e-17,0.0,0.0711368334708214,0.0
0.14,2.726963117857293e-19,4.941133023583644e-08,0.0,-1.7008032191759928e-12,1.9419204110827322,-2.1500136976585688e-08,0.6724929404966303,0.0,6.435133358712203e-08,-2.167689060291402e-18,0.0,0.0765227661481197,0.0
0.15,1.131924079796669e-19,4.65301166995636e-08,0.0,-1.920578382844753e-12,1.9454015259710282,-2.5163397888281462e-08,0.6699997587781418,0.0,7.192248881616529e-08,3.1245134095236005e-17,0.0,0.0818896277478181,0.0
0.16,-1.016614960257287e-19,3.771052448958917e-08,0.0,-1.9860683809866677e-12,1.9490442442600113,-2.7015741657851006e-08,0.6675407886019037,0.0,7.353997943184981e-08,7.015163722950405e-17,0.0,0.0872360807354914,0.0
0.17,-3.6285996330001987e-19,2.2338803250857412e-08,0.0,-1.8486201773855634e-12,1.9524342323866473,-2.6365785535471373e-08,0.665108957869373,0.0,6.742728071185924e-08,1.1170618607968704e-16,0.0,0.0925607926629685,0.0
0.18,-6.538370693168649e-19,3.6396113519496176e-10,0.0,-1.4690603969081657e-12,1.955046539147743,-2.2614489492987833e-08,0.6626975432450338,0.0,5.218951656352924e-08,1.5200588522396484e-16,0.0,0.0978624365004061,0.0
0.19,-9.502775114243835e-19,-2.7545624920417804e-08,0.0,-8.24586737933328e-13,1.956263268451145,-1.534642794032471e-08,0.6603008633576599,0.0,2.70706819726304e-08,1.862402680895969e-16,0.0,0.1031396909670125,0.0
0.2,-1.2207373502615724e-18,-5.98834519732415e-08,0.0,8.430960029860605e-14,1.955402843729454,-4.425159386144443e-09,0.6579149731002784,0.0,-7.791063813863862e-09,2.0898189263402712e-16,0.0,0.1083912408603388,0.0
0.21,-1.4282226400044115e-18,-9.424732413433505e-08,0.0,1.227650622740358e-12,1.9517599267347088,9.91679423621167e-09,0.6555382726566104,0.0,-5.113889226893844e-08,2.1462337748212176e-16,0.0,0.1136157773840545,0.0
