time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_FCR,Top_ECU,pos_flex,pos_dev,pos_pro
0.0,3.5711865995538e-19,8.893869860874142e-09,0.0,1.6594023577985927e-13,1.9926551653514986,-3.5894355834123423e-06,0.8018528877310205,-6.1144004433740554e-09,-6.030360186323195e-18,0.0,0.0,0.0
0.01,4.639194472753299e-19,1.876482090865509e-08,0.0,2.8389279992335005e-13,1.9924208263775796,-5.757262531314504e-06,0.7965684434960715,4.7501263840906766e-09,-1.78133671252277e-17,0.0,0.0055104379930924,0.0
0.02,5.478654601155621e-19,2.9200290192365738e-08,0.0,4.019609260941166e-13,1.991995705355248,-7.867425660813859e-06,0.7913460922553827,1.8001522753636637e-08,-3.077939116529026e-17,0.0,0.0110195026695125,0.0
0.03,5.93507055810428e-19,3.9193204079121756e-08,0.0,5.070722211144175e-13,1.991376817488108,-9.670197863453717e-06,0.7861928841124541,3.28089160382658e-08,-4.3806329490939194e-17,0.0,0.0165258210548468,0.0
0.04,5.855028851156376e-19,4.7515490683027744e-08,0.0,5.840860481338863e-13,1.990582125574641,-1.0882992506936306e-05,0.7811137951799287,4.794582840917709e-08,-5.546433385305546e-17,0.0,0.0220280208591157,0.0
0.05,5.103520618986578e-19,5.2795135802246944e-08,0.0,6.169195279200923e-13,1.9896541855131138,-1.1212920880833625e-05,0.7761123586299603,6.182022077054271e-08,-6.4091998432306e-17,0.0,0.0275247308187759,0.0
0.06,3.5838663557961374e-19,5.3629887441711415e-08,0.0,5.900802311275015e-13,1.9886620207523318,-1.0386543936390512e-05,0.7711910913699053,7.25531782510357e-08,-6.79186900630072e-17,0.0,0.0330145810384688,0.0
0.07,1.2587299304721025e-19,4.873481629355233e-08,0.0,4.905444861273688e-13,1.9877005273148194,-8.185445158279942e-06,0.7663517211139913,7.811054915629969e-08,-6.523181713318554e-17,0.0,0.0384962033324266,0.0
0.08,-1.8298187908741874e-19,3.711643195341089e-08,0.0,3.0986546826468094e-13,1.986886790313571,-4.48523684598061e-06,0.7615952385341779,7.648712723811975e-08,-5.458252173740075e-17,0.0,0.0439682315654531,0.0
0.09,-5.543675168102345e-19,1.82611484144953e-08,0.0,4.633864903366638e-14,1.9863528592791206,7.054095416919351e-07,0.7569218144219279,6.593702401893452e-08,-3.5017266456083156e-17,0.0,0.0494293019933934,0.0
0.1,-9.638271966620092e-19,-7.678974759268698e-09,0.0,-2.9300044053984923e-13,1.9862347871146777,7.210035492643574e-06,0.7523306322989424,4.5237045971722154e-08,-6.3165518706765755e-18,0.0,0.0548780536030072,0.0
0.11,-1.3761173429469226e-18,-3.9724566411413254e-08,0.0,-6.908129289617043e-13,1.9866580808776584,1.4658979384448006e-05,0.7478196925826257,1.3962690634109264e-08,3.078382375735197e-17,0.0,0.060313128451162,0.0
0.12,-1.7462267274585735e-18,-7.595575800645388e-08,0.0,-1.1186179175452504e-12,1.9877201254897796,2.2478591574187217e-05,0.7433856451684525,-2.7250493298170286e-08,7.441820855453162e-17,0.0,0.0657331720032609,0.0
0.13,-2.021753407705622e-18,-1.1347304732892466e-07,0.0,-1.5369658412344526e-12,1.9894705952670184,2.9900202477545914e-05,0.7390237031837215,-7.649312266395261e-08,1.2149515060522635e-16,0.0,0.0711368334708214,0.0
0.14,-2.1467397153871776e-18,-1.4845641877621784e-07,0.0,-1.8968760440908354e-12,1.9918913218579,3.5993146444469757e-05,0.7347276819426722,-1.3045226808002527e-07,1.6771179805340475e-16,0.0,0.0765227661481197,0.0
0.15,-2.066930647962309e-18,-1.7634251248734645e-07,0.0,-2.142718014781866e-12,1.9948774888262173,3.972462783798656e-05,0.7304901941184684,-1.844027643212248e-07,2.077066454937503e-16,0.0,0.0818896277478181,0.0
0.16,-1.736253703416941e-18,-1.9213183824027626e-07,0.0,-2.216603608283705e-12,1.9982223128125687,4.004698324478884e-05,0.7263030150797865,-2.323529694360162e-07,2.353707782865921e-16,0.0,0.0872360807354914,0.0
0.17,-1.1241284276927737e-18,-1.9082681079742375e-07,0.0,-2.064207926106216e-12,2.001607485992906,3.601000095549884e-05,0.7221576116338215,-2.6737021910736645e-07,2.4432557605999523e-16,0.0,0.0925607926629685,0.0
0.18,-2.2301675921083064e-19,-1.6798706854890556e-07,0.0,-1.6417558671906776e-12,2.0046015351237547,2.689254977606713e-05,0.7180458042283696,-2.8209804577993197e-07,2.2855849263213167e-16,0.0,0.0978624365004061,0.0
