time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_LU_RB5,Top_ECRB,Top_FCR,Top_ECU,pos_flex,pos_dev,pos_pro
0.0,3.664102982370653e-21,9.699805056463532e-11,0.0,3.914706912315692e-14,1.0145730556197674,-2.376510570788387e-06,0.16020741899304564,0.0,6.7025990263104e-16,2.811370971894652e-11,1.1828811447983078e-15,0.0,0.0,0.0
0.01,2.331332052391454e-21,1.0625122940555482e-10,0.0,6.656698265218976e-14,1.002068483629716,-3.805539377249526e-06,0.15845842431525967,0.0,8.73791740753774e-16,6.322276538916421e-11,9.563889864960904e-16,0.0,0.0055104379930924,0.0
0.02,3.822571770720585e-22,1.0619090489367588e-10,0.0,9.395018260789942e-14,0.9896625254480612,-5.19540625072434e-06,0.1578845577657325,0.0,1.0349130643075698e-15,1.0073048241398402e-10,5.629709006614605e-16,0.0,0.0110195026695125,0.0
0.03,-2.132056795549879e-21,9.43256014426562e-11,0.0,1.182478598538546e-13,0.977257996278187,-6.381310594733623e-06,0.16002223160117549,0.0,1.1243611424696795e-15,1.3711633229183342e-10,1.5275026615002422e-18,0.0,0.0165258210548468,0.0
0.04,-5.084097733398496e-21,6.880608326158793e-11,0.0,1.3593590324555156e-13,0.9647638956183898,-7.176890100784928e-06,0.16638566992883294,0.0,1.1129808812139741e-15,1.6804001504482744e-10,-7.106821281242011e-16,0.0,0.0220280208591157,0.0
0.05,-8.263556447846402e-21,2.880291629701084e-11,0.0,1.4327862073450482e-13,0.9521022268237314,-7.389126262719291e-06,0.1783175761516821,0.0,9.749903516650953e-16,1.8860340990548194e-10,-1.5350321538901473e-15,0.0,0.0275247308187759,0.0
0.06,-1.137846544057428e-20,-2.5127909349705748e-11,0.0,1.366867021456385e-13,0.9392124107285149,-6.837986951577006e-06,0.19684057897328422,0.0,6.917477627642352e-16,1.9374471591227352e-10,-2.410086799108571e-15,0.0,0.0330145810384688,0.0
0.07,-1.4065708406473875e-20,-9.073508870639518e-11,0.0,1.1315496025569319e-13,0.926053183453543,-5.379896053395708e-06,0.22252227778491115,0.0,2.557361902818373e-16,1.787564843039188e-10,-3.252302313862756e-15,0.0,0.0384962033324266,0.0
0.08,-1.5912247308153777e-20,-1.6386719445949495e-10,0.0,7.0752648720157e-14,0.9126021405951976,-2.9334512196932585e-06,0.25536775801556877,0.0,-3.2561789401207275e-16,1.3990326492470373e-10,-3.959371545513348e-15,0.0,0.0439682315654531,0.0
0.09,-1.6487585282913678e-20,-2.384238760673858e-10,0.0,9.126020337442106e-15,0.8988533162525636,4.948623192518393e-07,0.2947532862715581,0.0,-1.0267607875540981e-15,7.509701812894832e-11,-4.416548650711404e-15,0.0,0.0494293019933934,0.0
