time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_ECRB,Top_FCR,Top_ECU,pos_flex,pos_dev,pos_pro
0.0,2.6187292454341747e-19,1.0472279592729002e-08,0.0,1.2898101584650853e-13,1.88867052127614,-2.7615872232551016e-06,0.6236248337826887,3.1699380130177915e-20,-6.851942292005614e-09,-5.5350823999632545e-17,0.0,0.0,0.0
0.01,3.1400830380981054e-19,1.8575412733219597e-08,0.0,2.206710403450642e-13,1.887328928297481,-4.429438076712948e-06,0.6194549765233409,4.217859088354499e-20,1.5765841085843113e-09,-4.020483740955707e-17,0.0,0.0055104379930924,0.0
0.02,3.452683449647395e-19,2.6789907298768304e-08,0.0,3.124522382502109e-13,1.8859400656057972,-6.0529243885886295e-06,0.6153340813306708,5.0786191183462813e-20,1.2090879875680538e-08,-1.6532878512636567e-17,0.0,0.0110195026695125,0.0
0.03,3.4658329245409386e-19,3.423370065947174e-08,0.0,3.9416303856589264e-13,1.8846477236138492,-7.439914784475242e-06,0.6112675230794762,5.606458270378767e-20,2.4083167510319234e-08,1.5324038988317303e-17,0.0,0.0165258210548468,0.0
0.04,3.0977495769933784e-19,3.987369294007782e-08,0.0,4.5403401217316206e-13,1.8836236485700957,-8.372996912195732e-06,0.607259047148104,5.653478629101349e-20,3.661856513409081e-08,5.40247765497749e-17,0.0,0.0220280208591157,0.0
0.05,2.2870376794801775e-19,4.259992383968058e-08,0.0,4.795631236599865e-13,1.88305572927872,-8.626832358032828e-06,0.6033112757492937,5.0854896034168177e-20,4.845113291909858e-08,9.710869274605681e-17,0.0,0.0275247308187759,0.0
0.06,1.0049717223735132e-19,4.132817866245014e-08,0.0,4.587071293319423e-13,1.8831310465465567,-7.991046603268872e-06,0.599426051586934,3.80058184607924e-20,5.807875581323788e-08,1.4096852607582126e-16,0.0,0.0330145810384688,0.0
0.07,-7.325514466832053e-20,3.5127258339083915e-08,0.0,3.813416502363045e-13,1.884014205900699,-6.297597557718924e-06,0.5956046224159305,1.7490995719529882e-20,6.384118685498016e-08,1.8094329627678324e-16,0.0,0.0384962033324266,0.0
0.08,-2.8548083034530958e-19,2.3363400192578953e-08,0.0,2.408998827106992e-13,1.8858219796131623,-3.450785639524707e-06,0.5918476859170346,-1.0468308605440296e-20,6.406194380378428e-08,2.11553103409204e-16,0.0,0.0439682315654531,0.0
0.09,-5.229393801693115e-19,5.850416922235824e-09,0.0,3.605592055157428e-14,1.888595928987072,5.427176316961493e-07,0.5881553264152948,-4.476503097062554e-20,5.723006924110399e-08,2.2688781986933616e-16,0.0,0.0494293019933934,0.0
