time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_LU_RB5,Top_FCR,Top_ECU,pos_flex,pos_dev,pos_pro
0.0,-7.421489082024678e-21,-1.032922404393327e-09,0.0,1.5283988119289853e-13,1.6703801569266732,3.384543873708338e-08,0.7131202127494174,0.0,-1.7890204663249986e-09,7.816298983042762e-20,0.0,0.0,0.0
0.01,6.141550490671e-22,-7.766557244645999e-10,0.0,2.6058817948483e-13,1.6709582218952166,6.621360620571446e-08,0.7133900494948915,0.0,-1.6662173292890874e-09,-4.825258650882622e-19,0.0,0.0055104379930924,0.0
0.02,1.0737029433585048e-20,-3.6542977325525407e-10,0.0,3.683024204272312e-13,1.6716976154905479,9.991321460711723e-08,0.7136548878667903,0.0,-1.3254992072878758e-09,-1.140041309076819e-18,0.0,0.0110195026695125,0.0
0.03,2.2383202120806297e-20,1.966680602156666e-10,0.0,4.640193256737154e-13,1.672559236034326,1.315602313017397e-07,0.7139182285843351,0.0,-7.462393639848415e-10,-1.847361089725696e-18,0.0,0.0165258210548468,0.0
0.04,3.466836782342189e-20,8.877049586016771e-10,0.0,5.338983647048872e-13,1.6734798762920526,1.5709078914705894e-07,0.7141841182855312,0.0,7.12399297032181e-11,-2.5393210823835275e-18,0.0,0.0220280208591157,0.0
0.05,4.6400085055326844e-20,1.665550849678933e-09,0.0,5.63254657940672e-13,1.6743727825300758,1.7202998442327997e-07,0.7144569823605293,0.0,1.100083994437036e-09,-3.1349832776608653e-18,0.0,0.0275247308187759,0.0
0.06,5.612750343481612e-20,2.4671379475014745e-09,0.0,5.379627285061854e-13,1.6751309894243294,1.7187840604184715e-07,0.7147414074608741,0.0,2.282770197683523e-09,-3.5423900771499055e-18,0.0,0.0330145810384688,0.0
0.07,6.223311670315502e-20,3.2098460825549007e-09,0.0,4.4617472806049194e-13,1.6756338119394805,1.5260506465070546e-07,0.7150418753722708,0.0,3.5292677337298667e-09,-3.665817180965535e-18,0.0,0.0384962033324266,0.0
0.08,6.306762809405324e-20,3.79543023130112e-09,0.0,2.8024672184405006e-13,1.675756629911655,1.1122053881925054e-07,0.7153624591869007,0.0,4.718312698565171e-09,-3.4153900871660776e-18,0.0,0.0439682315654531,0.0
0.09,5.712452003555427e-20,4.116736127163713e-09,0.0,3.871496914441509e-14,1.6753837757583208,4.638822712625109e-08,0.7157065018549686,0.0,5.702492526409369e-09,-2.7186306205751523e-18,0.0,0.0494293019933934,0.0
0.1,4.3245598246873983e-20,4.067206269002254e-09,0.0,-2.7188381970323804e-13,1.6744239454284275,-4.098393089114129e-08,0.7160763051057317,0.0,6.3175971282486345e-09,-1.5331693456802902e-18,0.0,0.0548780536030072,0.0
0.11,2.0843000024054063e-20,3.55286948799664e-09,0.0,-6.355922105988896e-13,1.6728271235680934,-1.4724219377220807e-07,0.7164728624247994,0.0,6.396343077192184e-09,1.4047468014356398e-19,0.0,0.060313128451162,0.0
0.12,-9.882563356439843e-21,2.506149217456065e-09,0.0,-1.0262767383822466e-12,1.6706015834349484,-2.6565612890051836e-07,0.7168956724099658,0.0,5.7861202360678655e-09,2.2474474963819603e-18,0.0,0.0657331720032609,0.0
0.13,-4.775256845405094e-20,9.004453715013419e-10,0.0,-1.4077997682071494e-12,1.6678291380727717,-3.8634052774002723e-07,0.7173426677245691,0.0,4.3698696275909e-09,4.670075541154322e-18,0.0,0.0711368334708214,0.0
