time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_FCR,Top_ECU,pos_flex,pos_dev,pos_pro
0.0,-3.3571886454803193e-19,-1.4845451692794431e-08,0.0,1.6687601435678176e-13,1.6049209441718042,-4.208452868474242e-06,0.8019191895907674,-2.1393684723584266e-08,1.608065992454228e-17,0.0,0.0,0.0
0.01,-2.3596356741857866e-19,-1.2752738433503627e-08,0.0,2.853375352457691e-13,1.6056372245720842,-6.750133120288296e-06,0.7975037817567869,-2.203075093913778e-08,1.3603953401512343e-17,0.0,0.0055104379930924,0.0
0.02,-8.325525546082477e-20,-8.682947081718182e-09,0.0,4.0389067599709923e-13,1.6064933765452163,-9.224205121088038e-06,0.7931399421475832,-2.039295134413564e-08,8.952672053519527e-18,0.0,0.0110195026695125,0.0
0.03,1.1965678955705911e-19,-2.557571984534427e-09,0.0,5.094028210747248e-13,1.6074315812435107,-1.1337874992415295e-05,0.7888342500305482,-1.6051916416767305e-08,2.0598896297571825e-18,0.0,0.0165258210548468,0.0
0.04,3.63712468236754e-19,5.4947492661119506e-09,0.0,5.866662988204801e-13,1.6083693658449252,-1.2759822532059771e-05,0.7845916276252832,-8.764474592819476e-09,-6.910431279075361e-18,0.0,0.0220280208591157,0.0
0.05,6.328539133236696e-19,1.5096954265272374e-08,0.0,6.195299965281398e-13,1.6092021623019725,-1.3146648811432662e-05,0.7804158430860831,1.4506761326345203e-09,-1.7519709971048795e-17,0.0,0.0275247308187759,0.0
0.06,9.039311361404492e-19,2.5598780135903365e-08,0.0,5.924393060093968e-13,1.6098090208546307,-1.2177758761368516e-05,0.7763098322650632,1.4244802370552975e-08,-2.902977557486071e-17,0.0,0.0330145810384688,0.0
0.07,1.147369697289113e-18,3.607567165253332e-08,0.0,4.923229586604418e-13,1.6100616983158402,-9.597068775090383e-06,0.7722758436029112,2.8889324222267056e-08,-4.0404455749823766e-17,0.0,0.0384962033324266,0.0
0.08,1.3287306787781432e-18,4.535784709283812e-08,0.0,3.107103107502678e-13,1.6098370287297334,-5.258739830574563e-06,0.7683154289092488,4.4254811979765734e-08,-5.0344674199231626e-17,0.0,0.0439682315654531,0.0
0.09,1.4112291201672044e-18,5.2094384312254414e-08,0.0,4.5905815625852454e-14,1.6090320990844194,8.270611741118787e-07,0.7644293172555958,5.882884948228064e-08,-5.736214875223875e-17,0.0,0.0494293019933934,0.0
0.1,1.3591884241805199e-18,5.485460603491734e-08,0.0,-2.9500541134737097e-13,1.6075813188549142,8.45344451658351e-06,0.7606172194485339,7.078120627747736e-08,-5.989386228970432e-17,0.0,0.0548780536030072,0.0
0.11,1.1422982967189794e-18,5.226551387370847e-08,0.0,-6.945889258881062e-13,1.605474024544928,1.71869984586668e-05,0.7568776163258797,7.808177318993247e-08,-5.645553505865817e-17,0.0,0.060313128451162,0.0
0.12,7.40419058495881e-19,4.3179683217776394e-08,0.0,-1.1242205438178907e-12,1.6027708453583944,2.6355144421037616e-05,0.7532075852144463,7.867232145740833e-08,-4.582752201582783e-17,0.0,0.0657331720032609,0.0
0.13,1.4854553091056215e-19,2.686315066937666e-08,0.0,-1.5442628127959044e-12,1.5996167286866112,3.5056651655321905e-05,0.7496027152247726,7.06874547327333e-08,-2.7261195186515048e-17,0.0,0.0711368334708214,0.0
0.14,-6.185777675230062e-19,3.18779830623478e-09,0.0,-1.905511484920656e-12,1.5962483441999242,4.2200356263008565e-05,0.7460571537646913,5.271341999727217e-08,-6.883941936511681e-19,0.0,0.0765227661481197,0.0
0.15,-1.5227960002646672e-18,-2.7191916607358605e-08,0.0,-2.152091999157918e-12,1.5929936124402246,4.657535149843342e-05,0.7425638139653811,2.4066200399066546e-08,3.3088484243392844e-17,0.0,0.0818896277478181,0.0
0.16,-2.5005003986625495e-18,-6.27017051742416e-08,0.0,-2.2258733098618698e-12,1.590261389996816,4.6953298812370066e-05,0.7391147558297451,-1.4936810485125623e-08,7.225205388537377e-17,0.0,0.0872360807354914,0.0
0.17,-3.462862258534796e-18,-1.0077548918968379e-07,0.0,-2.0723160407299043e-12,1.5885199253272284,4.222011742492551e-05,0.7357017332520052,-6.274343458285402e-08,1.1389944446440426e-16,0.0,0.0925607926629685,0.0
0.18,-4.298929496581135e-18,-1.378742458009614e-07,0.0,-1.6474904686658884e-12,1.5882635898979416,3.1530313226573515e-05,0.7323168757774662,-1.1640781681794302e-07,1.5407340350577397e-16,0.0,0.0978624365004061,0.0
0.19,-4.882009829947885e-18,-1.6961791848284253e-07,0.0,-9.257990430881234e-13,1.5899685692621461,1.4472886853665767e-05,0.7289534500451603,-1.7154363191709936e-07,1.8791879301668301e-16,0.0,0.1031396909670125,0.0
0.2,-5.079513524374862e-18,-1.9104607813396305e-07,0.0,9.226486726246045e-14,1.5940396094093812,-8.766491337602119e-06,0.7256066236701333,-2.224246538236424e-07,2.0998074236050472e-16,0.0,0.1083912408603388,0.0
0.21,-4.7660909812332604e-18,-1.9701293177396914e-07,0.0,1.373173590126523e-12,1.6007514525375126,-3.726604445736538e-05,0.7222741364618092,-2.6226105024797447e-07,2.1464935444773038e-16,0.0,0.1136157773840545,0.0
0.22,-3.839490471118917e-18,-1.8270886312406548e-07,0.0,2.845226627393222e-12,1.6101901149268545,-6.927276894708108e-05,0.7189567732694145,-2.8366786445153244e-07,1.9674090630153476e-16,0.0,0.118811998474127,0.0
0.23,-2.2381051937827973e-18,-1.442845459812364e-07,0.0,4.396271547735804e-12,1.6222004664414578,-0.00010217407785638509,0.7156585327893143,-2.793252263186948e-07,1.5218763399152219e-16,0.0,0.1239786091233236,0.0
0.24,4.128519479855971e-20,-7.953585758945869e-08,0.0,5.8753042804052936e-12,1.6363474396564435,-0.00013255726345921332,0.7123864010175602,-2.4280842708436353e-07,7.878865108499617e-17,0.0,0.1291143217039541,0.0
0.25,2.92749600413725e-18,1.1410135274983192e-08,0.0,7.098811723600351e-12,1.651898377883179,-0.00015637373378763874,0.7091496701120168,-1.6954126960468432e-07,-2.304496478116739e-17,0.0,0.1342178562887749,0.0
0.26,6.262882333103768e-18,1.2548398459397998e-07,0.0,7.862424578961407e-12,1.6678332729264427,-0.0001692178940522245,0.7059587960411878,-5.779992422315368e-08,-1.4963519738928207e-16,0.0,0.1392879409699733,0.0
0.27,9.797648711261702e-18,2.5622537747499175e-07,0.0,7.958011145050022e-12,1.6828877121295163,-0.00016672046453264128,0.702823863571562,9.033060577023063e-08,-2.9356911244581484e-16,0.0,0.1443233121761542,0.0
0.28,1.3192862516481727e-17,3.9359079243270846e-07,0.0,7.1957738441234754e-12,1.695630062660554,-0.0001450432668114889,0.6997528259695495,2.681663027972092e-07,-4.4351998381545175e-16,0.0,0.1493227149872479,0.0
0.29,1.60341712585345e-17,5.241073533461469e-07,0.0,5.4302373336153435e-12,1.704569654644914,-0.00010144776782461513,0.6967498023815216,4.639325624239117e-07,-5.844549303673695e-16,0.0,0.1542849034472631,0.0
0.3,1.785757201373045e-17,6.314486619684232e-07,0.0,2.5882869847689436e-12,1.7082865921368442,-3.489405100825355e-05,0.6938138062516941,6.607058977298879e-07,-6.983096868198827e-16,0.0,0.1592086408748047,0.0
0.31,1.8187604976626975e-17,6.974818706519623e-07,0.0,-1.3033049835619918e-12,1.7055672681250555,5.338811542350498e-05,0.6909382525608389,8.369116106763041e-07,-7.651808987346434e-16,0.0,0.1640927001712813,0.0
0.32,1.6587063602651402e-17,7.037961556666421e-07,0.0,-6.094058950763788e-12,1.6955251948662147,0.00015942698948912058,0.6881113903766669,9.674713090820352e-07,-7.65042395008953e-16,0.0,0.1689358641267233,0.0
0.33,1.2715791872689964e-17,6.336720340640599e-07,0.0,-1.149331130668864e-11,1.6776875029090295,0.0002762142648592813,0.6853175154988711,1.0256471862843208e-06,-6.799354527698563e-16,0.0,0.1737369257231377,0.0
0.34,6.394478743128564e-18,4.743911480707079e-07,0.0,-1.7064880856781048e-11,1.6520342157266519,0.00039366853561196885,0.6825386142953169,9.855652139752774e-07,-4.965170416773294e-16,0.0,0.1784946884353219,0.0
0.35,-2.332291967132778e-18,2.1972141997229575e-07,0.0,-2.223645922558212e-11,1.6189873013139664,0.0004989300745966978,0.6797560605735045,8.253192412693042e-07,-2.0877917520169345e-16,0.0,0.1832079665290631,0.0
0.36,-1.314093545969625e-17,-1.276512724838624e-07,0.0,-2.632663221695923e-11,1.5793554442281312,0.0005770430465213616,0.6769520744567915,5.304672151550284e-07,1.7931662404833688e-16,0.0,0.1878755853566478,0.0
0.37,-2.538995199018364e-17,-5.540291977722908e-07,0.0,-2.8591261525057982e-11,1.5342461967555145,0.0006120533106200635,0.6741107665308662,9.763656810537641e-08,6.51604979543562e-16,0.0,0.192496381649609,0.0
0.38,-3.810586833218625e-17,-1.0332697060096214e-06,0.0,-2.828927077675887e-11,1.4849595400539144,0.0005885113718989946,0.671218691029516,-4.6213219770485423e-07,1.1782378075225283e-15,0.0,0.1970692038086372,0.0
0.39,-5.00022623848134e-17,-1.526349345970797e-06,0.0,-2.476573750979249e-11,1.4328766882851853,0.0004933222474964428,0.6682649119089733,-1.1207451417949306e-06,1.715327776666646e-15,0.0,0.2015929121905823,0.0
0.4,-5.953863283691086e-17,-1.982241028113973e-06,0.0,-1.7547708615057652e-11,1.3793560432425798,0.00031782986398151746,0.6652406460586232,-1.8315994774457774e-06,2.2060547015359678e-15,0.0,0.2060663793924776,0.0
0.41,-6.502326615283773e-17,-2.3403590544542506e-06,0.0,-6.44551511285862e-12,1.3256452861316752,5.996739807720799e-05,0.6621385898972991,-2.529792539793459e-06,2.5835044478765815e-15,0.0,0.2104884905325114,0.0
0.42,-6.476048254308616e-17,-2.5347211296594596e-06,0.0,8.350186113741236e-12,1.27281528071712,-0.0002737475940734666,0.6589520608606041,-3.1344183682332514e-06,2.775389902135106e-15,0.0,0.2148581435278795,0.0
0.43,-5.723781821789154e-17,-2.499825853368044e-06,0.0,2.618756288923733e-11,1.2217182245914497,-0.0006666365341672386,0.6556740956251123,-3.5532569099023702e-06,2.7106347345049286e-15,0.0,0.2191742493694471,0.0
0.44,-4.1343076018579775e-17,-2.1780533461623715e-06,0.0,4.590226940709979e-11,1.1729696534186207,-0.0010909891345233552,0.652296644182492,-3.68997704553864e-06,2.327588717549697e-15,0.0,0.2234357323931527,0.0
0.45,-1.659516015262992e-17,-1.5281759759653395e-06,0.0,6.5809234105518e-11,1.1269516806220616,-0.0015081849068106518,0.64880998481632,-3.4537280757243656e-06,1.5834002098386304e-15,0.0,0.227641530548086,0.0
0.46,1.6633233790461978e-17,-5.343321237116249e-07,0.0,8.375005321736922e-11,1.0838333353663259,-0.001870059769615814,0.6452024612580124,-2.770695522980901e-06,4.638157048261584e-16,0.0,0.2317905956611737,0.0
0.47,5.69279801735872e-17,7.854090413000057e-07,0.0,9.720564376090501e-11,1.04360304745352,-0.0021217002932470107,0.6414606113223662,-1.5968652658185729e-06,-1.0075669010622877e-15,0.0,0.2358818936984056,0.0
0.48,1.0171116859618057e-16,2.371952310131807e-06,0.0,1.0347915439261443e-10,1.0061081531102694,-0.0022057385981474106,0.637569717677503,6.909690314530701e-08,-2.761765103549825e-15,0.0,0.2399144050225383,0.0
0.49,1.4721512754842673e-16,4.120732573120514e-06,0.0,9.994767359669953e-11,0.9710966485506919,-0.002068073883217206,0.633514767788859,2.1742491718651476e-06,-4.679896323297055e-15,0.0,0.2438871246472093,0.0
0.5,1.885815618925139e-16,5.881126888472494e-06,0.0,8.437324539739979e-11,0.9382571610510582,-0.0016647682385961867,0.6292817635397285,4.60269267706525e-06,-6.592990913084957e-15,0.0,0.2477990624874013,0.0
0.51,2.2010835784624805e-16,7.460822054079894e-06,0.0,5.5254573300513547e-11,0.9072540946862662,-0.0009696661649999296,0.6248592741268306,7.171551206264886e-06,-8.28731543046406e-15,0.0,0.2516492436061922,0.0
0.52,2.356562654163219e-16,8.635982066863786e-06,0.0,1.2191281890540213e-11,0.8777560009989629,1.791430503310723e-05,0.6202400817270682,9.633308129140927e-06,-9.51609323733856e-15,0.0,0.2554367084577291,0.0
0.53,2.2921319450056674e-16,9.167642476756565e-06,0.0,-4.377633408774314e-11,0.8494563017949731,0.0012662543905478177,0.6154227319279996,1.1685946366268182e-05,-1.0018037225412543e-14,0.0,0.259160513126368,0.0
0.54,1.9559575615852506e-16,8.824181908474202e-06,0.0,-1.0989636546765013e-10,0.82208645371147,0.0027060469082830323,0.6104127743274245,1.2991858768681592e-05,-9.542464479358076e-15,0.0,0.2628197295619173,0.0
0.55,1.3124698079018527e-16,7.409006214877523e-06,0.0,-1.8155168373969456e-10,0.7954224208498842,0.004227993711614933,0.6052234676264169,1.3205782124560022e-05,-7.8799702511873e-15,0.0,0.2664134458109268,0.0
0.56,3.5067452079731356e-17,4.791770158760537e-06,0.0,-2.5227220203200746e-10,0.7692858687117858,0.005684206912634805,0.5998757324289344,1.201107418349353e-05,-4.896747151231638e-15,0.0,0.2699407662439662,0.0
0.57,-9.080344859365308e-17,9.406194940136344e-07,0.0,-3.1395613126986115e-10,0.7435417918732492,0.006894286295769388,0.5943971676253198,9.162544340423825e-06,-5.697173669440442e-16,0.0,0.2734008117788342,0.0
0.58,-2.403562991655531e-16,-4.047852130582063e-06,0.0,-3.5733172778337656e-10,0.718094344048646,0.00765666410898715,0.5888200051879237,4.532841117351666e-06,4.9812042191557695e-15,0.0,0.276792720099645,0.0
0.59,-4.033407079112054e-16,-9.924869993702583e-06,0.0,-3.7267277872244565e-10,0.6928824761873356,0.0077653876633594215,0.5831779639765721,-1.841799119027181e-06,1.1468067289372755e-14,0.0,0.2801156458717347,0.0
0.6,-5.65265701567216e-16,-1.6276272927553792e-05,0.0,-3.5075645598412124e-10,0.6678766446477198,0.00703195964586897,0.5775020736297931,-9.721692229676653e-06,1.8421780582702792e-14,0.0,0.2833687609523367,0.0
0.61,-7.07870986306741e-16,-2.2524125602899368e-05,0.0,-2.8402221317987055e-10,0.6430773767479427,0.0053112026488814825,0.5718156695032767,-1.863573967525472e-05,2.5195600466968124e-14,0.0,0.2865512545969724,0.0
0.62,-8.101430672733875e-16,-2.794694408398699e-05,0.0,-1.6785699656262892e-10,0.6185159315602512,0.002529403785704971,0.566128900078784,-2.7871649986176567e-05,3.0989277357571993e-14,0.0,0.2896623336615057,0.0
0.63,-8.499095701079017e-16,-3.1721282126059836e-05,0.0,-1.8979733947510323e-12,0.5942567296804915,-0.0012877082573210172,0.5604332269173671,-3.6490312496901915e-05,3.489672044459059e-14,0.0,0.2927012227998108,0.0
0.64,-8.059898624779146e-16,-3.298579146611134e-05,0.0,2.0878714609083586e-10,0.5704007071335531,-0.0059902168847174656,0.5546965185045403,-4.3369206130258896e-05,3.597819756684522e-14,0.0,0.2956671646570052,0.0
0.65,-6.608124411013058e-16,-3.0926673300203224e-05,0.0,4.5280605996851485e-10,0.5470883329961848,-0.011285999753210908,0.5488594253393467,-4.7277812589538275e-05,3.335563604674247e-14,0.0,0.2985594200581979,0.0
0.66,-4.0333371576562196e-16,-2.4880773383780237e-05,0.0,7.120101395101052e-10,0.5245007691459154,-0.01673309335713824,0.5428337554964899,-4.698524711338006e-05,2.6326641049768356e-14,0.0,0.3013772681927078,0.0
0.67,-3.2015005220128665e-17,-1.4449609899228796e-05,0.0,9.61696943778158e-10,0.5028575858422869,-0.021745879001798134,0.5365035296794222,-4.13968009403163e-05,1.4489594329440835e-14,0.0,0.3041200067937045,0.0
0.68,4.4245713242838545e-16,3.8538962577766995e-07,0.0,1.1715946273247453e-09,0.4824096077597505,-0.02561786732218068,0.5297292677095032,-2.971199393491621e-05,-2.1310823912921308e-15,0.0,0.3067869523132278,0.0
0.69,9.950780783752999e-16,1.9158907223518283e-05,0.0,1.3077286849982975e-09,0.4634258641161129,-0.027562704379106046,0.5223558354685542,-1.1592363528916605e-05,-2.2973361373214104e-14,0.0,0.3093774400925428,0.0
0.7,1.5854604932142945e-15,4.084356623645382e-05,0.0,1.335200467302725e-09,0.44617424581871,-0.026773374520654758,0.5142238620068269,1.267702146398448e-05,-4.685579972169549e-14,0.0,0.3118908245277861,0.0
0.71,2.1581917968500825e-15,6.381316957760282e-05,0.0,1.2218135743868235e-09,0.4308963005288029,-0.02249748923400352,0.5051843313277866,4.2051929782095535e-05,-7.194255094030534e-14,0.0,0.314326479230864,0.0
0.72,2.6449555648671743e-15,8.586252092605736e-05,0.0,9.423729715678877e-10,0.4177775654451569,-0.014124150200008116,0.4951154858228798,7.464121033360326e-05,-9.577164019671501e-14,0.0,0.3166837971855618,0.0
0.73,2.968654471734914e-15,0.00010429679029136943,0.0,4.83360004413559e-10,0.40691586225017445,-0.0012753555674314201,0.48394068636574994,0.0001076894797467625,-1.153603336221047e-13,0.0,0.3189621908988246,0.0
0.74,3.049613949120393e-15,0.00011609913608471553,0.0,-1.524348560621807e-10,0.39829094719215946,0.016107447694449134,0.47164541011795524,0.00013765105510832743,-1.273965830846317e-13,0.0,0.3211610925471737,0.0
0.75,2.8137359721082148e-15,0.00011817893805078346,0.0,-9.41847181043483e-10,0.3917396863014163,0.03769293667168133,0.4582911968741715,0.00016037137545613366,-1.2851838129974591e-13,0.0,0.3232799541182186,0.0
0.76,2.2022208648398904e-15,0.00010769466913760842,0.0,-1.8384452542896364e-09,0.3869413582155559,0.06271787211565738,0.44402415450595073,0.00017138457151386484,-1.1567359492942627e-13,0.0,0.3253182475472347,0.0
0.77,1.182198449760503e-15,8.243553573150387e-05,0.0,-2.771443682261783e-09,0.38341761309951616,0.0899853905820398,0.4290756860367243,0.0001663252612393348,-8.654191545944542e-14,0.0,0.3272754648487674,0.0
0.78,-2.4266776367387203e-16,4.123522169071636e-05,0.0,-3.647029227406672e-09,0.38055087631500695,0.11791353207504834,0.4137534875140825,0.0001414394393000122,-3.998874684796571e-14,0.0,0.3291511182432325,0.0
0.79,-2.022787807965465e-15,-1.561965950024009e-05,0.0,-4.352598710633316e-09,0.37762343648979346,0.14463975245796268,0.3984216625693771,9.416425298930017e-05,2.3490792015070442e-14,0.0,0.3309447402784818,0.0
