time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_ECRB,Top_FCR,Top_ECU,pos_flex,pos_dev,pos_pro
0.0,3.063312099166853e-19,4.18305077207472e-08,0.0,1.4675921855484432e-13,1.9786953604887425,-2.711248439555473e-06,0.7126891483437361,8.954889012955378e-21,3.829564586756264e-08,-6.443514476578705e-17,0.0,0.0,0.0
0.01,2.257266793398921e-19,4.6737683362726844e-08,0.0,2.511986796447658e-13,1.9775881084811409,-4.348697362242122e-06,0.7073102107850645,9.343019198274978e-20,5.145454224091381e-08,-6.395971982528941e-17,0.0,0.0055104379930924,0.0
0.02,9.844241727549927e-20,4.7772526484424404e-08,0.0,3.557593995225124e-13,1.9762702632338374,-5.942590429383565e-06,0.701994691286548,1.901922442123672e-19,6.243083258150687e-08,-5.625627390634472e-17,0.0,0.0110195026695125,0.0
0.03,-7.391205838269923e-20,4.37814733236658e-08,0.0,4.4886956540529927e-13,1.9748336224321323,-7.304298477053921e-06,0.6967491560411548,2.917946830124192e-19,6.942053940527934e-08,-4.02412251206073e-17,0.0,0.0165258210548468,0.0
0.04,-2.842920307589599e-19,3.38594888647676e-08,0.0,5.171244306256602e-13,1.9734080978007893,-8.220372190456978e-06,0.6915780072198826,3.882564424361593e-19,7.057837324633715e-08,-1.5463054813909747e-17,0.0,0.0220280208591157,0.0
0.05,-5.195417640721698e-19,1.7517202600709138e-08,0.0,5.462827317793263e-13,1.972157445003146,-8.46958067114931e-06,0.6864841477166926,4.674899161096959e-19,6.421150656062375e-08,1.7678027924936156e-17,0.0,0.0275247308187759,0.0
0.06,-7.602158233092569e-19,-5.1532697257366675e-09,0.0,5.226232941109352e-13,1.9712700022589842,-7.845384150712156e-06,0.6814694449554884,5.160778245849793e-19,4.90083982621758e-08,5.774605554593333e-17,0.0,0.0330145810384688,0.0
0.07,-9.810507180854113e-19,-3.3332579587290115e-08,0.0,4.346078258116572e-13,1.970944078043337,-6.182803644987496e-06,0.6765349982430322,5.204060766240414e-19,2.428666757874759e-08,1.021508934016817e-16,0.0,0.0384962033324266,0.0
0.08,-1.1522089483433747e-18,-6.537003921356357e-08,0.0,2.7474741910713017e-13,1.9713681055220387,-3.3878840039224264e-06,0.671681233152478,4.681223483544094e-19,-9.762390901389821e-09,1.471262002364983e-16,0.0,0.0439682315654531,0.0
0.09,-1.2413645262864726e-18,-9.874388177138035e-08,0.0,4.152016568300341e-14,1.972696266922577,5.328248626966753e-07,0.6669078607009752,3.498458236359853e-19,-5.186069680114883e-08,1.8783205372987878e-16,0.0,0.0494293019933934,0.0
0.1,-1.21662416024968e-18,-1.3010756504990517e-07,0.0,-2.5885931717730956e-13,1.9750209471940239,5.446036577532021e-06,0.6622137487088761,1.6100565785796693e-19,-9.949376032888768e-08,2.1860428716704593e-16,0.0,0.0548780536030072,0.0
0.11,-1.0501839555114332e-18,-1.5544005779793343e-07,0.0,-6.110546478857422e-13,1.9783440473215363,1.1072530501664833e-05,0.6575967577314571,-9.63614045025413e-20,-1.4885818508738104e-07,2.3336220959858172e-16,0.0,0.060313128451162,0.0
0.12,-7.22512971517365e-19,-1.70311316052535e-07,0.0,-9.89863609133034e-13,1.9825498010897475,1.697900544804152e-05,0.6530535943802951,-4.1206477755958544e-19,-1.9493817764567736e-07,2.261719297782434e-16,0.0,0.0657331720032609,0.0
