time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_LU_RB5,Top_FCR,Top_ECU,pos_flex,pos_dev,pos_pro
0.0,8.429540450996811e-07,1.0296041853634812,0.0,-1.3648053426313276e-21,1.892388630406034,-6.576114766903291e-08,-2.8704625247719796e-08,0.0,2.3571187552618532e-20,4.874863604007232e-09,0.0,0.0,0.0
0.01,4.867931647268422e-07,1.0322821636605843,0.0,-1.7124466305943943e-21,1.8923881454931029,-1.9687421899683193e-08,-5.356271855193633e-08,0.0,2.918139306465256e-20,3.923322463489566e-09,0.0,0.0,0.0123984854844581
0.02,-1.8942596378388547e-08,1.0348150660551059,0.0,-1.9632286711358653e-21,1.8923872358164986,4.0930318246767987e-08,-7.914225611558933e-08,0.0,3.301738170708828e-20,2.2810000792024343e-09,0.0,0.0,0.0247938810064031
0.03,-6.582295668877793e-07,1.0368959459145481,0.0,-2.0633301855683256e-21,1.8923858884292186,1.132637447246797e-07,-1.0279703587196847e-07,0.0,3.4173328739391755e-20,-5.5070009006038414e-11,0.0,0.0,0.0371830973734054
0.04,-1.3959198201027535e-06,1.0383036386087725,0.0,-1.961221166549117e-21,1.892384135503987,1.9242526488617562e-07,-1.213847389570444e-07,0.0,3.1800675955263106e-20,-3.0116334610912485e-09,0.0,0.0,0.0495630469330103
0.05,-2.1765134032518753e-06,1.038945453285518,0.0,-1.6139980795271452e-21,1.8923820628641184,2.714582591035116e-07,-1.3148270065805403e-07,0.0,2.5220048573730444e-20,-6.426902678037728e-09,0.0,0.0,0.0619306443422459
0.06,-2.9248606233603114e-06,1.0388792102639872,0.0,-9.944606940331128e-22,1.8923798148466004,3.415543931105991e-07,-1.2969268050790554e-07,0.0,1.4045596580015596e-20,-1.0044770289053462e-08,0.0,0.0,0.0742828073365548
0.07,-3.54923412680824e-06,1.0383104124965452,0.0,-9.834383769622747e-23,1.8923775939737024,3.925347886299069e-07,-1.1302466978399208e-07,0.0,-1.6882472423635074e-21,-1.3517941437809175e-08,0.0,0.0,0.0866164574979598
0.08,-3.947065377959531e-06,1.0375634591889835,0.0,1.0490572060730999e-21,1.8923756540770538,4.1361241008698336e-07,-7.933832827207505e-08,0.0,-2.1410408789189456e-20,-1.6422029437026053e-08,0.0,0.0,0.0989285210222696
0.09,-4.013423375987255e-06,1.0370297700621887,0.0,2.387765819886492e-21,1.892374285881274,3.944264618753994e-07,-2.780850210424911e-08,0.0,-4.392213676251176e-20,-1.8281990678210746e-08,0.0,0.0,0.1112159294851353
