time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_ECRB,Top_FCR,Top_ECU,pos_flex,pos_dev,pos_pro
0.0,-1.4593562633875587e-09,0.7527196348208233,0.0,1.6921910407479048e-30,1.8970270487639986,1.449707689123496e-08,-3.760782997253948e-11,6.906679112293232e-23,-5.380445144025649e-21,-7.753841894798402e-11,0.0,0.0,0.0
0.01,-1.2614248890308707e-09,0.768370992074392,0.0,4.358392313700438e-30,1.8970270482745288,1.231622585639613e-08,3.713528487495818e-12,4.408661543430818e-22,-1.5380502654856817e-20,-3.3526875352454446e-11,0.0,0.0,0.0123984854844581
0.02,-8.703648785481602e-10,0.7837846880797871,0.0,7.255904524404729e-30,1.8970270483759046,8.183114931483667e-09,5.5706308141254604e-11,8.634509032751794e-22,-2.638181848418218e-20,2.601192971448875e-11,0.0,0.0,0.0247938810064031
0.03,-2.7778668031897866e-10,0.7987894637442515,0.0,1.0125104772222044e-29,1.8970270492153531,2.032924914150453e-09,1.1546093185318074e-10,1.3035299602675632e-21,-3.7438652915444285e-20,9.863318410234807e-11,0.0,0.0,0.0371830973734054
0.04,5.045780275464574e-10,0.8132841902982385,0.0,1.2639874241358053e-29,1.8970270508976546,-5.9926236178223196e-09,1.7842570082136475e-10,1.716940407712535e-21,-4.7346446925179627e-20,1.7978395075041566e-10,0.0,0.0,0.0495630469330103
0.05,1.4407815887478366e-09,0.8272684495827998,0.0,1.4425966044846718e-29,1.897027053462125,-1.5505603015491196e-08,2.384716337256938e-10,2.0506340733895285e-21,-5.470583954961913e-20,2.627431476750863e-10,0.0,0.0,0.0619306443422459
0.06,2.4681556210671133e-09,0.840857170277301,0.0,1.5089642842527674e-29,1.8970270568606926,-2.5848903973309242e-08,2.8814979999819284e-10,2.2461833778232816e-21,-5.80251550773136e-20,3.3878612562399096e-10,0.0,0.0,0.0742828073365548
0.07,3.497100822151019e-09,0.854275732618272,0.0,1.4256159698065445e-29,1.8970270609397941,-3.6096981681122625e-08,3.1916421226330647e-10,2.2448247550556054e-21,-5.586012317200797e-20,3.9761581689575795e-10,0.0,0.0,0.0866164574979598
0.08,4.413810134469127e-09,0.8678344627633044,0.0,1.1616460795947071e-29,1.8970270654291257,-4.5086602522167474e-08,3.230655994310281e-10,1.9938921759928773e-21,-4.698505680715036e-20,4.280840939928043e-10,0.0,0.0,0.0989285210222696
0.09,5.086409775471061e-09,0.8818847218300659,0.0,6.97910918976712e-30,1.8970270699403375,-5.148222505167251e-08,2.921482882174433e-10,1.4542994247761271e-21,-3.058457454333307e-20,4.1920109971872e-10,0.0,0.0,0.1112159294851353
0.1,5.374753163837547e-09,0.8967628800560028,0.0,3.230882560492581e-31,1.8970270739784842,-5.3878046973573485e-08,2.2050510569103677e-10,6.0852179054576005e-22,-6.449618804786711e-21,3.613977407362871e-10,0.0,0.0,0.1234756206067662
0.11,5.143760288581535e-09,0.9127330784286207,0.0,-8.154153088457455e-30,1.8970270769683797,-5.093522432208113e-08,1.0516557886754675e-10,-5.316749552074826e-22,2.4843476508482553e-20,2.4796909503693576e-10,0.0,0.0,0.1357045390151145
0.12,4.279772647609854e-09,0.9299431184446822,0.0,-1.8000020923672208e-29,1.8970270782969267,-4.1548463725633176e-08,-5.27865831620398e-11,-1.9186841150965635e-21,6.179613898355096e-20,7.658702000357704e-11,0.0,0.0,0.1478996370073372
0.13,2.7089169798999335e-09,0.9484063987463213,0.0,-2.848858324325237e-29,1.8970270773710123,-2.503137226815583e-08,-2.4724633907538473e-10,-3.464729474074853e-21,1.0192054721054136e-19,-1.4926739956614691e-10,0.0,0.0,0.1600578753093483
0.14,4.159779602146952e-10,0.9680142140734788,0.0,-3.8627841584085085e-29,1.8970270736887114,-1.3050196806040759e-09,-4.664181891738862e-10,-5.0408350687208424e-21,1.4177003561973054e-19,-4.191320883185155e-10,0.0,0.0,0.1721762238332693
0.15,-2.5381787788122815e-09,0.9885707440570447,0.0,-4.7198490538558656e-29,1.8970270669194702,2.8930358747743623e-08,-6.925992957296768e-10,-6.480092412238793e-21,1.7709143808788602e-19,-7.148529093599936e-10,0.0,0.0,0.1842516624325907
0.16,-6.002956363914269e-09,1.0098353774550952,0.0,-5.282830829073959e-29,1.8970270569867669,6.406410234634284e-08,-9.025602333849896e-10,-7.586015175599602e-21,2.031173431847089e-19,-1.010535797101976e-09,0.0,0.0,0.1962811816548557
0.17,-9.730676492317379e-09,1.031557419176908,0.0,-5.410347705439885e-29,1.8970270441447452,1.0150972825585814e-07,-1.0686414035934622e-09,-8.146418443388492e-21,2.1500595916405255e-19,-1.2733452998958486e-09,0.0,0.0,0.2082617834916791
0.18,-1.3378035200965095e-08,1.0534943543211348,0.0,-4.9714380912304543e-29,1.8970270290386928,1.37730324189812e-07,-1.1606353579531447e-09,-7.952763600353158e-21,2.0842239222681698e-19,-1.4652879156817274e-09,0.0,0.0,0.2201904821259137
0.19,-1.651856501444851e-08,1.0754129553212766,0.0,-3.8628943205465494e-29,1.8970270127383255,1.6837626438290212e-07,-1.148456869359375e-09,-6.824287326272755e-21,1.8023813284649983e-19,-1.546046395644486e-09,0.0,0.0,0.2320643046757783
0.2,-1.866767223913258e-08,1.0970805627353506,0.0,-2.0281647365631043e-29,1.897026996732877,1.8855008875819844e-07,-1.005515631230289e-09,-4.6355192627293915e-21,1.293063666771844e-19,-1.476832267712081e-09,0.0,0.0,0.2438802919357625
0.21,-1.9320842931815103e-08,1.1182597818164828,0.0,5.2385361934191726e-30,1.8970269828783,1.9320324886325277e-07,-7.126056309298421e-10,-1.3450424218470729e-21,5.725089301597548e-20,-1.2251020098335315e-09,0.0,0.0,0.2556354991141227
0.22,-1.8004308351866763e-08,1.1387198487674852,0.0,3.7022473284792024e-29,1.8970269732895932,1.77656046556559e-07,-2.62018006217736e-10,2.9773631615485983e-21,-3.081148650433632e-20,-7.698449642549138e-10,0.0,0.0,0.2673269965667859
0.23,-1.4335887287322932e-08,1.158269718940191,0.0,7.32218000613151e-29,1.8970269701754887,1.3821608852279964e-07,3.3851925947377354e-10,8.128640555271908e-21,-1.2570748616992543e-19,-1.0700931305218443e-10,0.0,0.0,0.2789518705274782
0.24,-8.09198059114951e-09,1.1768055189350972,0.0,1.1100218864852898e-28,1.89702697561839,7.285302382569485e-08,1.062558615988805e-09,1.3759249296264822e-20,-2.1389857559838808e-19,7.454992181631406e-10,0.0,0.0,0.2905072238338968
0.25,7.250692651013745e-10,1.1943564182275188,0.0,1.4659353409303251e-28,1.8970269913093087,-1.813024471583263e-08,1.8628478523637647e-09,1.9372678214924763e-20,-2.775175108185235e-19,1.7439154678004645e-09,0.0,0.0,0.3019901766497435
0.26,1.1826633641362385e-08,1.211112258327489,0.0,1.7545748843929077e-28,1.8970270182551534,-1.3150533578310929e-07,2.670995347681117e-09,2.434114355705104e-20,-2.9482941294098647e-19,2.8165371252800583e-09,0.0,0.0,0.31339786718244
0.27,2.459304898454409e-08,1.2274211907202772,0.0,1.9258521928140896e-28,1.8970270564834495,-2.6069208403919897e-07,3.3993923262708382e-09,2.7940071076620154e-20,-2.411809170798032e-19,3.864191156959204e-09,0.0,0.0,0.324727452396347
0.28,3.805361495969445e-08,1.2437524551632817,0.0,1.9292726735485785e-28,1.8970271047765852,-3.955899849225804e-07,3.945784116898974e-09,2.940257251280428e-20,-9.048077018941252e-20,4.763875008188384e-09,0.0,0.0,0.3359761087213079
0.29,5.0900197852124845e-08,1.2606266101902215,0.0,1.7194321555687706e-28,1.8970271604729954,-5.227552386187802e-07,4.200693482586057e-09,2.7993231855996777e-20,1.8276821220649866e-19,5.376019927073694e-09,0.0,0.0,0.3471410327563419
0.3,6.154194304031494e-08,1.2785227515371882,0.0,1.2624228498090577e-28,1.8970272193753264,-6.259964391456252e-07,4.057636933498686e-09,2.309818949887977e-20,6.00892942726013e-19,5.555541637235623e-09,0.0,0.0,0.3582194419683107
0.31,6.820604936372224e-08,1.2977792296608617,0.0,5.426813157331009e-29,1.897027275804457,-6.874350717450159e-07,3.4257490228263445e-09,1.432589516987769e-20,1.179986388324792e-18,5.1664674529011e-09,0.0,0.0,0.369208575385383
0.32,6.908577314411679e-08,1.3185093258862435,0.0,-4.3036323394986306e-29,1.8970273228325114,-6.890377634271004e-07,2.2440590339412185e-09,1.6102062488202557e-21,1.9265326666170105e-18,4.099475318669591e-09,0.0,0.0,0.3801056942851275
0.33,6.253189964187069e-08,1.3405524217319305,0.0,-1.6166319084207447e-28,1.8970273527170018,-6.145767225974003e-07,4.962783533950728e-10,-1.4694984904213843e-20,2.8341093602324353e-18,2.291178744179529e-09,0.0,0.0,0.3909080828770599
0.34,4.727808504077886e-08,1.3634719554569643,0.0,-2.941624301336095e-28,1.8970273575418588,-4.5191558298504527e-07,-1.7754061106150746e-09,-3.3742371856164854e-20,3.880785106472535e-18,-2.5651498247072545e-10,0.0,0.0,0.4016130489794744
0.35,2.2684137723495125e-08,1.3865977901695372,0.0,-4.295456238043199e-28,1.8970273300496725,-1.954541722004575e-07,-4.459330352226974e-09,-5.415294887516409e-20,5.027939590193241e-18,-3.4591027016410695e-09,0.0,0.0,0.412217924690392
0.36,-1.102495718880953e-08,1.4091004420166269,0.0,-5.5355675503589e-28,1.8970272646240502,1.5149657283339106e-07,-7.3681137351755165e-09,-7.402648308257351e-20,6.221144609263428e-18,-7.13671171936788e-09,0.0,0.0,0.4227200670524575
0.37,-5.2551947164449064e-08,1.430081828877764,0.0,-6.493783690875832e-28,1.8970271583532936,5.746919319131475e-07,-1.023915151468547e-08,-9.10126596672366e-20,7.393479114338146e-18,-1.1008487311283372e-08,0.0,0.0,0.4331168587116205
0.38,-9.938371131732818e-08,1.4486693768032728,0.0,-6.9881150763568535e-28,1.897027012079124,1.0476019986197424e-06,-1.274359048394434e-08,-1.0245127637662107e-19,8.471252479483219e-18,-1.4696685313863272e-08,0.0,0.0,0.4434057085694337
0.39,-1.4774412099809284e-07,1.4641036558346747,0.0,-6.8392550612543245e-28,1.897026831310023,1.5310616304266136e-06,-1.4505066751511537e-08,-1.0558444474691325e-19,9.381605089973894e-18,-1.7742618670990185e-08,0.0,0.0,0.4535840524288103
0.4,-1.9267446910512621e-07,1.4758124983913405,0.0,-5.891205335694067e-28,1.8970266268614786,1.974229206813244e-06,-1.5128743981157144e-08,-9.783655497972687e-20,1.0060905822291807e-17,-1.963586722884453e-08,0.0,0.0,0.4636493536330746
0.41,-2.282667571597157e-07,1.483466597298042,0.0,-4.034846120387091e-28,1.897026415078808,2.3170988218587077e-06,-1.4240191315680754e-08,-7.714910045256662e-20,1.0462450004507276e-17,-1.9857065667190093e-08,0.0,0.0,0.4735991036981507
0.42,-2.4806494297546473e-07,1.487013069951161,0.0,-1.2326243961471077e-28,1.8970262175058519,2.4947036994973286e-06,-1.1532424257206004e-08,-4.234790634101906e-20,1.0561933641192589e-17,-1.7933161539242113e-08,0.0,0.0,0.483430822937729
0.43,-2.456346566341517e-07,1.4866846622189884,0.0,2.4580807079169824e-28,1.897026059887689,2.4429978273845267e-06,-6.81807581400888e-09,6.4893137887498575e-21,1.0359669964994442e-17,-1.3502353813801826e-08,0.0,0.0,0.4931420610812561
0.44,-2.1528332613210998e-07,1.4829834544262643,0.0,6.865864107376339e-28,1.8970259704394445,2.1062130095475847e-06,-8.2282224513151e-11,6.77057897913551e-20,9.879360637920946e-18,-6.384099371487314e-09,0.0,0.0,0.5027303978845936
0.45,-1.528911124205238e-07,1.4766394556251001,0.0,1.1693738010615126e-27,1.897025977376531,1.4452703469222856e-06,8.469396185617564e-09,1.3782606921071236e-19,9.16405061629763e-18,3.3522249422371223e-09,0.0,0.0,0.5121934437331935
0.46,-5.6790130011633034e-08,1.4685466686518678,0.0,1.6518416871235773e-27,1.897026105782384,4.465951745116195e-07,1.8374670686281947e-08,2.1145401771103022e-19,8.27034329056816e-18,1.532798785624125e-08,0.0,0.0,0.5215288402376408
0.47,7.139270194967403e-08,1.459682392087615,0.0,2.0803431510917406e-27,1.897026373983726,-8.695349167012737e-07,2.8896982613315022e-08,2.81356684802295e-19,7.261989285565373e-18,2.8814385780117665e-08,0.0,0.0,0.5307342608214127
0.48,2.2603250282279382e-07,1.4510196788146985,0.0,2.3928325963649647e-27,1.8970267897036637,-2.4421609711779066e-06,3.903370476750181e-08,3.3877457937287606e-19,6.203798438887135e-18,4.2719423882022184e-08,0.0,0.0,0.5398074113007112
0.49,3.970584992239357e-07,1.4434464840132895,0.0,2.5235009639735048e-27,1.8970273463600833,-4.165498027981947e-06,4.7556080320378015e-08,3.739846399305243e-19,5.1566050305577835e-18,5.561172481104428e-08,0.0,0.0,0.548746030456221
0.5,5.698795060264294e-07,1.4377045198007552,0.0,2.409072061236316e-27,1.8970280199592588,-5.888655123481046e-06,5.308497839435853e-08,3.771211819465413e-19,4.173697370204863e-18,6.578840026014558e-08,0.0,0.0,0.557547890596653
0.51,7.257912531750654e-07,1.434353934768421,0.0,1.996506577290514e-27,1.897028767089182,-7.420287639285339e-06,5.4203663451819387e-08,3.392328822373237e-19,3.2987070791137717e-18,7.139126962892985e-08,0.0,0.0,0.5662107981139324
0.52,8.429495849704515e-07,1.433760578092674,0.0,1.2516361089395096e-27,1.8970295245303639,-8.538988522763878e-06,4.960498764351967e-08,2.5352177162210085e-19,2.5646388805463715e-18,7.05714919576728e-08,0.0,0.0,0.5747325940298904
0.53,8.97953276642475e-07,1.4360983364971145,0.0,1.6801814722173795e-28,1.8970302109611676,-9.009804141112285e-06,3.826589885033507e-08,1.1667550922026538e-19,1.9936919171523834e-18,6.169732044725109e-08,0.0,0.0,0.5831111545343282
0.54,8.680242700109377e-07,1.441361922579334,0.0,-1.224911744241354e-27,1.8970307311301795,-8.606684075373437e-06,1.9637218306012016e-08,-6.982994317789505e-20,1.597702915315034e-18,4.35934824926577e-08,0.0,0.0,0.5913443915143141
0.55,7.337035355296697e-07,1.449389319123081,0.0,-2.8554840895939182e-27,1.897030982694158,-7.139964252704818e-06,-6.1682846096442914e-09,-2.9860980286774413e-19,1.379183591264586e-18,1.579409337304981e-08,0.0,0.0,0.5994302530745854
0.56,4.819015863175908e-07,1.459891569172076,0.0,-4.606423428850647e-27,1.8970308656774328,-4.487182467581129e-06,-3.8210856308624135e-08,-5.556053585654341e-19,1.3328937354364167e-18,-2.1215343500738266e-08,0.0,0.0,0.6073667240489239
0.57,1.0906011967868177e-07,1.4724826535283275,0.0,-6.315634705539034e-27,1.8970302942057744,-6.246991473941411e-07,-7.460626287250863e-08,-8.1985454407402165e-19,1.4477419637458673e-18,-6.579664279866759e-08,0.0,0.0,0.6151518265023771
0.58,-3.758963960989137e-07,1.486701097791733,0.0,-7.782176243569507e-27,1.8970292098221826,4.343171038055235e-06,-1.1248162941579724e-07,-1.0639673495425833e-18,1.7086439683446826e-18,-1.1503161534617424e-07,0.0,0.0,0.6227836202242013
