time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_LU_RB5,Top_FCR,Top_ECU,pos_flex,pos_dev,pos_pro
0.0,-1.9844931986870074e-07,1.6731585750383169,0.0,-5.906155479861188e-22,1.8825246270454186,-1.1877469795949097e-06,-6.720867842960818e-09,0.0,-4.781586511912957e-20,3.3751991696285793e-09,0.0,0.0,0.0
0.01,-2.2673064049510565e-07,1.6927148452917942,0.0,-7.410563039195275e-22,1.882524494034164,-8.851644451944132e-07,-7.35843205485225e-09,0.0,-5.389436302948129e-20,2.5291660033712133e-09,0.0,0.0,0.0123984854844581
0.02,-2.3742736125434185e-07,1.7139983883813885,0.0,-8.495815015859333e-22,1.8825243183862563,-4.031531680442206e-07,-7.350113549352068e-09,0.0,-5.564557451383873e-20,1.1754246003685349e-09,0.0,0.0,0.0247938810064031
0.03,-2.2463524523935726e-07,1.7359212576576968,0.0,-8.929001391040105e-22,1.882524108164792,2.5290469520364613e-07,-6.523589886248477e-09,0.0,-5.172382821748996e-20,-6.719224581047523e-10,0.0,0.0,0.0371830973734054
0.04,-1.8347397124301343e-07,1.7571830799619015,0.0,-8.48712755665257e-22,1.8825238774338298,1.056861518267695e-06,-4.75114952285306e-09,0.0,-4.105507068999857e-20,-2.9401921377298735e-09,0.0,0.0,0.0495630469330103
0.05,-1.1090356946588896e-07,1.7763373187823286,0.0,-6.984529715516076e-22,1.8825236463067114,1.9591370393864044e-06,-1.975835764721357e-09,0.0,-2.3029507850071567e-20,-5.490476760914619e-09,0.0,0.0,0.0619306443422459
0.06,-6.555543916415751e-09,1.7918569060316076,0.0,-4.303499663065588e-22,1.882523440335784,2.885937155311946e-06,1.7632515187114208e-09,0.0,2.305639000588948e-21,-8.115301343914461e-09,0.0,0.0,0.0742828073365548
0.07,1.2650964623558646e-07,1.8021963763672029,0.0,-4.255799925878408e-23,1.8825232891346142,3.740951274109316e-06,6.30953120081354e-09,0.0,3.407471789768273e-20,-1.0543264567583896e-08,0.0,0.0,0.0866164574979598
0.08,2.812225910785833e-07,1.8058496264271653,0.0,4.53976468903541e-22,1.882523224179779,4.410004621708957e-06,1.1374811630556377e-08,0.0,7.044846802710894e-20,-1.2452021392429578e-08,0.0,0.0,0.0989285210222696
0.09,4.4621441567056035e-07,1.8014049429143457,0.0,1.0332987310015777e-21,1.8825232758162083,4.768941636550137e-06,1.6535982215165484e-08,0.0,1.0859159982977262e-19,-1.3490403540719982e-08,0.0,0.0,0.1112159294851353
0.1,6.059256464508757e-07,1.7876023163557646,0.0,1.6533015182749995e-21,1.8825234695848956,4.6947319547997946e-06,2.1245795626980386e-08,0.0,1.4470880439733984e-19,-1.3309673198642173e-08,0.0,0.0,0.1234756206067662
0.11,7.41209498912363e-07,1.7634021992333975,0.0,2.2560669231043244e-21,1.882523822098894,4.079430452982516e-06,2.4860323191899502e-08,0.0,1.7421097957513674e-19,-1.160289011933336e-08,0.0,0.0,0.1357045390151145
0.12,8.304952316954163e-07,1.7280770954977476,0.0,2.770055256354958e-21,1.882524336804264,2.8462071191706022e-06,2.6684507763777955e-08,0.0,1.920161746862681e-19,-8.150198049933933e-09,0.0,0.0,0.1478996370073372
0.13,8.515326444971857e-07,1.681331292741395,0.0,3.114393248599522e-21,1.8825250000657088,9.662223869200182e-07,2.6035611337150692e-08,0.0,1.9298898179467567e-19,-2.8665907512835804e-09,0.0,0.0,0.1600578753093483
0.14,7.836799350429445e-07,1.623436140977067,0.0,3.2053486495704523e-21,1.882525778098546,-1.5252987061379357e-06,2.2322313680540002e-08,0.0,1.7250811973612601e-19,4.152480036841272e-09,0.0,0.0,0.1721762238332693
0.15,6.106266742338532e-07,1.5553471862797994,0.0,2.9648589075886475e-21,1.8825266153146238,-4.515792910229076e-06,1.5134878937184196e-08,0.0,1.2713548316648146e-19,1.2593296717154077e-08,0.0,0.0,0.1842516624325907
0.16,3.233663202936496e-07,1.4787613261309067,0.0,2.330718084851483e-21,1.8825274346450762,-7.80711047228632e-06,4.339349110039253e-09,0.0,5.534214906239936e-20,2.1900157516729463e-08,0.0,0.0,0.1962811816548557
0.17,-7.684478800267524e-08,1.39608395675363,0.0,1.2677358974222526e-21,1.8825281403343344,-1.1114555793435922e-05,-9.833612335696947e-09,0.0,-4.1770601985693116e-20,3.127216008192627e-08,0.0,0.0,0.2082617834916791
0.18,-5.758740787964122e-07,1.3102994645476318,0.0,-2.211091882407208e-22,1.8825286235580878,-1.4075278659520287e-05,-2.6716524743154105e-08,0.0,-1.5983222981569399e-19,3.9686343309522266e-08,0.0,0.0,0.2201904821259137
0.19,-1.1448278686376349e-06,1.224760072132793,0.0,-2.0847625589971845e-21,1.8825287709989864,-1.626759260533607e-05,-4.5162022706226126e-08,0.0,-2.9073313384384424e-19,4.595168842277989e-08,0.0,0.0,0.2320643046757783
0.2,-1.73929960754603e-06,1.142921398178159,0.0,-4.2168657656743974e-21,1.882528476221408,-1.7242006777904696e-05,-6.35415109207301e-08,0.0,-4.2241456392646763e-19,4.879626176894623e-08,0.0,0.0,0.2438802919357625
0.21,-2.3001386429641035e-06,1.0680594796014216,0.0,-6.452729704702942e-21,1.8825276533333206,-1.6563668214790345e-05,-7.97968820300854e-08,0.0,-5.390024817178422e-19,4.698671481338768e-08,0.0,0.0,0.2556354991141227
0.22,-2.7560620088426377e-06,1.0030057411676414,0.0,-8.57197149823416e-21,1.8825262520320296,-1.3864563426205466e-05,-9.155378915525249e-08,0.0,-6.213522543235244e-19,3.947555423283228e-08,0.0,0.0,0.2673269965667859
0.23,-3.0283136486616545e-06,0.9499323273267868,0.0,-1.0308041519998849e-20,1.8825242727347116,-8.902301856958044e-06,-9.630040903368651e-08,0.0,-6.480416516765208e-19,2.5567281705942865e-08,0.0,0.0,0.2789518705274782
0.24,-3.037403013862696e-06,0.910209484769122,0.0,-1.1365431075159142e-20,1.8825217801367586,-1.6207208280681347e-06,-9.162941698149451e-08,0.0,-5.968084475283309e-19,5.090020811591839e-09,0.0,0.0,0.2905072238338968
0.25,-2.7117327047318092e-06,0.884342828446118,0.0,-1.1444710612559857e-20,1.8825189132710387,7.79392754677244e-06,-7.553326618279997e-08,0.0,-4.463778361661147e-19,-2.144495033540294e-08,0.0,0.0,0.3019901766497435
0.26,-1.9976640552328795e-06,0.8719865225803574,0.0,-1.0274719242237836e-20,1.8825158900127807,1.8868630143527876e-05,-4.673428872399996e-08,0.0,-1.7856755822297451e-19,-5.2716715307811886e-08,0.0,0.0,0.31339786718244
0.27,-8.702889310550179e-07,0.8720211259713961,0.0,-7.650250237996102e-21,1.8825130040401155,3.081920648701499e-05,-5.022312444941693e-09,0.0,2.1949920737126193e-19,-8.652419079929376e-08,0.0,0.0,0.324727452396347
0.28,6.560986632354932e-07,0.882681644986606,0.0,-3.4725230587610845e-21,1.8825106125640734,4.255390030012606e-05,4.843567099188812e-08,0.0,7.53293692871023e-19,-1.1979439194141093e-07,0.0,0.0,0.3359761087213079
0.29,2.519074195302111e-06,0.9017208287679206,0.0,2.2113036867706722e-21,1.8825091137142709,5.27120801909539e-05,1.1085566138674186e-07,0.0,1.4191481940631416e-18,-1.4868970891029042e-07,0.0,0.0,0.3471410327563419
0.3,4.602102559907274e-06,0.9265935936863076,0.0,9.174222118161716e-21,1.8825089133161523,5.9743170555422636e-05,1.7771198383220263e-07,0.0,2.2031487637641613e-18,-1.6882884341682517e-07,0.0,0.0,0.3582194419683107
0.31,6.7329610907624786e-06,0.9546495284611,0.0,1.6986335197924425e-20,1.8825103819025018,6.202784126324671e-05,2.42772535390984e-07,0.0,3.0808775163323818e-18,-1.7562736491734204e-07,0.0,0.0,0.369208575385383
0.32,8.687921736070658e-06,0.9833210006219488,0.0,2.5008160595540398e-20,1.8825138041121232,5.803933747926627e-05,2.983329253142172e-07,0.0,4.018138742601917e-18,-1.6475216539666273e-07,0.0,0.0,0.3801056942851275
0.33,1.020277290024061e-05,1.0102946597076259,0.0,3.240540557684253e-20,1.8825193240512024,4.653780654861026e-05,3.356768651354474e-07,0.0,4.972656337852662e-18,-1.3266991251963262e-07,0.0,0.0,0.3909080828770599
