time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_LU_RB5,Top_FCR,Top_ECU,pos_flex,pos_dev,pos_pro
0.0,-2.2003153397609408e-07,1.6588627739593913,0.0,-1.0303010544026172e-21,1.7863626438866258,-8.988090447787654e-07,9.668759238274403e-10,0.0,5.0685015971931454e-20,4.5325259966713775e-09,0.0,0.0,0.0
0.01,-1.376129827445552e-07,1.6736919140372888,0.0,-1.2927378813565716e-21,1.7863624225132182,-6.532022673394104e-07,5.05975878512762e-09,0.0,4.612762609727917e-20,3.4780316852951234e-09,0.0,0.0,0.0123984854844581
0.02,-1.7810077214858682e-08,1.691430403310818,0.0,-1.4820549879033111e-21,1.7863622273066473,-2.6920073867816034e-07,9.688770857955451e-09,0.0,3.518155655447265e-20,1.75457489126959e-09,0.0,0.0,0.0247938810064031
0.03,1.361048980656036e-07,1.7115280836654942,0.0,-1.5576223162058865e-21,1.7863620869565606,2.476873523732273e-07,1.4483828328931187e-08,0.0,1.7350996457860335e-20,-6.259512245446518e-10,0.0,0.0,0.0371830973734054
0.04,3.1619497348377685e-07,1.733195871438146,0.0,-1.4805395051621942e-21,1.7863620317581654,8.757239275826223e-07,1.895714579375139e-08,0.0,-7.220600512470516e-21,-3.575518742247633e-09,0.0,0.0,0.0495630469330103
0.05,5.094884039047141e-07,1.7554142284916825,0.0,-1.2184183780734727e-21,1.786362090679663,1.5750009113047097e-06,2.2525816578445007e-08,0.0,-3.759005459051568e-20,-6.919315694066386e-09,0.0,0.0,0.0619306443422459
0.06,6.980682446984343e-07,1.7769367529106996,0.0,-7.507252918383767e-22,1.7863622877903955,2.286996869492935e-06,2.455100970912421e-08,0.0,-7.189757643913451e-20,-1.039187464670739e-08,0.0,0.0,0.0742828073365548
0.07,8.597349468642713e-07,1.7962921704704926,0.0,-7.424043838541183e-23,1.786362638274757,2.936081089766165e-06,2.4393889177383146e-08,0.0,-1.0731736793675616e-19,-1.3642226977629569e-08,0.0,0.0,0.0866164574979598
0.08,9.693221147845195e-07,1.811791373328661,0.0,7.9194059651830855e-22,1.7863631443632744,3.433320491326158e-06,2.148653305839197e-08,0.0,-1.4009832811799097e-19,-1.6249931615582165e-08,0.0,0.0,0.0989285210222696
0.09,1.0006945561979526e-06,1.8215495080191768,0.0,1.8025410466968076e-21,1.7863637916103539,3.6827844309105216e-06,1.54140028149977e-08,0.0,-1.6571331130236544e-19,-1.775311568354948e-08,0.0,0.0,0.1112159294851353
