time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_LU_RB5,Top_ECRB,Top_FCR,Top_ECU,pos_flex,pos_dev,pos_pro
0.0,-1.4726078419311975e-08,0.6589127003837358,0.0,-7.221010385931895e-31,1.8935436930964082,-1.05665179692872e-06,-7.978375156706578e-10,0.0,-2.896119875099246e-11,-3.283305353023833e-22,-5.670035329295822e-10,0.0,0.0,0.0
0.01,-1.6552060680332636e-08,0.6670063355684961,0.0,-7.270466014424315e-31,1.8935436932937393,-8.216776195424407e-07,-7.621454896086338e-10,0.0,3.099098228023062e-11,-7.212267571794805e-22,-7.589556581897877e-10,0.0,0.0,0.0123984854844581
0.02,-1.703029911114118e-08,0.6749464216804354,0.0,-6.526055584616851e-31,1.893543699234913,-4.32457371520483e-07,-6.322700601340805e-10,0.0,1.0358374276708519e-10,-1.1488520842439921e-21,-9.181397718004656e-10,0.0,0.0,0.0247938810064031
0.03,-1.574619501203366e-08,0.6825625776309976,0.0,-4.857480359014329e-31,1.8935437118010479,1.091732204403377e-07,-3.9736643529372344e-10,0.0,1.841487856025439e-10,-1.5763947526277475e-21,-1.0180946230508307e-09,0.0,0.0,0.0371830973734054
0.04,-1.2369588061593942e-08,0.689742369277195,0.0,-2.2020877383546782e-31,1.8935437313741332,7.839661739344633e-07,-5.5340630841484893e-11,0.0,2.658805865445426e-10,-1.960640834098852e-21,-1.0318365720010258e-09,0.0,0.0,0.0495630469330103
0.05,-6.714058121140816e-09,0.6964581399562632,0.0,1.4100285281412923e-31,1.8935437576607435,1.5527275568915216e-06,3.845708258384124e-10,0.0,3.4001863935557313e-10,-2.252672869184315e-21,-9.34715060900246e-10,0.0,0.0,0.0619306443422459
0.06,1.2038237007945041e-09,0.7027803263746325,0.0,5.83449171666714e-31,1.8935437895434444,2.3553184799242094e-06,8.997870929538197e-10,0.0,3.9629561737852e-10,-2.4019012411200455e-21,-7.077750047916629e-10,0.0,0.0,0.0742828073365548
0.07,1.111188609913815e-08,0.708874347271557,0.0,1.0798015842427037e-30,1.8935438249838212,3.1117133306961604e-06,1.453310467630892e-09,0.0,4.236730259237993e-10,-2.361300914136267e-21,-3.4138879660552687e-10,0.0,0.0,0.0866164574979598
0.08,2.2444012750648912e-08,0.7149802403186741,0.0,1.589416702074071e-30,1.8935438610017379,3.725549586770108e-06,1.9939666385503724e-09,0.0,4.113597909319079e-10,-2.0935367998100316e-21,1.61172961780671e-10,0.0,0.0,0.0989285210222696
0.09,3.43241445602968e-08,0.7213769197195348,0.0,2.0592769320316933e-30,1.8935438937535756,4.090443443057991e-06,2.458283199996443e-09,0.0,3.500765974968774e-10,-1.5774469816303318e-21,7.806448433280056e-10,0.0,0.0,0.1112159294851353
