time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_LU_RB5,Top_ECRB,Top_FCR,Top_RI5,Top_ECU
0.0,0.026240164532161787,0.01512180402450624,0.0,-2.0586498041166976e-13,-1.9975181778357303e-08,0.0004550540352763354,2.670743865077102e-05,0.0,-5.4948794083134375e-12,-4.821203571568456e-12,0.0,4.448916057740069e-14
0.01,0.027457964160174424,0.015193841471721614,0.0,-6.55855094547105e-13,4.473242588823275e-08,0.0023265551996759994,3.320401624501795e-05,0.0,-6.5551257176296795e-12,-5.1941276089730824e-12,0.0,2.1100741348699272e-13
0.02,0.02859822467294449,0.015286386071668693,0.0,-1.1537367692087034e-12,1.2183065859497868e-07,0.0040105100362194815,3.77257273869978e-05,0.0,-7.172045015645188e-12,-5.090454725828617e-12,0.0,3.98766046027279e-13
0.03,0.02965563718742795,0.015419238581552423,0.0,-1.6570836137938592e-12,2.0608399769548022e-07,0.005356909819986488,3.9234062498083325e-05,0.0,-7.1582357685970885e-12,-4.393856000314799e-12,0.0,5.926183408825009e-13
0.04,0.030629369953293267,0.01560702937938391,0.0,-2.1114824378923805e-12,2.900582695695489e-07,0.0062551566118367805,3.6746260773077194e-05,0.0,-6.346049914425893e-12,-3.0226232046192723e-12,0.0,7.726782692562518e-13
0.05,0.0315194953757622,0.015857717966526907,0.0,-2.453358705025504e-12,3.643562034050991e-07,0.006644703256596054,2.9460151830103875e-05,0.0,-4.611502833754688e-12,-9.4802600673178e-13,0.0,9.152569097351832e-13
0.06,0.0323253253762379,0.016172241813114222,0.0,-2.614576909438194e-12,4.1813410641024973e-07,0.00651750188756418,1.6892986724468006e-05,0.0,-1.899749418809069e-12,1.7882882012690389e-12,0.0,9.94472222593204e-13
0.07,0.03304532515846132,0.01654508085210855,0.0,-2.528781254282956e-12,4.399177021526984e-07,0.005913930070906033,-9.771444450858981e-07,0.0,1.7502819126562398e-12,5.060040290264149e-12,0.0,9.845340851811413e-13
0.08,0.03367806539307018,0.016965405788852597,0.0,-2.139239523122126e-12,4.187068065057017e-07,0.004914554939700848,-2.3581962060135634e-05,0.0,6.18505787234553e-12,8.64763741363795e-12,0.0,8.626320409973664e-13
0.09,0.03422366182422966,0.017418512164599283,0.0,-1.4077225596694433e-12,3.453236807048387e-07,0.0036298371126909264,-4.9662836008627464e-05,0.0,1.1122744214562925e-11,1.2237521483746769e-11,0.0,6.122668452120761e-13
0.1,0.03468520941233755,0.017887319399494842,0.0,-3.2371138157558224e-13,2.1392073571549002e-07,0.002189307807293938,-7.721813380021477e-05,0.0,1.615007927960327e-11,1.5431774453677645e-11,0.0,2.2677499472873794e-13
0.11,0.03506980908222785,0.01835379131648672,0.0,1.08700231907028e-12,2.352295289034672e-08,0.0007311920115929956,-0.0001035158442526186,0.0,2.073299935639802e-11,1.7769665268177494e-11,0.0,-2.872932689294123e-13
0.12,0.03538891120720129,0.018800200763865117,0.0,2.7554397869089828e-12,-2.2055689914022618e-07,-0.0006070194439635839,-0.00012518652799972196,0.0,2.424352495579244e-11,1.876194957469702e-11,0.0,-9.073567965316455e-13
