time,Top_PT,Top_ECRL,Top_UI_UB5,Top_PQ,Top_FCU,Top_FDS4,Top_PL,Top_LU_RB5,Top_ECRB,Top_FCR,Top_RI5,Top_ECU
0.0,0.1259532047737512,0.07641063090528621,0.0,-1.02663349268136e-12,-5.673393165556625e-07,-7.148039355740417e-07,0.0012390197912812366,0.0,8.160863838169884e-12,8.62255019668712e-12,0.0,-2.5463234850953246e-13
0.01,0.1303749071487833,0.07697607352096154,0.0,-2.3431093508825582e-12,0.030046894116206393,0.026556132869059758,0.0013325526527247593,0.0,6.082241304990067e-12,8.02819376949729e-12,0.0,-2.578681488501703e-13
0.02,0.13447473769653442,0.0776680415499279,0.0,-3.752584547087249e-12,0.0574646632023642,0.05078882885244543,0.0013795042846740024,0.0,2.7708464182926125e-12,6.383161339200959e-12,0.0,-2.3334462364185353e-13
0.03,0.1382392752053778,0.07859428997463756,0.0,-5.123531324514561e-12,0.07999503775933409,0.07070195081631063,0.00134927373251366,0.0,-1.7363739124396227e-12,3.5882522855204553e-12,0.0,-1.763383372174139e-13
0.04,0.14167129711590118,0.07983416148235109,0.0,-6.293419311298335e-12,0.09603740165086024,0.08488082118745639,0.001211028267936202,0.0,-7.259807735142902e-12,-3.546890041854012e-13,0.0,-8.446495915747138e-14
0.05,0.14477375939819837,0.08143130162096764,0.0,-7.078442982461563e-12,0.10479349136631708,0.09261989738086192,0.0009392920431493954,0.0,-1.3458850480142602e-11,-5.315874462499722e-12,0.0,4.1428617844780336e-14
0.06,0.147542859396941,0.08339193006420359,0.0,-7.288220195114692e-12,0.10626867903521624,0.09392390606857344,0.0005195562963734946,0.0,-1.9826533974762526e-11,-1.1017662290732116e-11,0.0,1.964915809223874e-13
0.07,0.14996850658931107,0.08568755268195773,0.0,-6.74516343407363e-12,0.10116108399018438,0.08940983800847538,-4.6450048452826946e-05,0.0,-2.57011836703206e-11,-1.7025720412511342e-11,0.0,3.7133373423817515e-13
0.08,0.15203956977049288,0.08826053546051824,0.0,-5.307626633274698e-12,0.09068307823974942,0.08014919155086762,-0.0007362584338549249,0.0,-3.029837745130439e-11,-2.2755214682496872e-11,0.0,5.51850348569722e-13
0.09,0.15375125939454704,0.09103114056443465,0.0,-2.895270652764355e-12,0.07635606273141836,0.06748659290108487,-0.0015034320299426992,0.0,-3.276510363358844e-11,-2.7495364974005282e-11,0.0,7.195234146589585e-13
0.1,0.15511231720277488,0.09390501496344637,0.0,4.855734279508274e-13,0.059810043908124284,0.0528626596762989,-0.0022761536845230354,0.0,-3.2256060309942786e-11,-3.045456988695424e-11,0.0,8.522936430148962e-13
0.11,0.15615014356951362,0.09678050150015238,0.0,4.7193594954399854e-12,0.04260981730088204,0.03766038096780997,-0.002958157382271022,0.0,-2.8029564661380524e-11,-3.0826607696879734e-11,0.0,9.260594970174096e-13
0.12,0.1569126013781141,0.09955545082353767,0.0,9.56485888654773e-12,0.026120757616179702,0.023086502908533386,-0.003432448600233107,0.0,-1.955768485424023e-11,-2.787621754370223e-11,0.0,9.168050338720064e-13
0.13,0.15746602480202213,0.10213342917811342,0.0,1.4648228436141364e-11,0.011419701203919833,0.010092767953079992,-0.003568106882682041,0.0,-6.64218315694635e-12,-2.103975843838391e-11,0.0,8.032889967645427e-13
0.14,0.15788996175957187,0.10442932933696979,0.0,1.9468941376046382e-11,-0.0007495829604411988,-0.0006634379072463944,-0.0032302431736790896,0.0,1.0475042414085147e-11,-1.0033815755642006e-11,0.0,5.701471733810636e-13
0.15,0.15827034482087513,0.10637440072370798,0.0,2.342137288408221e-11,-0.009981218715424863,-0.008823347933613983,-0.0022928998081022905,0.0,3.102075428034903e-11,5.0381699881073074e-12,0.0,2.1117446297993565e-13
0.16,0.15869370779588424,0.10792064750564638,0.0,2.5833843026634232e-11,-0.016180046409668844,-0.014302795037317595,-0.0006543170331084889,0.0,5.363369451043359e-11,2.359361996501056e-11,0.0,-2.6752950366731967e-13
0.17,0.15924482572434956,0.10904446080382413,0.0,2.602546535533681e-11,-0.01951154840696227,-0.017247956226899057,0.0017465009588528856,0.0,7.63579796315523e-11,4.4506972243346836e-11,0.0,-8.449370022828365e-13
0.18,0.16000818778435136,0.10974930477889057,0.0,2.337926613564819e-11,-0.020338190104976468,-0.01797909318218259,0.004913608764195224,0.0,9.670073616007351e-11,6.608899117199302e-11,0.0,-1.4834224298270956e-12
0.19,0.16107102122715855,0.1100672490672023,0.0,1.7427821157736367e-11,-0.019150775940093564,-0.016929889603943416,0.008780624494012847,0.0,1.1176480980212998e-10,8.612310321156338e-11,0.0,-2.128487246490481e-12
0.2,0.16252417248078874,0.11005907128287726,0.0,7.94526075383052e-12,-0.016502062788575727,-0.014588786340304359,0.013202554555813196,0.0,1.184619526973678e-10,1.0197002165919878e-10,0.0,-2.7102842899486203e-12
0.21,0.16445800717013911,0.10981253249003657,0.0,-4.962862775817155e-12,-0.012948144192128686,-0.011447186869816732,0.01795550127622376,0.0,1.1380440841945152e-10,1.1074736255306823e-10,0.0,-3.1472548877704694e-12
0.22,0.1669529324310776,0.1094383233482597,0.0,-2.0782395341886204e-11,-0.00900125878368895,-0.00795776141324652,0.022746307125585428,0.0,9.526355311132423e-11,1.095844266489164e-10,0.0,-3.3520417119021735e-12
0.23,0.17006672117647073,0.10906318803500413,0.0,-3.8538060190341776e-11,-0.005095882781975617,-0.004504492435244102,0.027233304950441215,0.0,6.117376470983717e-11,9.594402470067425e-11,0.0,-3.2396313839778124e-12
0.24,0.17382200917286342,0.10881995059368582,0.0,-5.6778040883889934e-11,-0.001568386842058343,-0.0013847078781716333,0.031058159000443498,0.0,1.1148816248149812e-11,6.79936016753596e-11,0.0,-2.7374209678215683e-12
0.25,0.17819637474667485,0.108834644484995,0.0,-7.360733207645344e-11,0.0013507323881052614,0.0011977742154629524,0.03388732881963555,0.0,-5.353207337539583e-11,2.4997683010228506e-11,0.0,-1.7966068627216054e-12
0.26,0.18311536281098495,0.10921164031325474,0.0,-8.677923668524142e-11,0.0035339487349698943,0.003130073211920186,0.035459875519597235,0.0,-1.2961952745681314e-10,-3.230620532568253e-11,0.0,-4.0398646710493967e-13
0.27,0.1884478648846412,0.11001847757057173,0.0,-9.385044856930208e-11,0.0049455846772751035,0.00438041601138409,0.035636004886018736,0.0,-2.1172628362723457e-10,-1.0139430862522806e-10,0.0,1.4070268327997737e-12
0.28,0.19400438704087453,0.11127292095084633,0.0,-9.239955980853756e-11,0.005625141732726601,0.0049834117109737765,0.034438038993535675,0.0,-2.923518138159247e-10,-1.777576960786101e-10,0.0,3.5476091906153835e-12
0.29,0.19954070158356801,0.11293529201221314,0.0,-8.030174742633031e-11,0.005667687765478927,0.005022734161622428,0.03207355082376201,0.0,-3.621481525411388e-10,-2.548703341113629e-10,0.0,5.868524275188539e-12
0.3,0.20476995726275513,0.11490875516278513,0.0,-5.604421425283372e-11,0.00520362304610305,0.00461326508461636,0.028931502709592036,0.0,-4.104621221723179e-10,-3.2437252493723536e-10,0.0,8.160486247079305e-12
0.31,0.20938429853504134,0.11704855651130011,0.0,-1.905829675132317e-11,0.004379717634184201,0.0038843701040000072,0.025547867249365412,0.0,-4.261678982523949e-10,-3.7650711354749984e-10,0.0,1.0161286501166289e-11
0.32,0.2130835294165844,0.11917886073151343,0.0,2.996415858864132e-11,0.003342805620151493,0.0029655307971494867,0.02254522724365743,0.0,-3.987753657989267e-10,-4.0082783794757966e-10,0.0,1.1570707252397998e-11
0.33,0.21560578424670618,0.12111411596766748,0.0,8.880949252214093e-11,0.002226997908712539,0.0019750916071766315,0.02055679115184468,0.0,-3.197651980109759e-10,-3.871741823610628e-10,0.0,1.2073655005467276e-11
0.34,0.2167547795390635,0.1226814449697181,0.0,1.5357978501960322e-10,0.001144784152880475,0.0010124451396730705,0.020146907903737046,0.0,-1.84063257465349e-10,-3.268759943580583e-10,0.0,1.1371150572696132e-11
0.35,0.21641937907046013,0.12374100924791544,0.0,2.1867381204612228e-10,0.00018197249750499336,0.00015360523770250185,0.021738838507400944,0.0,8.471990407309055e-12,-2.1411576503200913e-10,0.0,9.217842650642589e-12
0.36,0.21458286266850268,0.12420199388363222,0.0,2.769519868843092e-10,-0.0006039142968913369,-0.0005501754503883634,0.025558318901658335,0.0,2.5171068667978835e-10,-4.733962865681365e-11,0.0,5.463630202747187e-12
0.37,0.21132103388393242,0.12403253973025688,0.0,3.201163254184692e-10,-0.0011823959590054611,-0.0010712888729086287,0.031599209748139186,0.0,5.32249902434027e-10,1.6942649241174184e-10,0.0,9.587504356724918e-14
